226Ra,232Th,40K,Raeq,Theq,Keq,IA,IB,IG
0.38874692,-0.19288424,0.13396306,0.30304262,0.27045295,0.4828132,-0.5193898,-0.61100006,-0.6127638
0.44984227,0.2971802,0.11405876,0.48140493,0.46689147,0.6160717,-0.40288952,-0.3445687,-0.32075626
0.7202585,0.48044053,-0.30409977,0.6139205,0.59897333,0.7171544,0.097169176,-0.11751603,-0.111440696
0.3426694,0.41841698,0.3400016,0.5148526,0.56599563,0.6876191,-0.5666018,-0.24592459,-0.23742704
0.52278906,0.019246608,0.08298638,0.3864132,0.38961774,0.49793258,-0.32783434,-0.48331076,-0.49477196
0.04634967,0.0036243116,-0.59415984,0.18546547,0.19647412,0.38412178,-0.8124475,-0.73145115,-0.7169478
0.023938492,0.21497089,-0.23447621,0.35068294,0.32421657,0.5141204,-0.79499733,-0.564561,-0.54762214
0.5717995,0.012030252,-0.7449901,0.34408808,0.31266844,0.5222451,-0.2226638,-0.5801165,-0.59170717
-0.030062867,-0.0073334826,0.4436114,0.33392152,0.29474863,0.5011884,-0.8205434,-0.5766423,-0.56182176
0.57717055,0.25547707,0.29863328,0.52235234,0.50237703,0.58368695,-0.1896404,-0.28895733,-0.28225595
0.15401822,-0.027984872,-0.7208751,0.18449765,0.14666073,0.39033556,-0.69648206,-0.7239497,-0.7167376
0.45914707,-0.09576071,-0.09061367,0.3220605,0.3050112,0.5130184,-0.40576386,-0.5699569,-0.5802677
-0.103301965,0.201141,-0.17859265,0.3236824,0.29071906,0.5322462,-0.8693651,-0.6019202,-0.5811126
0.7613784,0.15528148,-0.7593675,0.45978698,0.45980063,0.6179044,0.25793624,-0.36979854,-0.39402515
0.574685,0.1482178,0.60305667,0.5280814,0.47111717,0.57755554,-0.18646948,-0.31012416,-0.32682607
0.49024934,0.4726518,0.4170112,0.5803795,0.56652164,0.68341774,-0.32119462,-0.14691722,-0.13438833
0.22491172,0.18572192,-0.31823298,0.3644663,0.3246912,0.54129153,-0.6692567,-0.5592647,-0.54490143
0.2992515,-0.1460887,0.18052171,0.30734465,0.28853303,0.46844944,-0.590935,-0.60199857,-0.59875786
0.93249416,0.60896933,0.026857715,0.7650192,0.7465713,0.8195282,0.821816,0.34912848,0.3140831
0.434456,0.21845086,0.26685363,0.48989552,0.44964397,0.56020105,-0.44234893,-0.36250567,-0.3744651
0.2885071,0.3331498,-0.034832235,0.4651522,0.44430807,0.58956426,-0.6075591,-0.40392962,-0.39035842
0.6150342,0.30693245,0.6720422,0.55904496,0.53412163,0.6185503,-0.09402619,-0.20639779,-0.20587777
0.5057195,0.47974065,0.4974851,0.5961913,0.5868654,0.6869762,-0.30200127,-0.121085,-0.10052485
0.56975716,0.5475637,0.4928779,0.62863207,0.6211002,0.73540837,-0.21265194,-0.041799393,-0.028433584
0.6465977,0.030709315,-0.8441616,0.3704807,0.34750527,0.55158514,-0.07294265,-0.53889656,-0.55808973
0.65567493,0.3148609,0.6053324,0.55960524,0.53843296,0.61161494,-0.032359175,-0.19243534,-0.19131905
0.56726515,0.124001935,0.11172182,0.4426617,0.4313657,0.5419531,-0.23199348,-0.4160436,-0.41052666
0.5458025,0.0567922,-0.5105874,0.37825224,0.33795956,0.55708265,-0.24300687,-0.5204239,-0.5335727
0.43447158,0.1140579,0.37280023,0.4444881,0.4029702,0.5596193,-0.47672352,-0.4408982,-0.4419763
0.40124232,-0.09958841,-0.09516877,0.31226474,0.28446656,0.5162127,-0.4906615,-0.592985,-0.59670126
0.6521131,0.04664624,-0.826411,0.37873334,0.36821032,0.5462686,-0.059158295,-0.51858,-0.53177506
0.66171336,0.3453634,0.6790967,0.58425784,0.5652236,0.6384412,-0.015012887,-0.1488793,-0.14896151
