226Ra,232Th,40K,Raeq,Theq,Keq,IA,IB,IG
0.20262575,0.32655993,0.6155855,0.4885195,0.46903145,0.59966516,-0.69379616,-0.35692373,-0.33495113
0.5269704,-0.030612273,-0.55124384,0.34393495,0.30383122,0.5096101,-0.28442866,-0.570946,-0.576053
0.6292559,0.024270633,-0.82697,0.38918474,0.3508337,0.5326226,-0.07767364,-0.49093717,-0.51844686
0.10207494,0.21824455,-0.34320372,0.35252988,0.33181027,0.53910017,-0.78010386,-0.57537353,-0.55205405
0.6605513,0.06236291,-0.8134103,0.41048163,0.3739324,0.56083035,-0.042594127,-0.4725652,-0.4961336
0.059705228,0.23934738,-0.20514242,0.36379486,0.33951047,0.5100257,-0.77635896,-0.5476142,-0.52827007
0.9690871,0.76312745,0.06109616,0.86132646,0.8491304,0.8905311,0.94449604,0.6566223,0.6251339
0.36158562,-0.023981309,-0.03046249,0.33384925,0.30591002,0.50777954,-0.55829066,-0.598162,-0.5964248
0.24913496,-0.35739678,-0.7968683,0.09110024,0.022675173,0.2860526,-0.6487149,-0.81222236,-0.81337684
0.07081041,0.20459573,0.19986854,0.39023572,0.35345906,0.54350996,-0.7741573,-0.53147787,-0.5052486
0.3258395,-0.06037694,-0.22123586,0.30207685,0.26487082,0.48985323,-0.5508361,-0.5969411,-0.59002817
0.65383756,0.2788156,0.79437554,0.56257087,0.53799003,0.6012027,-0.010434517,-0.17871495,-0.17546046
0.5711638,-0.03859109,-0.81819236,0.32272908,0.2779669,0.48502204,-0.20471276,-0.58509785,-0.60326475
0.7090268,0.2290233,0.67666054,0.56064,0.53015804,0.57706004,0.09328855,-0.2016267,-0.22101434
0.5496169,0.40442944,0.75822055,0.5963104,0.562976,0.66979206,-0.22858772,-0.14401495,-0.12542693
0.17378,0.32842508,-0.21748054,0.44044527,0.41124788,0.57391614,-0.7022834,-0.44116256,-0.42708486
-0.04922341,-0.12312174,0.51435107,0.25831574,0.22867945,0.46042168,-0.8406033,-0.6465609,-0.61619896
0.5326037,0.10850505,0.5674494,0.46046406,0.4217876,0.55864966,-0.26284,-0.38389793,-0.38297665
0.058421575,0.022068687,-0.5516684,0.22553031,0.16753423,0.40683421,-0.7794769,-0.7024942,-0.690406
0.6038761,0.20514803,0.64679176,0.51374745,0.49569497,0.57883704,-0.16450267,-0.30640233,-0.2921621
0.3713305,0.3133464,0.14921589,0.47708252,0.47101226,0.6083624,-0.5021733,-0.36727202,-0.360543
0.57402104,0.020005716,-0.83074266,0.3394335,0.30260414,0.5050062,-0.20122026,-0.5679389,-0.5837935
0.5102502,0.32642558,0.40463862,0.52809113,0.51224387,0.6029155,-0.305225,-0.25853318,-0.2446203
0.02579656,0.21102658,0.4505558,0.39845404,0.38365167,0.55300343,-0.7998497,-0.4868169,-0.4652107
0.8326735,0.3192107,0.2205913,0.61949825,0.6067982,0.63758767,0.4781683,-0.06750575,-0.09029502
0.6203885,0.33716446,0.5077343,0.5659323,0.5537873,0.6236683,-0.11417486,-0.19645384,-0.2010937
0.4246528,0.2000551,0.83281225,0.48299605,0.46262404,0.55868083,-0.42838952,-0.32150343,-0.3246035
0.3436301,-0.19048457,0.055044472,0.27594104,0.24575569,0.4733228,-0.58332205,-0.64120376,-0.6343732
0.30854222,0.14902367,0.70623976,0.45182854,0.4129913,0.5543853,-0.6065223,-0.40810373,-0.39033163
0.40653425,-0.065272205,-0.092179924,0.33101386,0.28527787,0.50713474,-0.45636442,-0.5806136,-0.5775114
0.48439983,-0.048530348,-0.1419548,0.3752839,0.34975886,0.5550811,-0.42397624,-0.53846437,-0.5398475
0.21323887,0.1923399,-0.55326,0.3477479,0.30602086,0.52023834,-0.65542513,-0.5903495,-0.5934719
0.20810208,0.28617248,0.74333024,0.4835689,0.45142767,0.5982567,-0.69397813,-0.35918888,-0.33711722
0.08000047,0.21793644,-0.23206525,0.3674365,0.31844205,0.5096165,-0.79515284,-0.5571046,-0.54039216
0.66370153,0.26382697,0.7492152,0.5638602,0.53220266,0.5850023,0.020168476,-0.16760063,-0.16741897
0.66674423,0.24002816,0.75187445,0.5549189,0.5274696,0.5898293,0.016347755,-0.20228268,-0.19670019
0.587483,0.26851884,0.7627954,0.5387479,0.5106978,0.5970448,-0.15477566,-0.2226562,-0.22045794
0.57577384,0.3031154,0.5684438,0.53939635,0.52438533,0.60541296,-0.20025681,-0.23668675,-0.23575723
0.42301047,0.37669942,0.38975137,0.54659295,0.53297234,0.67763114,-0.48971885,-0.21240117,-0.20284046
0.68617964,0.31205136,0.71685827,0.5829464,0.56506205,0.6064129,0.09629602,-0.10634921,-0.116104886
0.27094206,0.42813098,0.14190924,0.5189277,0.49329746,0.6262901,-0.5901525,-0.3004543,-0.27502933
0.34020406,0.134008,-0.24674694,0.38180175,0.346245,0.5452664,-0.5276583,-0.5195805,-0.5097818
0.3707019,0.48003927,0.1940799,0.57732946,0.55385023,0.6857753,-0.47509643,-0.19845173,-0.16504002
0.5626991,0.42746606,0.17932156,0.5763074,0.55533916,0.6643057,-0.22846541,-0.18780898,-0.18263969
0.5824827,0.021571005,-0.7984923,0.34507316,0.30824396,0.51032406,-0.18104336,-0.5617157,-0.5743909
0.38144168,-0.06829895,0.2189593,0.34427708,0.32255465,0.5139723,-0.5560744,-0.565508,-0.55649865
0.53759736,0.27176774,0.70131564,0.5238385,0.5107482,0.59283936,-0.27196094,-0.2613882,-0.2565937
0.6149412,0.077492625,0.46987486,0.48430985,0.4496187,0.57452166,-0.16772562,-0.3617197,-0.37184545
0.69668865,0.23618965,0.45354903,0.5431117,0.5226193,0.5798621,0.07632257,-0.2313733,-0.25853822
0.1868796,0.18001637,-0.3688999,0.3945518,0.3481632,0.55493456,-0.7564175,-0.5833318,-0.557406
0.534302,0.0133168725,-0.7196038,0.3608574,0.32794142,0.5238014,-0.2797979,-0.5781479,-0.5802723
0.027940882,0.21232395,0.841313,0.43464905,0.39756918,0.57434344,-0.8045119,-0.43017185,-0.3977735
0.514882,-0.011862497,-0.19054104,0.38192147,0.32971004,0.5276366,-0.30343997,-0.52427906,-0.5246169
0.65280706,0.21768238,0.78754115,0.5446751,0.5154599,0.58109725,-0.0041221296,-0.2182494,-0.21801406
0.4671731,0.48955208,0.39125296,0.60476685,0.57895994,0.7205888,-0.45832214,-0.12313314,-0.10549894
0.93615353,0.8298914,0.08155916,0.85751283,0.85001093,0.90098244,0.82908225,0.6491234,0.6240828
