226Ra,IA,232Th,Raeq,Theq,Keq,IG,IB,40K
0.17556968,-0.40026045,0.15832591,0.08309482,0.06941088,0.12770794,0.0390472,0.0659773,-0.22011013
0.01103492,-0.52689886,-0.29114676,-0.32121822,-0.31615144,-0.31966737,-0.3420508,-0.33444098,-0.7388586
0.45223218,-0.06749015,0.22174165,0.25075373,0.24561326,0.28679276,0.24501273,0.24547037,-0.014312507
0.29930454,-0.24201807,0.3611557,0.36079004,0.34425938,0.32641828,0.3790036,0.37428755,0.5295477
0.3310736,-0.21724866,-0.07889037,-0.08660582,-0.10511785,-0.09803312,-0.12543699,-0.093035094,-0.8271048
0.38187072,-0.1541254,0.2371085,0.24274907,0.24102119,0.21540506,0.23130454,0.23487432,0.50015646
-0.29645357,-0.7563989,-0.34481713,-0.4071562,-0.40699482,-0.44650564,-0.40619445,-0.41292384,-0.687155
-0.19222835,-0.702517,-0.36872265,-0.3029399,-0.3014051,-0.28615555,-0.26275918,-0.28249413,-0.060310386
-0.32625225,-0.77259266,0.049182232,-0.101737484,-0.1007969,-0.059265807,-0.09640391,-0.11281314,-0.1420887
0.18031046,-0.37225434,0.24444318,0.17850344,0.18923722,0.21910894,0.17328972,0.16216423,0.0322181
0.33384812,-0.20391423,-0.22535221,-0.23550294,-0.22671296,-0.20264912,-0.2602796,-0.25003675,-0.8469545
-0.33508283,-0.7925804,0.019391054,-0.15803497,-0.14489333,-0.15015002,-0.14459066,-0.17642625,-0.32273975
-0.008324401,-0.5565344,-0.24374747,-0.17141633,-0.1669829,-0.23363012,-0.1459828,-0.15920621,0.10763919
-0.11026512,-0.6468173,-0.37009585,-0.29119503,-0.28697726,-0.3162488,-0.23959148,-0.26554343,0.03338286
0.59527487,0.16944624,0.08886258,0.18265611,0.18518457,0.18648446,0.18600214,0.17969051,0.1175624
0.28390607,-0.2736469,-0.15399623,-0.15683818,-0.16365547,-0.1641352,-0.18281896,-0.16260226,-0.74186236
0.4442051,-0.054914296,0.017967924,0.10629199,0.10859365,0.08493617,0.09751521,0.1058859,0.42215902
0.86977625,0.73194766,0.24321617,0.3673956,0.39285147,0.26410136,0.40068275,0.36442205,0.03876713
-0.38462266,-0.80190396,0.03142699,-0.17328294,-0.16053253,-0.16758507,-0.1570061,-0.1919912,-0.3113355
-0.079178646,-0.61210144,-0.33776158,-0.22884783,-0.22069418,-0.25730997,-0.18374063,-0.2067049,0.14542048
-0.17294139,-0.6729108,0.007957718,0.015161504,0.02554458,-0.0008632976,0.05067172,0.026429482,0.85044
0.19890644,-0.3618731,-0.05958285,-0.021921746,-0.02167878,-0.010077332,-0.017079482,-0.015705284,0.15336695
-0.2716889,-0.74987894,0.069788456,-0.09935293,-0.0868999,-0.068287626,-0.07360106,-0.10852447,-0.13525203
0.3870696,-0.13554725,0.034262557,0.08474851,0.079424925,-0.00901425,0.08919068,0.09330696,0.38165075
0.31340504,-0.2371072,0.19470692,0.19495538,0.18805353,0.1943642,0.18682669,0.18473107,0.0064250147
0.40682,-0.10089357,0.24955195,0.22832727,0.23019251,0.21837638,0.23771264,0.23225826,0.5622258
