226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.5262233,-0.8125497,0.32739154,-0.6734682,-0.67183995,-0.7141035,-0.651394,-0.5315343,-0.62794477
-0.88951415,-0.9601977,-0.61698204,-0.9204765,-0.9198832,-0.92405164,-0.9154287,-0.8865284,-0.9146964
-0.5843089,-0.60630846,0.2841132,-0.5279855,-0.522353,-0.50789446,-0.50450206,-0.5858364,-0.48862275
-0.44514757,-0.84577143,0.8467531,-0.6374043,-0.6232542,-0.7220674,-0.60752285,-0.43476647,-0.600887
-0.9666494,-0.9940308,-0.9041316,-0.98156965,-0.9816313,-0.9849739,-0.9813689,-0.96506774,-0.9817205
-0.907476,-0.87787837,0.7521771,-0.7772508,-0.77684975,-0.7945557,-0.75359774,-0.9043891,-0.75324875
-0.5477776,-0.95037013,-0.5027021,-0.83658993,-0.83292186,-0.83263564,-0.82956517,-0.54407966,-0.82126826
-0.32293656,-0.7266598,0.4936202,-0.53453875,-0.53720355,-0.6297935,-0.5219919,-0.31514147,-0.49426535
-0.55107534,-0.9177589,0.25030458,-0.7887287,-0.78517354,-0.7846004,-0.7618611,-0.5702496,-0.7378061
-0.97870564,-0.971601,-0.77825654,-0.9520268,-0.9557636,-0.96251017,-0.95429134,-0.97497666,-0.9588989
-0.31797877,-0.7993788,0.6806654,-0.5942495,-0.58918756,-0.6942017,-0.5702054,-0.3152675,-0.5448388
-0.85239565,-0.84611696,-0.24076827,-0.79075474,-0.794729,-0.7876115,-0.7872935,-0.8451178,-0.78931844
-0.29324204,-0.84976333,0.83092594,-0.6224773,-0.62153345,-0.7051301,-0.59484,-0.2989943,-0.56248677
-0.26062283,-0.83035666,0.62680435,-0.61978567,-0.6233658,-0.73153424,-0.6048951,-0.26251423,-0.5749277
-0.39435303,-0.9218573,-0.7878927,-0.8073748,-0.8045307,-0.8051912,-0.80791515,-0.3838964,-0.79691887
-0.3244833,-0.9047723,-0.775776,-0.77595484,-0.77380973,-0.7845736,-0.77806413,-0.31728318,-0.761981
-0.55630356,-0.9133007,-0.612712,-0.8230792,-0.82270586,-0.81742656,-0.8178393,-0.5576291,-0.8036989
-0.6370431,-0.9470772,-0.033292606,-0.832463,-0.8293742,-0.8325761,-0.81617004,-0.63985205,-0.80583495
-0.78452444,-0.7979616,-0.35660368,-0.741793,-0.73668426,-0.7706523,-0.7355546,-0.7691924,-0.7473308
-0.2487193,-0.6406187,-0.17189929,-0.5150455,-0.5219891,-0.5200504,-0.5116643,-0.25198114,-0.47161958
-0.677335,-0.95920026,0.032961015,-0.8512968,-0.84874445,-0.8434973,-0.83590084,-0.68085825,-0.82415986
-0.4844772,-0.8958762,0.46060675,-0.7190734,-0.71559715,-0.7596216,-0.6979512,-0.48595116,-0.6787065
-0.7921226,-0.8466009,0.44956774,-0.74515736,-0.73829603,-0.77727664,-0.71854323,-0.790622,-0.71451426
-0.63420856,-0.9516912,-0.02714445,-0.83773774,-0.8322652,-0.83204657,-0.821635,-0.6355208,-0.81221646
-0.3245004,-0.90426946,-0.8290831,-0.7811144,-0.78068453,-0.7830535,-0.78536516,-0.3134848,-0.7695773
-0.45668352,-0.76718664,-0.38618696,-0.66688126,-0.67350554,-0.6752905,-0.66358495,-0.4563509,-0.6372229
-0.5097011,-0.94246006,-0.5691515,-0.8220513,-0.8188225,-0.81803644,-0.8173491,-0.505063,-0.80737394
-0.60850275,-0.91863894,-0.61979544,-0.8316231,-0.82423717,-0.81910795,-0.82309365,-0.6068237,-0.8170166
-0.18807137,-0.86114955,0.41831574,-0.63737094,-0.6398364,-0.7383839,-0.6203586,-0.18796287,-0.58759594
-0.58936584,-0.8552068,-0.022696335,-0.7418516,-0.74214494,-0.78238165,-0.7225839,-0.60050535,-0.698755
-0.23090127,-0.8134382,0.6808709,-0.59357977,-0.60106033,-0.72690386,-0.5815567,-0.23023476,-0.54373133
-0.37485012,-0.92412436,-0.7869682,-0.8013282,-0.7981141,-0.7955743,-0.8037038,-0.36600783,-0.7935401
-0.77528054,-0.949456,0.09688993,-0.8619577,-0.86345804,-0.8663622,-0.8451381,-0.78274786,-0.832214
-0.8007928,-0.88862205,0.9213628,-0.7332709,-0.73410225,-0.78643346,-0.70911634,-0.7927222,-0.7076949
-0.39306453,-0.9317915,-0.7718122,-0.81635827,-0.8152181,-0.8127885,-0.8182707,-0.38899642,-0.80171645
-0.6944885,-0.7766363,0.10051273,-0.68958163,-0.67923427,-0.6983911,-0.6645868,-0.6964201,-0.6540239
-0.019400988,-0.81072104,0.5993438,-0.5511231,-0.55276877,-0.7014191,-0.5351038,-0.019479709,-0.49002543
-0.49349406,-0.6422913,0.4092088,-0.52536255,-0.51834977,-0.50002116,-0.49700412,-0.501112,-0.47244468
-0.42215773,-0.58929265,0.4006205,-0.47330466,-0.46685353,-0.48378733,-0.4511575,-0.42058623,-0.431293
-0.54827636,-0.9176743,0.18747547,-0.76937497,-0.7689194,-0.7365835,-0.7514854,-0.5440866,-0.7397039
-0.36687937,-0.79826474,0.34940103,-0.6199894,-0.60578406,-0.6427169,-0.5886787,-0.3722447,-0.5737697
-0.3494247,-0.6562809,0.44684303,-0.48907614,-0.49807715,-0.5430732,-0.48539525,-0.33870354,-0.46034464
-0.4688589,-0.7777214,0.3715505,-0.6254524,-0.62037635,-0.68399644,-0.6025721,-0.47124732,-0.5823648
0.93067133,0.37484634,0.0899421,0.4685537,0.47064245,0.48889953,0.46618956,0.93190444,0.5103993
-0.8582839,-0.8920417,0.42269203,-0.7932942,-0.79166067,-0.8106098,-0.7719408,-0.8563527,-0.7715521
-0.88914114,-0.88956237,0.52684397,-0.7967541,-0.797825,-0.8125194,-0.7749519,-0.8872936,-0.772721
-0.4090908,-0.8701696,0.57525545,-0.6714039,-0.6653294,-0.69983375,-0.64859533,-0.40217942,-0.63205993
-0.84965193,-0.82462347,0.17556266,-0.73684835,-0.7514255,-0.73684,-0.7346758,-0.8424468,-0.7261416
-0.68227804,-0.8795619,0.8996894,-0.71072793,-0.7069415,-0.772996,-0.6855031,-0.67547035,-0.67796695
-0.9508052,-0.8807748,0.6122886,-0.79642296,-0.8139872,-0.8002089,-0.7895406,-0.9463885,-0.7884085
-0.664393,-0.8203386,0.63822734,-0.67621094,-0.6653018,-0.7334045,-0.64542,-0.65917826,-0.6433476
-0.0052644517,-0.83845264,-0.6368733,-0.6594017,-0.6729222,-0.6733507,-0.6663165,-0.0061075375,-0.6200566
0.65136266,-0.42228016,0.0345022,-0.15327682,-0.15543795,-0.15778704,-0.12966445,0.6395302,-0.048830684
-0.8716901,-0.83480424,-0.40108818,-0.795527,-0.79886276,-0.81823224,-0.7914636,-0.86555886,-0.7949389
0.047534596,-0.81978536,0.5944335,-0.5427172,-0.54003084,-0.7217087,-0.52769834,0.05436026,-0.4922738
-0.20913997,-0.87638074,-0.41562507,-0.72319484,-0.7205493,-0.7221248,-0.7112529,-0.20947932,-0.6886493
-0.5637554,-0.58330286,0.13808428,-0.521252,-0.5115188,-0.4894852,-0.4955212,-0.56619644,-0.47861072
-0.8064604,-0.78241086,-0.36044756,-0.72009975,-0.745217,-0.7472786,-0.73533225,-0.7954242,-0.7255398
0.2219345,-0.7096647,0.07433273,-0.4555224,-0.46947223,-0.45381835,-0.4417368,0.20568687,-0.37777618
-0.7347447,-0.96542144,0.10212282,-0.8738918,-0.87198997,-0.8641105,-0.85690075,-0.74268067,-0.8464185
-0.039658323,-0.79593897,0.7642706,-0.5250727,-0.5285947,-0.6825857,-0.5116414,-0.031286284,-0.4729071
-0.8804991,-0.8596947,0.09523888,-0.7834327,-0.7856373,-0.7796364,-0.77516377,-0.8715315,-0.7800766
-0.09134707,-0.8124995,0.6848848,-0.55485207,-0.55348444,-0.68800986,-0.5394939,-0.08104658,-0.507944
-0.5021868,-0.91987187,0.5663506,-0.7323345,-0.7216202,-0.7288759,-0.70891345,-0.49056152,-0.7042557
-0.24828112,-0.8357185,0.4147219,-0.612641,-0.61849654,-0.70817035,-0.6025745,-0.23732394,-0.57602954
-0.22346903,-0.8054562,0.7185292,-0.57502276,-0.5755644,-0.68982553,-0.5557202,-0.22014226,-0.5228974
-0.34270507,-0.9213115,-0.7668017,-0.7921686,-0.78933644,-0.78587013,-0.79038775,-0.3443225,-0.77333176
-0.76932144,-0.8754849,0.45284468,-0.77339333,-0.77177817,-0.75750303,-0.7440362,-0.77632064,-0.7294297
-0.19541098,-0.79740244,0.19539453,-0.6023154,-0.58848786,-0.5660589,-0.56909806,-0.19779347,-0.5479002
-0.82108706,-0.912748,-0.4638815,-0.8543329,-0.85152376,-0.83748627,-0.8445512,-0.81916815,-0.8437617
0.041666325,-0.75932705,0.12706116,-0.5278049,-0.5214541,-0.50725234,-0.50749505,0.03713453,-0.47476283
