226Ra,232Th,40K,Raeq,Theq,Keq,IA,IB,IG
0.38367552,-0.1780441,-0.08379969,-0.024851672,-0.03447979,-0.006793767,-0.32573614,-0.7632866,-0.7860906
-0.20508385,0.10633844,0.83127695,0.1258793,0.13656563,0.12813134,-0.7964767,-0.6773275,-0.6827547
-0.36462674,-0.11385142,0.45139074,-0.17101853,-0.17260098,-0.15552334,-0.8621642,-0.8383285,-0.8374376
0.40935043,-0.20501854,-0.14288777,-0.0135598965,-0.046836358,-0.025452971,-0.30733085,-0.7516217,-0.80115354
-0.07034244,0.15225314,0.94045275,0.1998333,0.21328242,0.15949953,-0.72579944,-0.6067108,-0.6087632
0.25551885,-0.2732101,0.28678802,-0.086078465,-0.080433846,-0.07524465,-0.47749844,-0.7972273,-0.80645657
0.011712105,0.2655574,0.6899693,0.20334795,0.20865034,0.17893283,-0.683841,-0.62203753,-0.63037336
-0.26826534,0.10713394,0.43322155,0.006884004,-0.0027190975,-0.01072087,-0.82551575,-0.75332147,-0.7664437
0.25408202,0.26749292,0.88123316,0.32558474,0.31729287,0.2902667,-0.46948996,-0.4832318,-0.5124339
0.35670143,0.15999107,0.6106019,0.19890837,0.20612131,0.18493612,-0.35701838,-0.60432076,-0.616752
0.16855116,-0.051698737,0.9235897,0.13401024,0.14603312,0.03832221,-0.5555261,-0.6498965,-0.65408885
-0.41279325,-0.04320323,0.12221697,-0.19573629,-0.19194373,-0.16766511,-0.88484323,-0.8563678,-0.85830486
-0.10519321,-0.34683648,0.75487435,-0.10635784,-0.110456064,-0.09729204,-0.74732757,-0.79641235,-0.8090714
-0.4372259,-0.013844909,0.87100494,0.011058938,0.02018118,-0.004571272,-0.88417155,-0.75114334,-0.7556386
0.05073152,0.021345748,0.954851,0.15454891,0.17690574,0.101658724,-0.64160836,-0.63635725,-0.6306653
0.31413522,0.015022883,0.91003317,0.19763988,0.20213674,0.072121486,-0.42287174,-0.6069839,-0.6255822
0.23605043,-0.29104307,0.34776753,-0.04764664,-0.07305465,0.0053947493,-0.48362735,-0.76254094,-0.80406773
0.4707788,0.009759153,0.688835,0.20093311,0.18125452,0.19194409,-0.2036827,-0.5802337,-0.62174916
-0.16954105,0.20706321,0.5974469,0.11013381,0.12011653,0.11897242,-0.78551507,-0.69382334,-0.6934305
0.10246326,-0.36881894,0.7894654,-0.04391364,-0.04011843,-0.023379669,-0.6243559,-0.7653089,-0.7807351
-0.18579938,-0.4667069,0.21867613,-0.34946385,-0.34210142,-0.3443475,-0.7813674,-0.89538085,-0.8914601
0.34982005,-0.2555261,-0.050382752,-0.07747372,-0.078935914,-0.05215639,-0.3767859,-0.79135036,-0.81192654
