226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.40064687,-0.9081094,-0.7934541,-0.7973081,-0.80316633,-0.8002876,-0.8017126,-0.39905363,-0.7802588
-0.28749222,-0.6578697,0.56664413,-0.49183074,-0.47626832,-0.5340405,-0.46632588,-0.30195087,-0.44278875
-0.49384832,-0.74074715,-0.17553315,-0.6333474,-0.6535394,-0.62052965,-0.6339335,-0.47757137,-0.60987437
-0.2881378,-0.7653632,0.48151204,-0.5707454,-0.5664612,-0.6778398,-0.55289084,-0.28773582,-0.5241977
-0.3922011,-0.9239525,-0.8479017,-0.8029206,-0.80867696,-0.7980265,-0.8067868,-0.39061075,-0.7908404
-0.75539136,-0.83703315,-0.2106224,-0.7743478,-0.77431434,-0.76237184,-0.7568069,-0.7572282,-0.7577353
-0.55313915,-0.9033248,0.23966675,-0.7534407,-0.74726546,-0.7777445,-0.73429084,-0.55488586,-0.7212451
-0.308528,-0.7396259,0.61909133,-0.54304785,-0.5367773,-0.650799,-0.51832753,-0.31164297,-0.49324653
-0.5995211,-0.59690577,0.44454303,-0.5130954,-0.5170443,-0.51387846,-0.493055,-0.5952154,-0.48187703
-0.4482202,-0.7060191,-0.29214916,-0.5958833,-0.61173636,-0.6022116,-0.6041613,-0.43253613,-0.56602544
-0.6877859,-0.8012594,0.50954884,-0.6755861,-0.6743212,-0.75992787,-0.6528498,-0.685146,-0.6407191
-0.88742375,-0.88301057,0.8528489,-0.75901103,-0.75593203,-0.7953581,-0.73008734,-0.886431,-0.71705645
0.14876284,-0.8606548,-0.6172271,-0.6452123,-0.65552664,-0.6474728,-0.6575372,0.14519922,-0.6175652
-0.8884219,-0.8480581,0.8648632,-0.72055835,-0.72108316,-0.75106156,-0.6848228,-0.8848207,-0.677349
-0.73018,-0.6889222,0.231986,-0.6261508,-0.6291762,-0.6325614,-0.60303867,-0.729965,-0.596623
-0.5940117,-0.93046796,0.18346316,-0.7810942,-0.77864486,-0.81182164,-0.76534206,-0.59197867,-0.75060534
-0.42231712,-0.90677017,0.3730093,-0.71579534,-0.7068857,-0.73718786,-0.69751275,-0.42244643,-0.67383486
-0.7179538,-0.6966921,0.29734263,-0.6194631,-0.6257198,-0.6455257,-0.59653956,-0.7150149,-0.5929753
-0.5080137,-0.88083893,0.9383776,-0.6703304,-0.67332053,-0.72238594,-0.6404087,-0.5012553,-0.6234189
-0.58779144,-0.9595594,-0.15909418,-0.8408673,-0.8363404,-0.8444109,-0.83038735,-0.58943737,-0.81655633
-0.36076686,-0.93081903,-0.8250103,-0.8133908,-0.8123939,-0.8077913,-0.815911,-0.36216885,-0.796139
-0.4058072,-0.8953936,0.031559445,-0.73643273,-0.7334906,-0.71902657,-0.72041106,-0.40569317,-0.7036141
-0.5136739,-0.82085806,0.66502297,-0.6466243,-0.64103526,-0.7159759,-0.61870784,-0.5129397,-0.60377574
-0.66380197,-0.94547695,0.15409423,-0.7963592,-0.7963013,-0.77989054,-0.78846043,-0.6568392,-0.7666207
-0.25025633,-0.9113978,-0.75565684,-0.7641533,-0.7757445,-0.75822514,-0.77756447,-0.24053466,-0.7431288
-0.6619685,-0.90119904,-0.15138543,-0.80109745,-0.7938342,-0.7889219,-0.7916626,-0.6635316,-0.77572477
-0.24121937,-0.8375896,-0.5224519,-0.69138336,-0.7000126,-0.69858897,-0.7022331,-0.23539418,-0.66031396
-0.35354704,-0.879031,-0.7616164,-0.7661082,-0.7708679,-0.76517886,-0.76532733,-0.35013184,-0.75012875
