226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.3868641,-0.90960187,-0.8109493,-0.80162126,-0.80537087,-0.80180734,-0.8057425,-0.38399485,-0.7833857
-0.30262172,-0.62871855,0.5724994,-0.47346884,-0.4584333,-0.5114906,-0.44976363,-0.30893964,-0.42446667
-0.51940274,-0.757548,-0.19200268,-0.65424526,-0.6724853,-0.6360595,-0.6548382,-0.50066817,-0.6299572
-0.31404382,-0.75690866,0.4364213,-0.5730425,-0.5673485,-0.6671062,-0.55503446,-0.31422126,-0.5240489
-0.37924007,-0.9267063,-0.8439821,-0.8118539,-0.8159204,-0.8118956,-0.81570363,-0.38026094,-0.79784894
-0.8023976,-0.8440214,-0.25925702,-0.7965029,-0.79933244,-0.78985316,-0.778855,-0.8069767,-0.7852879
-0.54862946,-0.8904894,0.29303053,-0.7391464,-0.73611957,-0.7621462,-0.71693987,-0.55249786,-0.7066825
-0.29983062,-0.72794884,0.6069951,-0.5331458,-0.526292,-0.6415592,-0.509137,-0.30044743,-0.48119164
-0.5863351,-0.60281634,0.40440634,-0.5176422,-0.51881814,-0.52109617,-0.5009684,-0.58093995,-0.4811792
-0.50894016,-0.72873074,-0.30348843,-0.6324345,-0.6478939,-0.6336629,-0.63796264,-0.49045995,-0.60494417
-0.713097,-0.8239914,0.5092563,-0.7012225,-0.7024561,-0.79045457,-0.6784271,-0.71179825,-0.6693072
-0.879493,-0.88261944,0.8914741,-0.7581858,-0.75634646,-0.79606974,-0.7255067,-0.87548155,-0.7229924
0.13146777,-0.8702778,-0.67423224,-0.6716088,-0.6761011,-0.66579306,-0.686082,0.13250083,-0.6415688
-0.8734141,-0.83079934,0.90136784,-0.69915223,-0.70723957,-0.7389125,-0.66074383,-0.86688197,-0.6667947
-0.70915896,-0.67631376,0.17532042,-0.622284,-0.62860745,-0.6405265,-0.60093737,-0.70705956,-0.5994077
-0.54141396,-0.9100249,0.3253283,-0.7424083,-0.73983556,-0.7840823,-0.72143847,-0.5389024,-0.70546603
-0.4068962,-0.8937685,0.5188162,-0.6935751,-0.6851917,-0.72327274,-0.6697948,-0.40863165,-0.64824086
-0.751075,-0.7534926,0.39919916,-0.66994035,-0.6718142,-0.7014993,-0.64508647,-0.74790853,-0.641844
-0.45583832,-0.8695958,0.96182734,-0.63674074,-0.6434442,-0.7035764,-0.59707576,-0.4415211,-0.5908633
-0.60739416,-0.9587072,-0.093143694,-0.84452677,-0.8411969,-0.84774303,-0.83146816,-0.615872,-0.8204414
-0.37263772,-0.93458694,-0.81464416,-0.824594,-0.8228421,-0.82534254,-0.82539326,-0.37894633,-0.80611426
-0.5727803,-0.9150673,0.09661458,-0.77502656,-0.7785348,-0.75356996,-0.7562477,-0.571594,-0.7485443
-0.53172654,-0.83739495,0.7223475,-0.6618615,-0.656691,-0.7344014,-0.62996113,-0.53272253,-0.6183154
-0.60383713,-0.90361583,0.29393777,-0.7248681,-0.73027104,-0.7093041,-0.7102545,-0.60198635,-0.69334996
-0.15105447,-0.9073575,-0.784226,-0.7566014,-0.76552576,-0.75204664,-0.76848453,-0.14335287,-0.7336685
-0.67931074,-0.8733901,-0.09165967,-0.7746081,-0.77135926,-0.764941,-0.7601749,-0.6882006,-0.75146335
