226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.5156377,-0.8062208,-0.4242782,-0.7114757,-0.70874125,-0.70013577,-0.7029697,-0.51765984,-0.68856907
-0.5971019,-0.95065314,0.106126666,-0.81235194,-0.81425226,-0.81403977,-0.80093133,-0.59751874,-0.788596
-0.17857565,-0.75941575,-0.5334783,-0.6416954,-0.6395327,-0.63901484,-0.62122357,-0.21162839,-0.5798274
-0.69272083,-0.91254866,0.9745882,-0.7333814,-0.73477864,-0.79088056,-0.6999593,-0.692974,-0.6937238
-0.35323617,-0.93357277,-0.8265063,-0.8117709,-0.8180857,-0.82041,-0.814016,-0.35710716,-0.7973645
-0.33988324,-0.5421871,0.4599841,-0.4088665,-0.41918212,-0.40737483,-0.3982311,-0.3436776,-0.36704746
-0.32556581,-0.9112963,-0.81313086,-0.7798974,-0.7873157,-0.7804703,-0.7858141,-0.32720718,-0.76541346
-0.32994843,-0.86364686,0.45346183,-0.657645,-0.6458827,-0.74289095,-0.632687,-0.33016264,-0.6186652
-0.79885465,-0.81598127,-0.21204767,-0.75673896,-0.78614414,-0.76601356,-0.76614505,-0.7915406,-0.7544488
-0.17199758,-0.8220492,0.561154,-0.5913376,-0.588701,-0.7286533,-0.5752088,-0.16926566,-0.5502518
-0.8283126,-0.88165516,0.83197236,-0.7440535,-0.7464055,-0.783569,-0.71187353,-0.82952183,-0.7084255
0.3132247,-0.68389684,0.15829137,-0.40619966,-0.4182072,-0.42035452,-0.38721496,0.3096434,-0.34465024
0.60372925,-0.12600651,-0.018657247,0.0017912965,-0.007326494,0.012846203,0.0032689231,0.6013651,0.07160268
-0.79392755,-0.9230678,0.31794822,-0.8276595,-0.83027905,-0.85408473,-0.8059025,-0.8006861,-0.7949002
-0.31198928,-0.8287464,0.7780354,-0.6052443,-0.60601497,-0.71803427,-0.5835028,-0.31315225,-0.5593556
-0.5827887,-0.957084,-0.47495472,-0.84938884,-0.8562751,-0.857985,-0.8476319,-0.5833829,-0.8333023
-0.8539261,-0.93010944,0.5346892,-0.8395704,-0.84648305,-0.8427938,-0.8161124,-0.8600588,-0.80085653
-0.3359157,-0.920452,-0.8288275,-0.80434275,-0.80760586,-0.81295115,-0.8051827,-0.3416799,-0.7853412
-0.14001165,-0.8274945,0.58727336,-0.5834681,-0.58099127,-0.73824996,-0.56566733,-0.14179187,-0.53704447
-0.25168115,-0.77511996,0.5328343,-0.5551541,-0.5587312,-0.69027805,-0.5468792,-0.24343932,-0.5257806
-0.3790373,-0.9311813,-0.818854,-0.8186978,-0.8226025,-0.82597303,-0.81451774,-0.39106017,-0.798751
-0.8159152,-0.9246968,-0.4787226,-0.8656049,-0.8625555,-0.86286056,-0.8572159,-0.8147694,-0.8556496
-0.53484344,-0.83954984,0.6633222,-0.67452776,-0.66312534,-0.76092327,-0.6386552,-0.5407454,-0.6301509
-0.6365888,-0.95065284,-0.6142876,-0.86281765,-0.8704347,-0.8666054,-0.86393535,-0.6343672,-0.8528491
-0.79234105,-0.88014406,0.49151674,-0.7704675,-0.77222186,-0.82183367,-0.74565244,-0.79497325,-0.738438
-0.7579405,-0.9662521,0.19434507,-0.86670274,-0.86965895,-0.8592746,-0.8531497,-0.7600945,-0.84563196
-0.64515793,-0.8911746,0.82046616,-0.7196513,-0.7109566,-0.78239036,-0.68841326,-0.6421555,-0.68895805
-0.95057833,-0.9813557,-0.75766695,-0.96246016,-0.96357965,-0.9650648,-0.958477,-0.9524894,-0.9565918
-0.8607062,-0.8743386,0.79957944,-0.75365406,-0.7517779,-0.77979606,-0.7183122,-0.8614284,-0.7205981
-0.45318267,-0.9460639,-0.78860736,-0.83736527,-0.84229434,-0.8399341,-0.8384224,-0.45534128,-0.8225987
-0.116230614,-0.84746873,0.511653,-0.60944283,-0.5975911,-0.72920394,-0.58182037,-0.12488354,-0.55716085
-0.09948021,-0.89278364,-0.72606647,-0.72552973,-0.74792767,-0.7451639,-0.7420757,-0.09608561,-0.7089524
-0.76563334,-0.95014113,0.1960956,-0.8521615,-0.852984,-0.8505305,-0.8365012,-0.7692081,-0.8280241
-0.4970766,-0.6117369,0.38334194,-0.5241805,-0.5151307,-0.51291525,-0.49203804,-0.50903255,-0.4739365
-0.33057714,-0.92013264,-0.817387,-0.7945895,-0.80241394,-0.80183786,-0.79764813,-0.33754483,-0.77676463
-0.058087803,-0.81776625,0.23792842,-0.5961602,-0.5973276,-0.62811077,-0.5757562,-0.07174228,-0.53736556
-0.3295653,-0.85134524,0.7346543,-0.63639855,-0.6279032,-0.7392162,-0.60845715,-0.32953462,-0.59411263
-0.46693462,-0.7021822,-0.12302046,-0.6035391,-0.6069968,-0.6125163,-0.5946437,-0.46779346,-0.57634854
-0.8535795,-0.84436774,0.7300291,-0.7229018,-0.72203743,-0.74930656,-0.689446,-0.8524633,-0.6937611
-0.5867164,-0.93891054,0.026942052,-0.80902416,-0.8079133,-0.8210922,-0.79431486,-0.588313,-0.78352904
-0.34187198,-0.9203736,-0.8321494,-0.80429953,-0.80922675,-0.8045001,-0.8054924,-0.35359612,-0.7819998
-0.31671575,-0.9127759,-0.7450547,-0.77456015,-0.7865594,-0.7845931,-0.7813644,-0.31637317,-0.7619097
-0.54579216,-0.6580851,0.024104986,-0.59965754,-0.5806984,-0.5703958,-0.5611627,-0.5661579,-0.54150647
-0.8197949,-0.78165853,-0.03085319,-0.72173697,-0.72933364,-0.7149588,-0.7145429,-0.8145344,-0.71077216
-0.63848174,-0.9509348,-0.3636831,-0.8497102,-0.85644513,-0.8629638,-0.845773,-0.6378347,-0.83342254
-0.89132905,-0.81741774,-0.20291105,-0.77148,-0.80170393,-0.7836038,-0.78593147,-0.8836534,-0.77674145
-0.66184366,-0.96074814,0.124717176,-0.8428649,-0.8390706,-0.83996564,-0.8274211,-0.66505474,-0.82012296
-0.35504827,-0.9092787,-0.80463445,-0.7890336,-0.79268587,-0.7838373,-0.79118204,-0.36029038,-0.7706617
0.83044887,-0.07432456,-0.008078457,0.14800514,0.122910134,0.15001097,0.13460794,0.8306041,0.2056745
-0.38611507,-0.8512082,0.82475185,-0.64284736,-0.6340343,-0.72816736,-0.61202514,-0.3882327,-0.5970809
-0.9127442,-0.90839666,0.6196921,-0.8167403,-0.8236986,-0.8217007,-0.7936222,-0.9135362,-0.7881781
-0.92122746,-0.9784112,-0.6258053,-0.94611907,-0.9455897,-0.9450306,-0.94072694,-0.92193747,-0.93995214
-0.12666886,-0.8262772,0.5239747,-0.5888549,-0.5807315,-0.7265984,-0.56514883,-0.13393697,-0.538396
-0.35515484,-0.92561316,-0.79078805,-0.7931092,-0.8068219,-0.7990908,-0.8038574,-0.3475106,-0.7868983
-0.39048424,-0.92485124,-0.8484078,-0.805097,-0.81269217,-0.8021256,-0.81125486,-0.39246,-0.79417825
-0.90501016,-0.9592485,-0.55724216,-0.9261495,-0.92717993,-0.926235,-0.92052954,-0.90647346,-0.9180851
0.9867643,0.6886908,-0.22691329,0.7245071,0.7130903,0.7204531,0.69463277,0.9870407,0.7399068
-0.39850587,-0.9337726,-0.85301757,-0.8220918,-0.82587636,-0.820781,-0.824177,-0.40480486,-0.80938566
-0.4056617,-0.6492701,-0.1708548,-0.5685235,-0.5568727,-0.5707207,-0.54659915,-0.41374558,-0.53247887
-0.78859305,-0.7153486,0.339848,-0.64390904,-0.6393411,-0.643499,-0.6220132,-0.7848724,-0.6271236
-0.6923789,-0.950782,0.106284015,-0.8366386,-0.8418812,-0.83479625,-0.8239322,-0.69538194,-0.8112982
-0.8245957,-0.7991137,-0.15970998,-0.7413573,-0.75936896,-0.7526895,-0.74611425,-0.81884557,-0.73579144
-0.47571453,-0.72762036,-0.38086796,-0.6498035,-0.64444363,-0.6572001,-0.63649714,-0.48356995,-0.61798203
-0.9288331,-0.86677057,-0.54619384,-0.84944975,-0.8698252,-0.8658242,-0.85617924,-0.9238453,-0.85576606
