226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.12872225,-0.6970942,-0.39609024,-0.573897,-0.570548,-0.57277894,-0.55152714,-0.15378845,-0.5135449
-0.5960278,-0.71962965,-0.1727046,-0.6607828,-0.64803684,-0.6553612,-0.63900006,-0.59813976,-0.62913096
-0.9220967,-0.98047864,-0.75632936,-0.95719856,-0.95700186,-0.95914847,-0.95313865,-0.92555934,-0.94868934
-0.8935512,-0.857571,0.17069249,-0.79102355,-0.788213,-0.79423827,-0.77381307,-0.8925895,-0.7646147
-0.90506476,-0.9684109,-0.83651054,-0.9478971,-0.948263,-0.94989175,-0.94279397,-0.91121954,-0.9365125
-0.22086476,-0.8143648,-0.47259724,-0.6569028,-0.6691377,-0.65984267,-0.66357017,-0.21703263,-0.6300522
-0.21193552,-0.7991304,0.49229378,-0.5727131,-0.5824399,-0.7058723,-0.55778253,-0.21190725,-0.5246939
-0.40612626,-0.90852344,-0.83014727,-0.7928855,-0.796562,-0.7808206,-0.7915886,-0.4159058,-0.7621905
-0.52395374,-0.9295528,-0.6498755,-0.8275629,-0.82901514,-0.8180663,-0.8267108,-0.52321565,-0.8098284
-0.6969501,-0.6328364,0.1414746,-0.5844803,-0.58120936,-0.5657424,-0.55632603,-0.70201766,-0.5468922
-0.57154447,-0.8721057,0.66606164,-0.7065277,-0.691833,-0.7173778,-0.67299426,-0.5740417,-0.6566875
-0.580354,-0.80363524,-0.26406026,-0.73491824,-0.7100376,-0.72069,-0.71119416,-0.5812044,-0.69900584
-0.57639766,-0.72659516,-0.23567525,-0.67043924,-0.6470653,-0.6513023,-0.6458566,-0.5726812,-0.63870525
-0.568277,-0.9266576,-0.021243853,-0.78905916,-0.7983099,-0.8067193,-0.7782483,-0.56959987,-0.75837827
-0.4028338,-0.917719,-0.82693076,-0.80892277,-0.811589,-0.80438125,-0.8097056,-0.40673608,-0.7898062
-0.5434305,-0.876419,0.5273828,-0.70468867,-0.69392055,-0.74454904,-0.6778881,-0.53732336,-0.66993666
-0.3251446,-0.83323276,0.32471353,-0.6497288,-0.63598126,-0.7133007,-0.62037385,-0.33304745,-0.5900135
-0.18716653,-0.8260792,0.50457567,-0.5904361,-0.595696,-0.70309144,-0.5725551,-0.18525481,-0.5429776
-0.70374364,-0.8966069,-0.008685123,-0.8047104,-0.8118707,-0.8344489,-0.78659284,-0.71564376,-0.7682096
-0.33797807,-0.9103797,-0.7142422,-0.775453,-0.78186244,-0.7728996,-0.7797315,-0.34106126,-0.753321
-0.4105273,-0.591819,0.52500886,-0.45615906,-0.45287457,-0.43496236,-0.42624006,-0.4149669,-0.40845203
-0.83610064,-0.8918601,0.9492708,-0.7409958,-0.74244785,-0.78448355,-0.7097597,-0.8362027,-0.7057777
-0.8098901,-0.817374,-0.14715719,-0.76402545,-0.7633734,-0.76556396,-0.7492287,-0.81114,-0.7388748
-0.86363864,-0.89488906,0.8338825,-0.76885545,-0.75875735,-0.78257143,-0.730977,-0.8634238,-0.73667026
-0.80193436,-0.9007439,0.7687551,-0.7710693,-0.75216925,-0.7694166,-0.73270285,-0.8041756,-0.72893316
-0.5029714,-0.8686797,0.57610476,-0.69694024,-0.6874571,-0.76566136,-0.66872877,-0.5032968,-0.65547884
0.27490956,-0.6989635,-0.0019229832,-0.49050575,-0.4292283,-0.4447303,-0.4392702,0.24973357,-0.3778314
-0.6633589,-0.8377359,0.6856597,-0.69488835,-0.6890973,-0.7611235,-0.6594775,-0.66970825,-0.64867043
-0.54571587,-0.7111265,-0.21655652,-0.66422415,-0.6443887,-0.63376665,-0.6178765,-0.5757052,-0.59102505
-0.5865176,-0.9435492,-0.046677135,-0.8096923,-0.81491446,-0.80690026,-0.7972634,-0.5900512,-0.7808598
-0.91483885,-0.87605065,0.59409034,-0.7903015,-0.7834319,-0.7951027,-0.7577139,-0.9164716,-0.75606036
-0.014170469,-0.81475455,0.5094959,-0.5557139,-0.55969024,-0.71619654,-0.5307348,-0.020001398,-0.4972721
-0.43536994,-0.93434453,-0.75477844,-0.81243443,-0.81998056,-0.8129912,-0.8189118,-0.42900658,-0.80057085
-0.6072664,-0.6676299,0.14358228,-0.5981313,-0.5884852,-0.590291,-0.56491417,-0.61525595,-0.55373955
-0.4010825,-0.9096986,-0.77796316,-0.797961,-0.8017601,-0.7851576,-0.79947203,-0.40219578,-0.7786179
-0.22545965,-0.8310449,0.37062356,-0.60783345,-0.6170552,-0.7262024,-0.5957302,-0.21876924,-0.5705684
-0.5434143,-0.69534177,-0.19997424,-0.6374761,-0.62336314,-0.6388286,-0.6062725,-0.56118786,-0.58585393
-0.4020744,-0.6320275,0.4550601,-0.49008965,-0.48868972,-0.5039898,-0.46416795,-0.4057271,-0.4444241
-0.7631322,-0.75079894,-0.13325647,-0.70655966,-0.702351,-0.69815874,-0.6896599,-0.76370937,-0.68029153
-0.20521577,-0.59568346,0.53199697,-0.44941878,-0.41204825,-0.40197885,-0.38378847,-0.23604132,-0.35380304
-0.017219007,-0.82447016,0.47647277,-0.5577744,-0.5683123,-0.71514827,-0.53795886,-0.02238845,-0.50102544
-0.34353596,-0.8924437,-0.792132,-0.77582496,-0.78403276,-0.7663791,-0.78149873,-0.34951413,-0.7538659
-0.694329,-0.84617937,0.37769085,-0.725441,-0.7191878,-0.7593571,-0.6917732,-0.70183206,-0.6805757
-0.61881757,-0.63118637,-0.030469593,-0.57742786,-0.5729933,-0.5643126,-0.5542383,-0.6260646,-0.53990567
-0.23314014,-0.8885841,-0.78412193,-0.7551752,-0.7550672,-0.7406149,-0.75459844,-0.24965787,-0.71176136
-0.58596647,-0.85543036,0.7924628,-0.6807976,-0.68063796,-0.7593506,-0.6453339,-0.59478235,-0.62824655
-0.13745894,-0.83185846,0.5715381,-0.58315504,-0.58589447,-0.7020546,-0.55943424,-0.1373294,-0.5316691
-0.37519747,-0.80884874,0.65843356,-0.60204697,-0.61184853,-0.71243644,-0.58313906,-0.37474215,-0.5571357
-0.33084017,-0.8496338,0.7783031,-0.6245394,-0.6242546,-0.725451,-0.5976636,-0.33020592,-0.57827675
-0.5956515,-0.7520022,-0.22767545,-0.6903288,-0.6728501,-0.6716783,-0.6671859,-0.59902287,-0.6525179
0.22345392,-0.85333395,-0.6965996,-0.61461073,-0.62346447,-0.5961338,-0.6185211,0.21187091,-0.5615908
-0.5205888,-0.94133073,-0.7151805,-0.83625746,-0.84261185,-0.8314756,-0.8402261,-0.5199904,-0.8194443
-0.22775927,-0.8309933,0.5001207,-0.6066512,-0.6041535,-0.71544486,-0.5812145,-0.22854416,-0.5574543
-0.1711764,-0.82418215,0.53309315,-0.58347404,-0.58905685,-0.72386855,-0.5705084,-0.16463046,-0.54087925
-0.17188835,-0.8088515,0.4508498,-0.5781953,-0.58539414,-0.71235704,-0.5602,-0.17413318,-0.52994454
0.07633079,-0.7174442,-0.2515642,-0.518455,-0.52455115,-0.5214755,-0.5098458,0.06546793,-0.45755926
-0.36779183,-0.7577403,0.4685206,-0.5749097,-0.581161,-0.67047554,-0.5574615,-0.36468,-0.5331986
-0.95654964,-0.9895727,-0.9589652,-0.98198366,-0.98094845,-0.98422563,-0.9787275,-0.9620853,-0.97529554
-0.8106899,-0.8298177,0.72825354,-0.7072215,-0.7013296,-0.73348844,-0.6697736,-0.81288755,-0.66579556
-0.34888506,-0.81665254,0.3228611,-0.63105553,-0.6414148,-0.73818916,-0.6186252,-0.34759247,-0.5924665
-0.28928792,-0.869848,0.42522162,-0.6502386,-0.64623326,-0.7315302,-0.62666655,-0.28777808,-0.6075536
-0.9000226,-0.84482956,-0.04745828,-0.8080435,-0.79661757,-0.80292475,-0.78764254,-0.9008672,-0.7770577
-0.670704,-0.87837964,0.26185527,-0.7596693,-0.7556531,-0.7907854,-0.7320123,-0.67784554,-0.7167119
-0.53450036,-0.8499154,0.65056443,-0.681484,-0.6798846,-0.7615203,-0.6520701,-0.5389378,-0.63796103
-0.51664186,-0.87958175,0.8607775,-0.68749654,-0.6774186,-0.7373538,-0.6498147,-0.5229633,-0.627694
-0.4196159,-0.92028195,-0.67491466,-0.7936284,-0.795063,-0.78798974,-0.79535496,-0.41730306,-0.7732845
-0.09180356,-0.8188924,0.5233691,-0.5632925,-0.5724561,-0.7074973,-0.54691637,-0.08888609,-0.51518255
-0.62188977,-0.9428194,-0.02063073,-0.81214005,-0.8116447,-0.7910377,-0.7975149,-0.61950374,-0.78473425
-0.47471794,-0.9308287,-0.5140362,-0.80002916,-0.811408,-0.81024486,-0.8035675,-0.4680133,-0.78447485
-0.817363,-0.8643267,0.39709914,-0.770223,-0.7618489,-0.7721211,-0.73670137,-0.82227623,-0.72837377
-0.57294565,-0.9348699,-0.11349484,-0.7986856,-0.81086886,-0.812077,-0.79320353,-0.5708689,-0.77526367
-0.79829824,-0.8530338,-0.27768826,-0.80859345,-0.79319537,-0.79163635,-0.7822395,-0.80658376,-0.76742786
-0.3163004,-0.827011,0.61031973,-0.61558676,-0.6227082,-0.72876704,-0.5987044,-0.31477004,-0.5718854
-0.74147666,-0.7476318,-0.1937452,-0.69455075,-0.68996036,-0.69249773,-0.68431425,-0.73852813,-0.6711029
-0.91291744,-0.9843042,-0.68104684,-0.9586545,-0.9569481,-0.96185046,-0.9550454,-0.9145139,-0.9523262
-0.5119849,-0.87165743,0.09410463,-0.71874803,-0.7300592,-0.77297586,-0.710936,-0.50919765,-0.68907046
-0.42625713,-0.9363649,-0.7110065,-0.80976343,-0.8104241,-0.79664576,-0.8115587,-0.41936994,-0.7972416
-0.38989398,-0.9217997,-0.83537674,-0.80283034,-0.8096565,-0.80223197,-0.80965304,-0.3865852,-0.7886413
-0.7306047,-0.87283564,0.13697638,-0.7747604,-0.7767434,-0.7941487,-0.75012445,-0.7405653,-0.7335863
0.29264733,-0.68898106,0.030430673,-0.49826688,-0.4047231,-0.44916597,-0.44030258,0.27271527,-0.3901162
