226Ra,232Th,40K,Raeq,Theq,Keq,IA,IB,IG
98.76764176187162,53.53543405272684,973.9206986975382,241.21834540400312,169.56340852301548,2408.5264931922384,0.45817067887725393,0.7730377179307807,0.8955816329149361
21.35269265655963,16.500457859258127,268.5630831886452,40.976930006928065,27.827114886839112,418.3955714961612,0.13178879222091172,0.15325979324094147,0.1721246423080508
73.73110381047692,37.20652913826141,725.1737995131148,188.53232812788556,132.72478349919294,2211.471889209308,0.38157243340859437,0.6257506454513282,0.6955677837945776
61.7445871893881,38.23421062259273,704.5005843631052,162.56938950312312,114.36405343850596,1974.6986971259425,0.29214230572820327,0.5315146158169066,0.5812935787606243
67.99213695439256,122.24903515099533,648.5698147088707,301.69970143148254,211.6476385604485,3288.8072369684455,0.34215406906942863,0.9588847707805674,1.101456682373191
97.64883641189638,57.72427500609241,1030.2195170573245,256.86540590778617,180.90890322848995,2464.2973378513993,0.48887310145171814,0.8381565123346262,0.9492845554663739
42.53275220811609,107.12216305428987,423.4137569199782,230.4643386825921,161.60367345627105,2700.60710981366,0.2159463625358978,0.6934777358510008,0.8594967183166518
116.49414125802674,39.925083556016766,109.30227979161646,183.42798127650326,128.8754756661548,2384.7906800664628,0.6652046288775166,0.5899640023027682,0.6964991451907975
83.54006623864795,27.217516710204453,111.22666454906468,135.7108536772906,95.44562529593946,1781.8329089324152,0.4249682800605312,0.4393252454165497,0.46965811737592894
41.18221447743009,21.559885175830583,469.28894683907345,112.7137541732282,79.80196590913991,1466.8145721332996,0.16941832894353215,0.3689859400166092,0.44752464871190417
11.444113800773104,28.135795533834422,964.8940261293578,125.92149297886796,89.25630198619565,1527.9739749191353,0.043323079787956714,0.3992070254472816,0.47465133250088265
104.9008439682062,44.228435287960686,100.19242573018653,172.90366936958338,120.53493542839138,2377.115403158366,0.5588729953295235,0.5392989673526788,0.6443933153832465
28.836604365282362,81.19959843500367,843.4463626286257,226.13859009283374,159.74235026089977,2531.390389139864,0.14078501100114943,0.7045258661291008,0.8459235386991412
56.61649705786646,162.65693725177994,962.3168296204553,371.44293398911327,260.72495887675643,4825.762233580416,0.27989590312159546,1.1719770751151941,1.3837307370733634
23.046438145987754,47.46484845402538,952.3350655211171,151.16756868676336,106.4013786088755,1847.6440926757564,0.1282245594852339,0.5068074374881724,0.5658510853149744
139.50052902425296,73.9239748897558,700.3676703022744,297.68732848311714,209.04311056713595,2997.965539524181,0.7669199222689842,0.9739087637528652,1.0875963439199332
34.767787061356415,15.328721796901224,491.5447695216024,78.6544601258596,55.48657222238789,1014.4153377949156,0.21564724773198737,0.36864763429469655,0.37462536994028406
