226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.075588696,-0.81051075,0.55601597,-0.5547006,-0.551014,-0.72450435,-0.53191894,-0.0826598,-0.49007794
-0.84351575,-0.944049,0.07184969,-0.8463031,-0.85588396,-0.86706126,-0.84586227,-0.8418551,-0.83307946
0.9663962,0.1224544,-0.07913954,0.42284793,0.36497727,0.47004142,0.36266437,0.9648342,0.49506262
0.66701686,-0.42434692,0.14292811,-0.10323512,-0.12898527,-0.1296522,-0.12867334,0.67065483,-0.053012844
-0.6472168,-0.9181075,0.12814355,-0.7816005,-0.78330636,-0.792293,-0.76950455,-0.6469888,-0.75305516
-0.6780082,-0.92926323,0.33193722,-0.7869294,-0.7921268,-0.7729535,-0.77623457,-0.6769045,-0.7596805
-0.39523882,-0.9532519,-0.839114,-0.8415893,-0.85012436,-0.8371488,-0.85425997,-0.39327854,-0.8219424
-0.42988777,-0.7421199,-0.23040083,-0.6382749,-0.6437051,-0.6761436,-0.6349726,-0.43194053,-0.600051
-0.26467633,-0.811986,0.77843505,-0.5732603,-0.57378525,-0.7113992,-0.5501698,-0.2675834,-0.51883763
-0.8233641,-0.948525,-0.4285948,-0.88536954,-0.8907198,-0.8750886,-0.88386196,-0.82285136,-0.87394
-0.40808618,-0.81939024,0.6881558,-0.6115738,-0.61982596,-0.6929976,-0.595034,-0.40326858,-0.57422274
-0.6339501,-0.9457362,-0.034809798,-0.8200034,-0.8171554,-0.84093595,-0.8090816,-0.62922144,-0.8009716
-0.86486334,-0.8608645,0.45404848,-0.7542673,-0.7563136,-0.75954616,-0.73655057,-0.86219436,-0.7347108
-0.09634552,-0.8279106,0.89241,-0.54291624,-0.5547462,-0.7162962,-0.5216412,-0.09669352,-0.4767687
-0.2236761,-0.7840295,0.53036314,-0.5608567,-0.5707855,-0.73217535,-0.55074424,-0.21828118,-0.52040505
-0.13503352,-0.72947586,0.3767081,-0.5228036,-0.5244543,-0.65186715,-0.51016563,-0.13902086,-0.47529116
-0.5401852,-0.91112673,0.5901232,-0.725731,-0.72335774,-0.7618147,-0.7055404,-0.537633,-0.69431686
-0.5066455,-0.93895,-0.71272594,-0.8316088,-0.83599025,-0.83720785,-0.8357601,-0.49962354,-0.8186965
-0.4342344,-0.86612165,0.72882426,-0.6749904,-0.6653681,-0.7750886,-0.6413195,-0.4422725,-0.62522924
-0.31042162,-0.86241984,0.3060091,-0.66757524,-0.66011846,-0.73349935,-0.6446435,-0.31572,-0.62181425
-0.7109402,-0.88619745,0.6714052,-0.73660874,-0.73089606,-0.75582385,-0.7091111,-0.7148204,-0.69825673
-0.88326716,-0.9567159,-0.6654883,-0.9148296,-0.9197846,-0.9183354,-0.9163973,-0.88216496,-0.9089256
-0.13186887,-0.80202407,0.719706,-0.5415435,-0.5389488,-0.699939,-0.5204096,-0.12545016,-0.4913337
-0.77815986,-0.882958,0.59498525,-0.747163,-0.745598,-0.80133325,-0.72537243,-0.7769247,-0.72052705
-0.43266582,-0.7310025,-0.33329272,-0.6330481,-0.645596,-0.62914515,-0.6283935,-0.44222823,-0.58930635
-0.20010678,-0.78117114,0.54919463,-0.56273806,-0.5642961,-0.7107759,-0.5444356,-0.20613287,-0.5080071
-0.299092,-0.9391972,-0.7556537,-0.8232982,-0.83538103,-0.8168077,-0.83509815,-0.3000159,-0.79847336
-0.25148156,-0.8278879,0.4958542,-0.60410494,-0.60298336,-0.71062744,-0.5854151,-0.2502311,-0.5602337
-0.4352201,-0.8645234,0.36429432,-0.68932873,-0.6883724,-0.7578753,-0.6698596,-0.44172594,-0.6450878
-0.37537456,-0.824165,0.4415937,-0.6279949,-0.62438583,-0.7261133,-0.6057501,-0.37364867,-0.58531284
-0.4270537,-0.95015097,-0.8562474,-0.849044,-0.85273707,-0.8395933,-0.85400134,-0.4290405,-0.82792854
-0.8881991,-0.9682721,-0.72162974,-0.92781234,-0.92703384,-0.93474495,-0.9255277,-0.88816893,-0.91967624
0.52534556,-0.6649952,0.100727335,-0.36527473,-0.35985953,-0.30896097,-0.3523459,0.50694245,-0.27528706
-0.90089667,-0.93101645,-0.53863263,-0.89109516,-0.8950416,-0.90626204,-0.89062726,-0.89928293,-0.883287
-0.8904285,-0.9101252,-0.18338673,-0.84458816,-0.85392493,-0.87271476,-0.84622884,-0.8865757,-0.8361623
-0.6563655,-0.89366317,0.3461843,-0.7468946,-0.7435404,-0.7644479,-0.7264296,-0.6611468,-0.7089163
-0.53644246,-0.8971159,0.36969241,-0.73366433,-0.7251428,-0.79275227,-0.71089065,-0.52932304,-0.7032543
-0.4263751,-0.94497705,-0.7725799,-0.81127787,-0.8198326,-0.78170323,-0.82216984,-0.41398573,-0.80065334
-0.4512544,-0.90767664,-0.35286784,-0.76618737,-0.76865196,-0.7870853,-0.7634132,-0.44852528,-0.7397023
-0.86336803,-0.9437867,-0.5193558,-0.89584166,-0.9002315,-0.9143879,-0.89717954,-0.8589221,-0.8893843
-0.47394246,-0.7034278,0.07036129,-0.5932056,-0.58698237,-0.60774285,-0.57245153,-0.47473094,-0.5548275
-0.6093669,-0.60124755,0.031440884,-0.5277346,-0.53219134,-0.53320134,-0.52301484,-0.6040005,-0.51009005
-0.735927,-0.8974838,0.8604936,-0.7366514,-0.7350392,-0.75274026,-0.7083225,-0.73830926,-0.69473505
-0.9775337,-0.96991855,-0.69041276,-0.94802094,-0.95672303,-0.9702391,-0.9553829,-0.9746699,-0.95436347
-0.83714837,-0.8945282,0.4674977,-0.7840317,-0.7759614,-0.815398,-0.7583469,-0.8384272,-0.7547161
-0.8558873,-0.8746903,-0.22080825,-0.8081558,-0.811563,-0.8048874,-0.80234426,-0.8531458,-0.7943958
-0.41281655,-0.88455796,0.12269901,-0.7025436,-0.701654,-0.74502623,-0.6899672,-0.41006717,-0.66918766
-0.44036055,-0.78511345,0.630222,-0.6079667,-0.6182239,-0.65227234,-0.5869907,-0.44510856,-0.5629555
-0.66814077,-0.63737476,0.12552749,-0.57723594,-0.5800868,-0.5803888,-0.5651112,-0.6695641,-0.5453038
-0.37165156,-0.93814075,-0.8628471,-0.83361155,-0.8372692,-0.8176012,-0.8376221,-0.38300574,-0.80751175
-0.840036,-0.9000673,0.9364034,-0.7582067,-0.7532975,-0.80460835,-0.72601104,-0.8405222,-0.7193302
-0.87438375,-0.90643096,-0.4725821,-0.8456027,-0.86297476,-0.8599018,-0.8578557,-0.87045854,-0.8418973
-0.36749902,-0.8456634,0.19908841,-0.6566198,-0.65339804,-0.67980075,-0.63719,-0.35907105,-0.620402
0.43182203,-0.7103853,0.17564826,-0.39724398,-0.3953978,-0.34270298,-0.38616607,0.42159232,-0.3203606
-0.23382239,-0.81412804,0.6217263,-0.58730805,-0.5816877,-0.65843153,-0.56175476,-0.23853235,-0.530704
-0.47233874,-0.8976864,0.2381544,-0.72721887,-0.72300506,-0.7797326,-0.7083509,-0.4761955,-0.691061
-0.45103016,-0.9301109,-0.6905944,-0.81921124,-0.8190737,-0.80642253,-0.81971145,-0.4530543,-0.7977109
-0.4840564,-0.90043277,-0.08963596,-0.7559899,-0.75942624,-0.788398,-0.7487501,-0.47903317,-0.7286269
