226Ra,232Th,40K,Raeq,Theq,Keq,IA,IB,IG
0.43207496,-0.06766202,-0.27704763,0.31648102,0.29466107,0.49907064,-0.44349593,-0.59394705,-0.5923791
0.13236287,0.31530035,-0.38307527,0.41789976,0.41178218,0.5779745,-0.737442,-0.48152396,-0.45463255
0.47138098,0.47616243,0.21851978,0.59055597,0.5770203,0.69532335,-0.3646102,-0.16154203,-0.15428574
0.16694023,0.27310228,0.48774,0.44819838,0.41795823,0.5485169,-0.70084536,-0.41368374,-0.3904614
0.6756387,0.27467993,0.49524888,0.5489093,0.53722537,0.5820442,0.020933833,-0.21368515,-0.22072601
0.4769401,0.27363664,0.82899636,0.53121257,0.50594467,0.6075276,-0.35370898,-0.25618553,-0.24316491
0.4144893,-0.039155394,-0.6188766,0.28653938,0.2394873,0.4802972,-0.4576405,-0.6479006,-0.64239824
0.5362242,0.17653993,-0.6375853,0.412854,0.3841575,0.570883,-0.2772161,-0.48638088,-0.48896378
0.8275241,0.50727344,-0.046197284,0.6736394,0.6558795,0.75436014,0.45114592,0.058863197,0.04241098
0.5897006,0.2096392,0.87643623,0.539984,0.50920177,0.5879222,-0.1863251,-0.24789569,-0.24058262
-0.20203657,0.123075254,0.6113131,0.38119566,0.32133463,0.5087136,-0.8694506,-0.52460784,-0.4989398
0.4400089,0.17057249,0.7183509,0.47542518,0.44382018,0.53487295,-0.421221,-0.3651375,-0.34294584
-0.5510552,0.013316798,0.5781574,0.28745526,0.27329296,0.48595858,-0.94898653,-0.6066643,-0.57408166
0.96469533,0.7312203,-0.06427308,0.8298918,0.8127767,0.84589785,0.9248108,0.5462608,0.50491
0.11231952,-0.35449925,-0.54561675,-0.018236194,-0.029291742,0.15446427,-0.7417178,-0.823664,-0.80851066
0.34909177,-0.09781949,-0.57858765,0.20834805,0.2072355,0.4235695,-0.5441356,-0.68480724,-0.68472713
0.48139304,0.37559637,0.046691887,0.52094537,0.5091295,0.6214049,-0.3559704,-0.2900567,-0.2878641
0.2964791,-0.16394456,0.14192978,0.28101218,0.26209328,0.47570232,-0.6029022,-0.62161994,-0.6125103
0.553651,0.026611079,-0.8272839,0.34115142,0.303107,0.5116345,-0.23383163,-0.58139735,-0.59751403
0.57303625,0.022884844,-0.64428043,0.34500995,0.32532686,0.50981086,-0.19860384,-0.56698513,-0.5679219
0.25443715,0.23062252,-0.0150216045,0.41923508,0.39533707,0.54320574,-0.619135,-0.47870666,-0.45258555
0.28015387,0.20063968,0.48019952,0.43921176,0.39276963,0.5273993,-0.6138706,-0.44464397,-0.41851914
0.62252367,0.16111642,0.609591,0.5037652,0.47908428,0.5475658,-0.10958992,-0.30029595,-0.29402104
0.555493,0.059128355,-0.54368687,0.36882702,0.3531267,0.5357031,-0.25006694,-0.53334606,-0.55161655
0.6323923,0.084836885,-0.67472935,0.38922054,0.39669794,0.5601151,-0.08549008,-0.48890248,-0.5047961
0.062477335,0.2817962,0.206931,0.42433608,0.37999514,0.5587495,-0.7747257,-0.46263397,-0.44346496
0.6041336,0.015893461,-0.7284281,0.35694766,0.32662028,0.53430647,-0.12727734,-0.55206096,-0.56701565
0.39496246,0.10346653,0.316492,0.4251456,0.3794555,0.5248507,-0.50126195,-0.46270674,-0.45415956
0.25505695,-0.17865162,0.097042434,0.26781648,0.25800982,0.46753162,-0.63672245,-0.6363979,-0.62228936
0.23140793,0.13061428,0.7314378,0.41544956,0.3830394,0.5085542,-0.63347626,-0.46436894,-0.4357078
0.5920765,0.019253282,-0.80189157,0.34318355,0.32566157,0.5229626,-0.18492685,-0.5640544,-0.5761525
0.015045223,0.114154816,-0.55737936,0.24891269,0.2306118,0.44082317,-0.8120463,-0.6940422,-0.6884261
0.58286726,0.18403319,0.5033467,0.50216866,0.47748762,0.5796523,-0.19191517,-0.3172036,-0.29841167
0.027114658,0.16606946,-0.44838798,0.30215573,0.26342863,0.46878844,-0.7986578,-0.6458446,-0.63120335
0.36230847,-0.09071239,0.08423523,0.31644273,0.29344934,0.5002616,-0.5260324,-0.5774617,-0.57974964
0.6261445,0.30183974,0.8690868,0.56991404,0.5388601,0.61582756,-0.09808718,-0.18046181,-0.18479428
0.72184014,0.3112308,0.53165877,0.5840311,0.55993104,0.60114926,0.12723008,-0.14824562,-0.16120462
0.54064655,0.3334422,-0.25076064,0.51056224,0.5010325,0.6239091,-0.28421444,-0.32516748,-0.33447272
0.3246821,-0.10213019,-0.03463973,0.28996107,0.27557948,0.4849585,-0.583869,-0.61074096,-0.60250527
0.20644876,0.26212174,-0.3096139,0.41727945,0.37017983,0.5657885,-0.6518777,-0.5037473,-0.48326412
0.7054453,0.31199875,0.18408887,0.5641661,0.54331017,0.6462791,0.05682215,-0.1942609,-0.19513766
0.61287117,0.057898182,-0.7911653,0.3731292,0.36047637,0.5449152,-0.13828358,-0.5179465,-0.53886896
0.5649445,0.034384176,-0.79538375,0.3415797,0.31556633,0.5187793,-0.21472664,-0.5677104,-0.5842484
0.61921674,0.15902492,0.44673774,0.4879344,0.4727753,0.51737416,-0.16986498,-0.33042836,-0.3217116
0.5853585,0.46071726,0.48417857,0.60814047,0.59441113,0.6869726,-0.1885378,-0.09952454,-0.09306272
0.52304673,0.16278471,0.56010187,0.48838365,0.4648173,0.5810186,-0.29217693,-0.34933105,-0.3286118
0.21176168,-0.13360266,-0.59445214,0.13549852,0.101973705,0.32065728,-0.6625097,-0.7471814,-0.73485273
0.5223668,0.46399343,0.0045263516,0.576496,0.5614855,0.69447654,-0.30958158,-0.18675074,-0.17446363
-0.7530515,-0.09938502,0.5113918,0.21672888,0.17707644,0.42912778,-0.97645015,-0.6971215,-0.65558565
0.5223947,0.27982005,0.18981247,0.49724182,0.47606802,0.61663026,-0.32981375,-0.3321859,-0.31604755
0.56362855,0.2310913,0.18070886,0.48264992,0.48185828,0.56347924,-0.21806817,-0.34236783,-0.3518035
0.6270217,0.016108073,-0.7591347,0.35474727,0.36817235,0.529789,-0.13543703,-0.5307565,-0.54608136
0.79378366,0.37444997,-0.0192467,0.60081166,0.58921874,0.6939293,0.28068334,-0.11138424,-0.122514226
0.6427463,0.3332213,0.54965353,0.56535035,0.5449849,0.6159402,-0.07519217,-0.18651271,-0.18193172
0.4583172,0.018609134,-0.3482684,0.336196,0.31730482,0.5222947,-0.42467806,-0.5586136,-0.55171025
0.07465273,0.17370248,0.47932994,0.40195024,0.35389063,0.49327168,-0.7595803,-0.49400467,-0.46705958
0.5893253,0.3982169,0.4603034,0.5874282,0.5591006,0.64027846,-0.16274036,-0.16347222,-0.15978803
0.6219195,0.19957832,0.8608665,0.53804135,0.5049624,0.5860311,-0.112206675,-0.23946343,-0.24334878
0.7545002,0.44495636,-0.13158369,0.6130875,0.60023165,0.7127315,0.20567569,-0.0914347,-0.10296706
0.67578065,0.24151707,0.4485524,0.53731585,0.5264293,0.5534407,0.016954735,-0.23657243,-0.2414928
0.5745817,0.0054157143,-0.8164625,0.33534354,0.30708417,0.51275015,-0.19588675,-0.5714822,-0.590857
-0.054730877,0.06553248,-0.64617705,0.18070365,0.18538,0.38082087,-0.86469656,-0.73617697,-0.7252366
0.55078465,0.106066585,-0.66408825,0.38174576,0.34308442,0.5384097,-0.24563017,-0.53188527,-0.5389981
-0.07811071,0.11607531,-0.6247293,0.22441708,0.20892037,0.4031318,-0.8507659,-0.7120886,-0.7044625
0.29492748,-0.03403188,-0.25725725,0.28784198,0.24043256,0.4815278,-0.5890409,-0.6411141,-0.63695717
0.56889915,0.32635567,0.28789333,0.5229824,0.5178408,0.59294665,-0.20059825,-0.25868058,-0.25599495
0.09800425,-0.3148949,-0.46018323,0.04379167,0.013144645,0.2639885,-0.7734003,-0.8024498,-0.78662735
0.8823559,0.5128715,-0.104266234,0.694244,0.68102956,0.7771105,0.6171981,0.13205285,0.1022294
-0.04429166,0.17078488,-0.3430994,0.30687648,0.2754052,0.47844124,-0.8220969,-0.6260928,-0.6055074
0.51902443,0.18195283,0.85335094,0.51316243,0.48649204,0.56941366,-0.28693137,-0.29962206,-0.2837767
-0.2468902,0.17436698,0.4512131,0.3410863,0.36158535,0.54411376,-0.88294345,-0.50460035,-0.48404506
0.25383213,0.42475304,-0.12243375,0.5126265,0.49624124,0.64349365,-0.6118785,-0.3201091,-0.29672647
0.702843,0.41490546,-0.07667515,0.5936576,0.5776977,0.6951475,0.12340709,-0.13325165,-0.14171949
0.5636815,0.06350963,-0.8630389,0.32696497,0.313308,0.50997734,-0.23858212,-0.56825316,-0.5837611
0.62366253,0.3384174,0.67609715,0.573692,0.5495233,0.6215105,-0.09639696,-0.17217034,-0.17283332
0.27061012,0.42326882,0.0842192,0.5250724,0.49295405,0.6426116,-0.6038034,-0.302858,-0.29187426
0.561798,0.12519225,0.21923304,0.45024464,0.44827908,0.5649184,-0.23064174,-0.3908595,-0.41013926
0.28648934,-0.16013043,-0.01690758,0.24791476,0.267514,0.42050666,-0.62158906,-0.6497655,-0.6319402
0.18276575,0.30648756,0.54933184,0.48692423,0.44355053,0.60661644,-0.6858927,-0.35568514,-0.3407129
0.9696968,0.75883853,0.028715705,0.84869856,0.8393029,0.89605737,0.94149107,0.60100347,0.56835
0.62130445,0.109240875,0.50204015,0.4805454,0.47160438,0.5806195,-0.1101624,-0.3261093,-0.3353259
0.013046448,0.20685315,0.60663843,0.42053902,0.37913457,0.52930075,-0.78984994,-0.4696704,-0.43818954
0.6974597,0.25637922,0.55739796,0.5600193,0.5367407,0.5790192,0.06527421,-0.20482017,-0.20938896
