226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.6134214,-0.9105569,-0.42815384,-0.82739383,-0.8219894,-0.7014214,-0.72261775,-0.6040725,-0.63786334
0.061664626,-0.7817902,0.8528403,-0.53111714,-0.54678655,-0.5235121,-0.5644383,0.049265023,-0.5786788
-0.5371589,-0.8916664,0.049133737,-0.7131964,-0.7994255,-0.80642396,-0.6597853,-0.5604383,-0.65042996
-0.6750359,-0.6863293,0.30959505,-0.778806,-0.7773037,-0.8593474,-0.6571501,-0.7645016,-0.7398099
-0.082359806,-0.95815957,-0.84718007,-0.7747318,-0.71356344,-0.84687835,-0.8486848,0.008420932,-0.76327556
-0.52915275,-0.7808545,-0.025746828,-0.65732956,-0.76151264,-0.70101464,-0.5559176,-0.38741046,-0.56634724
0.27593145,-0.92899686,-0.10811623,-0.5035775,-0.6847487,-0.646382,-0.60528094,0.30891266,-0.6163809
-0.7030968,-0.9571812,0.01796317,-0.8687167,-0.797962,-0.8138772,-0.8283448,-0.74257606,-0.79593927
-0.73530686,-0.8505481,0.63736314,-0.6296466,-0.67360437,-0.72845054,-0.69694334,-0.7212304,-0.6578064
-0.3392639,-0.98611796,-0.68452674,-0.87707317,-0.7945388,-0.8682439,-0.829025,-0.37303922,-0.89700925
-0.7663735,-0.9152258,-0.27919134,-0.84943545,-0.901487,-0.83611727,-0.816517,-0.7106346,-0.8477511
0.5826293,-0.55262154,0.3823933,0.031490535,0.024976144,-0.44680503,-0.013317358,0.51324654,-0.034278605
-0.91112685,-0.9940299,-0.6641313,-0.9339873,-0.9376389,-0.9581908,-0.96735746,-0.96118975,-0.9685486
-0.6792957,-0.8761386,0.81414485,-0.70108646,-0.8007347,-0.8071986,-0.7395009,-0.7245976,-0.76934373
-0.82531804,-0.9819878,-0.98113924,-0.96287864,-0.9676712,-0.95392704,-0.92306924,-0.77827257,-0.9698682
-0.6337387,-0.93894356,-0.06774989,-0.87810147,-0.8824712,-0.76518744,-0.7565337,-0.7653649,-0.8335038
-0.53456557,-0.88718885,-0.14651452,-0.7542238,-0.9113834,-0.8140249,-0.81509,-0.61590666,-0.71798944
-0.8482834,-0.97365785,-0.2140291,-0.87023443,-0.8291364,-0.8286399,-0.86130023,-0.7902374,-0.8657966
-0.8754426,-0.83065104,0.2976647,-0.7921237,-0.8573296,-0.85318536,-0.83939,-0.90350837,-0.78151625
0.139731,-0.7812415,0.70904726,-0.5471394,-0.39756986,-0.6237467,-0.36536565,0.077782266,-0.6134248
