226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.8935926,-0.94294304,-0.72602516,-0.9528016,-0.9105066,-0.84804225,-0.90459967,-0.94023097,-0.921856
-0.6552094,-0.94490296,0.43303263,-0.6976855,-0.71168506,-0.65704334,-0.67206967,-0.66476834,-0.65474343
-0.12569018,-0.9204455,-0.49129567,-0.49838835,-0.78160596,-0.8179755,-0.69233066,-0.15995412,-0.4855461
0.05537395,-0.44635946,0.15310664,-0.450371,-0.4211436,-0.5767505,-0.3447418,-0.2832715,-0.21357733
0.13777421,-0.45447817,0.34699604,-0.47977006,-0.44424784,-0.46282673,-0.5018117,0.07777775,-0.179202
-0.76446056,-0.7826061,0.15271704,-0.6565393,-0.5369284,-0.664715,-0.8164469,-0.6716165,-0.6064322
-0.7592128,-0.9549116,0.027976785,-0.9051403,-0.85351336,-0.8773284,-0.88859075,-0.8305542,-0.8872329
-0.4781544,-0.7425343,0.26000378,-0.6014203,-0.66045505,-0.42317322,-0.5112145,-0.33700547,-0.6372156
-0.47622916,-0.70965004,-0.20386094,-0.6493561,-0.61058295,-0.6466832,-0.7009358,-0.521985,-0.6104796
-0.7124909,-0.97252107,-0.71915394,-0.90033185,-0.92476416,-0.95378834,-0.89696443,-0.8461005,-0.87798405
-0.49554983,-0.89501023,0.2092131,-0.72438174,-0.698835,-0.6784454,-0.52999496,-0.6970022,-0.68484735
-0.55910313,-0.9274053,-0.19448613,-0.8265493,-0.72759247,-0.6857063,-0.7476126,-0.5414159,-0.7670642
0.06682006,-0.50694865,0.18281868,-0.12893203,0.0139206955,-0.35674846,-0.29329208,0.021827124,-0.14110504
-0.5552114,-0.8912211,-0.6942129,-0.66326296,-0.6220157,-0.5339584,-0.70649284,-0.6942496,-0.75583977
-0.81529486,-0.98078626,-0.96685785,-0.97398347,-0.9855983,-0.9870668,-0.9819127,-0.87627614,-0.948415
-0.39760476,-0.89591146,0.35211712,-0.6316379,-0.7200655,-0.68913853,-0.5990181,-0.4735403,-0.7158189
-0.54613316,-0.8054117,0.3731858,-0.6526166,-0.6194576,-0.67867774,-0.7410766,-0.65097,-0.55071074
-0.91614413,-0.854439,0.41699082,-0.7327832,-0.69034183,-0.6938635,-0.73904145,-0.86506945,-0.45598233
-0.22786091,-0.7097051,-0.45315784,-0.62549627,-0.46680745,-0.23369434,-0.52412593,-0.43973085,-0.49001452
-0.68459046,-0.98198056,-0.8788472,-0.9304955,-0.9211244,-0.92521816,-0.9393995,-0.66090345,-0.92058307
-0.8450334,-0.8083937,0.3967517,-0.64509755,-0.71791524,-0.787431,-0.62209535,-0.741541,-0.6922933
-0.23690033,-0.47978362,0.7702298,-0.08699455,-0.4728917,-0.36517033,-0.43574655,-0.059541464,-0.30479968
-0.89559776,-0.9236004,0.14681093,-0.9032146,-0.8602002,-0.70443624,-0.79629385,-0.9311143,-0.87591875
-0.932229,-0.9631107,-0.27669996,-0.8719362,-0.85462594,-0.82181454,-0.94997776,-0.8110956,-0.7861619
-0.70258087,-0.7264544,0.37859902,-0.67753124,-0.6136876,-0.72168505,-0.63539433,-0.7019241,-0.67486036
-0.53664875,-0.8056065,0.76260555,-0.56147027,-0.5535769,-0.6524011,-0.79598916,-0.28540525,-0.31643215
-0.52375644,-0.9626534,0.6147518,-0.7742225,-0.7077796,-0.87670535,-0.8153594,-0.5476105,-0.78066665
