226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.8296225,-0.8515871,0.773203,-0.72564363,-0.7194271,-0.7787916,-0.69430065,-0.82397366,-0.6958219
-0.9572906,-0.9709101,-0.447523,-0.94537944,-0.94164276,-0.95117086,-0.9389954,-0.9588427,-0.93934256
-0.33949655,-0.91785604,-0.8552656,-0.7861067,-0.7853342,-0.79002583,-0.7919203,-0.34455654,-0.7690352
-0.72228324,-0.9565364,0.1397772,-0.8447565,-0.84379053,-0.8281624,-0.83016896,-0.719673,-0.8201184
-0.63027596,-0.7330142,-0.1844258,-0.65800786,-0.65355825,-0.66498566,-0.65199685,-0.63517714,-0.6363518
-0.5203019,-0.8467776,0.7591845,-0.6587459,-0.6533731,-0.7438586,-0.6286447,-0.51625663,-0.6135815
-0.6857736,-0.91998905,-0.52322,-0.8351694,-0.8302964,-0.8234506,-0.8279781,-0.68262815,-0.82111204
-0.3677251,-0.66806734,0.5277121,-0.4915702,-0.49039742,-0.54342556,-0.4768372,-0.3565402,-0.45616072
-0.4377883,-0.63098943,0.2369275,-0.5460217,-0.5308531,-0.54516065,-0.50649387,-0.45614368,-0.47851574
-0.40211725,-0.6550228,0.115472026,-0.54011834,-0.5377173,-0.5419272,-0.5227814,-0.41587493,-0.48546216
-0.84945935,-0.7943432,-0.038032513,-0.7192722,-0.71764576,-0.7308647,-0.7171037,-0.8408863,-0.7222831
-0.32881626,-0.9143649,-0.84996325,-0.79015195,-0.7833407,-0.779975,-0.78990257,-0.3401583,-0.76698375
-0.65867954,-0.90909743,0.2878128,-0.7791331,-0.77231556,-0.7947822,-0.75761044,-0.6570595,-0.7465521
-0.05456663,-0.8304015,0.5050093,-0.59238124,-0.5869123,-0.7239821,-0.56809425,-0.054596037,-0.5282969
-0.7144252,-0.849508,0.75556165,-0.70285463,-0.68820536,-0.77409667,-0.6676702,-0.7076212,-0.66804516
-0.15996067,-0.82130945,0.58526325,-0.593724,-0.5846753,-0.7186325,-0.56278145,-0.16348743,-0.52829504
-0.4259406,-0.57530916,0.5560075,-0.44907403,-0.44068372,-0.4631725,-0.42684805,-0.4193398,-0.4116785
0.38306803,-0.65967894,-0.09248778,-0.4296941,-0.40625027,-0.41694403,-0.4022703,0.37439975,-0.34567663
-0.7045312,-0.9561837,0.052415356,-0.85565203,-0.853908,-0.8547696,-0.8407603,-0.71012104,-0.8280322
-0.93791497,-0.8593119,0.51511365,-0.78594613,-0.77652925,-0.7905914,-0.7594884,-0.93623924,-0.76697564
-0.35302937,-0.91750264,-0.7945376,-0.78549737,-0.78945,-0.79024315,-0.7937834,-0.34508532,-0.7742411
-0.88603896,-0.7842704,-0.18953243,-0.7517636,-0.75013983,-0.7673974,-0.74533045,-0.879043,-0.752381
-0.43573382,-0.8877492,0.06893128,-0.73299277,-0.7271143,-0.77742404,-0.714242,-0.43976298,-0.6923757
0.49640167,-0.3330854,-0.043587804,-0.18068619,-0.14390208,-0.21664712,-0.1591918,0.4953743,-0.110446125
-0.06334401,-0.86123556,0.56271076,-0.61671174,-0.6037898,-0.76199967,-0.584527,-0.06297345,-0.5524248
-0.50217223,-0.90759844,-0.5690793,-0.79194367,-0.789534,-0.8012843,-0.78956413,-0.49558356,-0.7762598
-0.40839508,-0.8499625,0.8356562,-0.6398151,-0.638003,-0.7574919,-0.61134326,-0.4021861,-0.5880647
-0.36676303,-0.6502996,0.6051245,-0.48306522,-0.47610402,-0.5082277,-0.46250314,-0.355436,-0.44490838
-0.6427065,-0.90018153,-0.12664892,-0.8041431,-0.79232043,-0.7930276,-0.7833989,-0.6568023,-0.77133286
-0.7623165,-0.8387573,-0.27551743,-0.7731779,-0.7695672,-0.7790405,-0.76471263,-0.7610286,-0.7623919
-0.5402223,-0.9309715,0.21197577,-0.78136283,-0.7777916,-0.78510123,-0.763501,-0.5377737,-0.74532557
-0.81538856,-0.77259976,-0.27212462,-0.72018594,-0.7276375,-0.7417275,-0.72365296,-0.8085494,-0.72067666
-0.6404996,-0.93652195,0.39475682,-0.7977234,-0.7865621,-0.7890162,-0.7736964,-0.63823617,-0.7650627
-0.41376698,-0.664433,0.43200138,-0.52355623,-0.5191297,-0.5853417,-0.50094855,-0.41335458,-0.4781161
-0.6146685,-0.84510565,0.62551355,-0.6989081,-0.67923146,-0.7635393,-0.6583115,-0.6174722,-0.65243983
