226Ra,232Th,40K,Raeq,Theq,Keq,IA,IB,IG
0.3335236,-0.18708247,0.12905484,0.28878066,0.250122,0.47871032,-0.5898448,-0.6272441,-0.62797064
0.42898902,0.2888706,0.04315198,0.46217382,0.45771405,0.6033002,-0.48121116,-0.3678683,-0.35302258
0.68737483,0.42254543,-0.29285985,0.5815207,0.5584932,0.68735075,0.007942435,-0.18996732,-0.183592
0.46317947,0.41807863,0.3746246,0.5313823,0.56218714,0.692384,-0.42041108,-0.18802845,-0.17681399
0.54392684,0.02542129,-0.0016237595,0.3916465,0.39194652,0.51102287,-0.28627262,-0.4869241,-0.4919839
0.12093262,0.035699755,-0.5809544,0.21651502,0.20223643,0.4040229,-0.76525915,-0.70487475,-0.6895333
0.026247,0.23401964,-0.30229473,0.35951197,0.32897174,0.52037585,-0.796277,-0.562966,-0.5415441
0.5498212,-0.00836306,-0.8047497,0.3277875,0.2840352,0.50627685,-0.2505051,-0.6106475,-0.61899126
0.018425122,0.10942703,0.5323489,0.40644178,0.3481115,0.55562025,-0.79828596,-0.5060956,-0.48041686
0.683475,0.30284956,0.28944352,0.56430554,0.5383164,0.62321603,0.028442949,-0.19830127,-0.19526514
0.2045833,0.04266821,-0.689698,0.24608763,0.19709535,0.43986788,-0.6455984,-0.6883626,-0.6762272
0.45915338,-0.09024548,-0.05285969,0.33278698,0.2962928,0.51627415,-0.39898035,-0.56876194,-0.5748422
-0.009977829,0.21406497,-0.14997177,0.34670752,0.31361437,0.5377258,-0.831655,-0.5697867,-0.5486065
0.76604325,0.14374602,-0.74317014,0.47167453,0.45303854,0.6253814,0.27843526,-0.38144895,-0.4072621
0.61744773,0.17521355,0.61356455,0.541396,0.48450023,0.58509624,-0.109762,-0.28253585,-0.29362985
0.5355379,0.50762933,0.48340824,0.61019075,0.59811324,0.70326877,-0.25395244,-0.09083297,-0.07889127
0.2273892,0.167245,-0.368156,0.34703502,0.3030963,0.5235438,-0.66342723,-0.5889138,-0.57099265
0.33699647,-0.14084841,0.12302366,0.31441084,0.2899511,0.4795284,-0.54855794,-0.60365975,-0.5904706
0.94175667,0.65164596,0.041178945,0.78979754,0.7690766,0.8417943,0.8425486,0.4203449,0.376194
0.48635703,0.22028656,0.2545689,0.49199626,0.4492368,0.56737304,-0.3909297,-0.36092815,-0.36891562
0.32858127,0.36160943,0.05887639,0.49401644,0.4661671,0.60791045,-0.5743022,-0.3569795,-0.34161073
0.65049666,0.31908375,0.6035421,0.5602705,0.54015803,0.6216912,-0.038300596,-0.19654912,-0.19966012
