226Ra,232Th,40K,Raeq,Theq,Keq,IA,IB,IG
-0.06654407,-0.017713279,-0.4729611,-0.30801368,-0.15262842,-0.018276915,0.052835718,-0.24116257,-0.25037566
-0.05089833,-0.27652577,0.036672957,0.02281962,0.0032059404,0.153587,0.07943184,-0.15449786,-0.1034308
-0.1284249,-0.30187023,0.08823196,0.12973118,-0.37669903,-0.20763066,0.053775746,-0.1493149,0.13613673
0.10926341,0.17772011,-0.1012331,0.033430707,0.067626394,-0.14141352,0.061609253,-0.12952875,0.24864624
0.18032399,0.42795888,0.2679382,0.11126372,0.07484396,0.23006643,-0.012870942,0.027710794,0.30509287
-0.33221844,0.41579825,0.15404876,0.35910273,0.38818225,0.31632593,-0.22727095,0.20026703,0.28010765
-0.008239324,0.044950407,0.0051037483,-0.047966428,0.032568656,0.113533966,-0.0864723,-0.09560102,-0.05222906
-0.37224376,0.18306446,0.087392986,-0.01751991,-0.10375807,0.29662344,-0.037182916,0.051515643,-0.046168916
0.048045922,0.17535974,-0.49035043,-0.031474464,0.12468229,0.048462417,-0.09276203,-0.08316389,0.038443733
0.5033906,-0.10236812,-0.9242028,0.0060012126,-0.06964028,-0.14441358,0.19852059,-0.2506314,0.04866321
0.5243929,0.0790227,-0.3153958,0.23507178,0.21545298,0.29211944,0.47812915,-0.0652737,0.049986824
-0.28659022,-0.22843623,0.11658064,-0.29383492,-0.16120912,-0.22754592,-0.09663965,-0.23454382,-0.2896589
-0.052702192,0.104573265,0.057291936,0.26160526,0.33905208,-0.049709093,-0.039467,0.02410136,0.034370918
0.0401707,-0.3299103,-0.8177868,-0.08963335,-0.1027944,0.08435572,0.18308505,-0.4698165,-0.2746698
-0.18349041,-0.5889157,-0.9416046,-0.66090894,-0.7097442,-0.78445673,-0.29973257,-0.68813765,-0.5713384
-0.49470082,-0.16755293,-0.21414655,-0.21280727,-0.27503344,-0.19911796,-0.028708316,-0.34752035,-0.25317803
0.30224085,0.1241807,0.8455945,0.16081163,0.28555086,0.058719724,0.119058974,0.13782547,0.34587255
-0.61154246,0.002101666,0.43141487,0.08617385,0.046739053,0.07615695,-0.27593893,-0.054056425,0.32299498
0.23744509,-0.12680405,-0.23375133,-0.002108699,0.041096028,0.25157705,-0.09908844,0.032208152,0.05042266
