226Ra,IA,232Th,Raeq,Theq,Keq,IG,IB,40K
-0.096333034,-0.634297,-0.24270193,-0.1462828,-0.1337354,-0.1489859,-0.12787963,-0.14837319,0.67574203
0.13652785,-0.46309942,0.18226677,0.10867893,0.1342356,0.20740181,0.07507001,0.07020124,-0.050918676
0.017151149,-0.6446858,0.1268432,0.14367518,0.014610945,0.15332383,0.19421175,0.114721686,0.45275825
0.31659752,-0.29005983,0.014021895,0.09371123,0.09360661,0.032240458,0.11622757,0.058455303,0.5940225
-0.105478086,-0.60890424,-0.118204184,-0.17592497,-0.15626022,-0.11857514,-0.15475836,-0.10734814,0.18564948
0.100290194,-0.42107245,0.28253087,0.22324333,0.20980842,0.22567734,0.11328699,0.21232179,0.31857803
0.16692328,-0.38831016,-0.37557563,-0.3133222,-0.30176595,-0.25847515,-0.33955738,-0.2956458,-0.85780597
-0.12449692,-0.5879713,-0.19301996,-0.27488622,-0.3012881,-0.26677015,-0.25125173,-0.25599325,-0.5380007
0.29307538,-0.26473543,0.08061877,0.06411209,0.09993967,0.05644616,0.07044591,0.10649231,0.4019183
-0.10953623,-0.6576982,-0.0812906,-0.035674337,0.043592144,-0.14134972,-0.014530888,0.038725816,0.9859943
0.54482555,0.033877395,0.2292671,0.23663259,0.3174526,0.2361261,0.32330364,0.2076602,0.5155822
-0.036934137,-0.6367783,0.33363056,0.14968385,0.14759263,0.1704251,0.1739686,0.123847485,-0.012617205
0.22438878,-0.2933962,0.0480935,0.1568798,0.16917127,0.11272532,0.12284281,0.11160277,0.5982114
0.24263115,-0.38147125,0.36042216,0.3225457,0.2947521,0.34418112,0.2906076,0.17469609,0.067419365
0.2623132,-0.27635732,-0.17840451,-0.28094664,-0.27530336,-0.22306651,-0.29036784,-0.24212265,-0.93823665
-0.3796399,-0.7912975,-0.25636694,-0.34561545,-0.34828684,-0.35677066,-0.25876924,-0.33552638,-0.109853156
0.44453883,-0.155387,0.27440843,0.30849493,0.30666697,0.31594706,0.23549287,0.32283798,0.698558
0.24693237,-0.2958486,-0.11377779,-0.15610008,-0.23331973,-0.15627174,-0.23340796,-0.23345673,-0.81938696
0.7011539,0.24989313,0.27907965,0.30401185,0.34624976,0.399179,0.3856067,0.34091425,0.222665
-0.34774575,-0.7956761,0.0028745024,-0.060499284,-0.044793136,-0.015691891,-0.17178941,-0.05966949,-0.17145155
0.04683494,-0.4571903,-0.08777421,-0.0679032,-0.039699923,-0.069325775,-0.027617062,-0.009955064,0.42951167
0.47482654,0.03762892,0.027307471,0.1747712,0.052551158,0.04432898,0.11182251,0.09090098,0.3218923
0.16029699,-0.45038584,-0.075148456,-0.121088326,-0.13316089,-0.13583504,-0.062915966,-0.10828863,0.14126767
0.2885482,-0.04766092,0.28620288,0.17916304,0.2835866,0.27465034,0.26528698,0.19766344,0.3221055
0.23088932,-0.2764622,-0.075866684,0.024616208,0.023472143,0.052184787,0.07767719,0.1159371,0.55785143
0.7576099,0.5009737,0.4610827,0.4791476,0.49739596,0.45710367,0.3947684,0.5515553,0.18372382
0.43312368,-0.14255995,-0.0998817,-0.0115156965,-0.023022082,-0.11927039,-0.044366043,-0.07633801,-0.6812222
0.3922509,-0.124522716,-0.19772214,-0.14697224,-0.25631717,-0.13456881,-0.20025316,-0.19767456,-0.92408586
