226Ra,IA,232Th,Raeq,Theq,Keq,IG,IB,40K
-0.0686468,-0.6280779,-0.26648316,-0.26030937,-0.16030236,-0.1440289,-0.1907509,-0.26457462,0.2645773
-0.047342353,-0.642529,0.31658834,0.115490235,0.09175159,0.18611002,0.071912356,0.042217746,-0.48433012
-0.056846634,-0.674856,0.16807199,0.20370902,-0.032949477,0.09441775,0.20769595,0.21470629,0.68231106
0.38011435,-0.20080908,-0.0010427721,0.14767687,0.09536728,0.025222514,0.11778444,0.00036935552,0.50498176
-0.034418754,-0.52026165,-0.14125058,-0.19019435,-0.16706426,-0.1001304,-0.23230965,-0.124799855,0.27306908
0.020252464,-0.3983015,0.25218567,0.20549802,0.16094512,0.13775413,0.051407292,0.13480659,-0.22694434
0.09496468,-0.4618403,-0.5882568,-0.5020861,-0.519259,-0.39654058,-0.5090375,-0.43076995,-0.8830437
-0.30236202,-0.6831156,-0.12732634,-0.24923036,-0.29770967,-0.23819025,-0.24026483,-0.19348577,-0.5668874
0.30540368,-0.21965568,0.050138913,-0.012366855,0.106347784,0.046324417,-0.026942028,0.0002685939,0.15514341
0.16333345,-0.50933427,-0.20993383,-0.0103447605,-0.002931926,-0.1716582,0.002777159,-0.030541,0.9727279
0.55741394,-0.028464792,0.25216594,0.2342721,0.23805314,0.23915508,0.37914553,0.1391036,0.5962391
0.14745782,-0.44470167,0.4139404,0.17447317,0.2320731,0.19229157,0.16535299,0.17725267,-0.3877332
0.19724822,-0.29213402,-0.107348196,0.162927,0.1427283,0.0012696695,0.08473084,0.056457072,0.78719306
0.16102257,-0.46700191,0.50261426,0.38476932,0.38980445,0.4573506,0.38525975,0.18449122,0.26953584
0.06331268,-0.39016277,-0.26721564,-0.43042383,-0.42372954,-0.38475233,-0.47104755,-0.35320505,-0.96599454
-0.39995575,-0.7946052,-0.042726845,-0.19337246,-0.21739921,-0.19837055,-0.061062902,-0.17402466,0.09021203
0.26788014,-0.41765475,0.34377766,0.27426997,0.32102826,0.34354958,0.1810381,0.3350253,0.73232543
0.21636143,-0.37011534,-0.06191022,-0.090713896,-0.15486048,-0.06882787,-0.11900383,-0.18061511,-0.5383598
0.73551,0.2334201,0.28796235,0.25551602,0.35002625,0.41433188,0.33500212,0.26682693,0.002573525
-0.41724145,-0.8163427,0.019438935,-0.093538225,-0.13623545,-0.08785908,-0.2623381,-0.085693374,-0.47025552
0.007645767,-0.46400607,-0.069464125,-0.07043611,-0.10910168,-0.11417063,-0.04405846,0.056680363,0.34720337
0.4043416,0.017684717,0.22083211,0.29592127,0.12228785,0.06875224,0.19027656,0.17432739,0.4330385
0.073822305,-0.5121349,0.10007955,-0.14023359,-0.14810593,-0.023968153,-0.09196362,-0.12673065,-0.42313117
0.26683566,0.05472565,0.38714707,0.29457036,0.38769934,0.36756665,0.38019782,0.30858004,0.5283868
0.31379572,-0.18893571,-0.031541206,0.0773573,0.050286785,0.11377394,0.14349985,0.15313569,0.37492192
0.7595568,0.5674036,0.5746561,0.59760994,0.5972675,0.57758754,0.4232775,0.6642846,0.11468421
0.2805019,-0.38853863,0.02033167,-0.037525073,-0.010803082,-0.17168738,-0.0068492866,-0.051822152,-0.45558977
0.5021546,-0.051410224,-0.06063488,-0.0010294147,-0.13629222,0.011224505,-0.05448004,-0.090438895,-0.88235205
-0.6518724,-0.9254063,0.16144241,-0.074261144,-0.06791622,-0.04461284,-0.116417825,-0.09917025,-0.3350597
0.42732385,-0.036274083,0.2442786,0.2562545,0.32123965,0.25099954,0.27455875,0.22575627,0.4330656
0.25714394,-0.41795674,-0.13911007,-0.08890939,-0.0042814524,-0.1125684,-0.041716952,-0.10178128,-0.3369505
0.43167135,-0.07655133,-0.09588595,-0.013393002,-0.10997417,0.00097047695,0.0136087695,-0.0018896136,0.017552178
0.11479507,-0.51939714,-0.12307225,-0.29385066,-0.24266416,-0.17586283,-0.21236962,-0.041302312,0.30749378
-0.5660667,-0.86860305,-0.08625657,0.12425357,0.010305379,0.13558173,0.18140703,0.15178725,0.8719054
-0.06725052,-0.69134396,0.10754603,0.05204735,0.0057971086,0.11481741,-0.07020196,0.09427782,0.20664242
0.3009486,-0.21089293,0.03560812,0.118589796,0.19385628,0.13589796,0.19026692,0.1399088,0.7424521
0.09189035,-0.45729673,-0.17895006,-0.13410465,-0.023896998,-0.1355634,-0.12220929,0.0143999485,0.5526578
0.49863192,-0.2555932,-0.24627683,-0.34262264,-0.26268533,-0.07523852,-0.30672926,-0.31420627,-0.98090327
0.27727172,-0.19817126,0.20998219,0.20992973,0.08810536,0.31408942,0.17902268,0.04560848,0.08670829
0.49740553,-0.0546852,-0.2625464,-0.049557224,0.037543535,-0.10142436,-0.017521435,-0.046634827,0.035427276
0.084825985,-0.56743944,-0.135101,0.09613461,-0.028060634,-0.038527653,-0.10118781,0.034029603,-0.29447192
0.2916355,-0.1198545,0.0149289565,-0.01009984,0.02499259,0.0113646025,0.06499524,0.0069710533,0.5600366
-0.031489585,-0.63042253,0.045967128,-0.082539536,0.04833339,0.09410525,0.09313491,0.066889055,0.69094205
0.5802478,0.2216827,0.038469695,0.11493892,0.30029938,-0.033251897,0.20165905,0.1709034,0.74296033
-0.3455595,-0.7332727,0.07892377,0.06389719,-0.060460173,-0.08707647,-0.1489432,-0.06446455,0.29772577
-0.38855264,-0.81951815,-0.015522675,-0.08131076,-0.19681138,-0.11862566,-0.12098563,-0.22320148,0.23508169
0.6497177,0.3492819,0.22046669,0.27175453,0.2320103,0.2581476,0.32281622,0.27101636,-0.29595724
-0.52854955,-0.8703486,0.06708137,0.015524364,-0.2747622,-0.18861705,-0.07441294,-0.14601913,-0.29566145
0.39796203,-0.13563296,-0.22680566,-0.09550521,-0.22323985,-0.04436152,-0.1955712,-0.28422418,-0.73500013
0.7211989,0.4229328,0.3025691,0.32175663,0.3534222,0.3490638,0.426771,0.35535327,0.2813698
0.052790683,-0.4953179,-0.005975418,0.0032743043,-0.07280514,0.032025393,-0.12838386,0.06540785,0.45507511
0.26929078,-0.31451917,0.24670342,0.11707971,0.055848587,0.21123649,0.09928264,-0.071001545,-0.790938
-0.27572787,-0.690168,0.07052042,0.04256045,0.08044476,0.17031525,0.01786206,0.058269445,0.36122867
-0.19752428,-0.632004,0.16417575,-0.0069087595,-0.016719196,-0.06482285,-0.0044894964,0.018199103,-0.26155764
0.13554822,-0.34346288,-0.3393116,-0.37043753,-0.47172847,-0.45178482,-0.5013512,-0.41576767,-0.98747855
-0.50540936,-0.7850752,-0.08390515,-0.083089374,-0.10868966,-0.2000935,-0.1446715,-0.16505139,-0.2819118
-0.48721766,-0.84204394,-0.15065409,-0.24516559,-0.36350238,-0.22485663,-0.28250146,-0.19258197,-0.021342438
-7.4870884e-05,-0.512714,0.04591761,-0.09133446,-0.059563912,-0.020249872,-0.005025658,0.08731172,0.022848291
0.33027098,-0.25678793,-0.049937412,0.014665925,0.011571982,0.059894335,0.1320907,0.051426653,0.6776153
0.47686353,-0.28863952,-0.21514392,-0.14463927,-0.119239494,-0.15256462,-0.060835272,-0.0781423,-0.60074556
0.7560639,0.54407156,0.5850861,0.59788394,0.59623754,0.5284052,0.6313411,0.6459564,0.5758985
-0.4052263,-0.7886208,-0.41963893,-0.30966336,-0.29580545,-0.3416139,-0.31794128,-0.36534795,0.284771
-0.31180018,-0.79196507,-0.08806981,-0.07091844,-0.19046743,-0.15106058,-0.109001465,-0.04440575,0.46499872
0.1775946,-0.39207995,0.1058437,0.11982572,0.10350554,-0.030702008,0.09746482,0.09587189,0.6890394
0.37797257,-0.17767395,-0.29750368,-0.18713585,-0.30337927,-0.21941738,-0.21781747,-0.16501044,-0.91953623
0.13611391,-0.45134452,0.23629339,0.32031316,0.27540788,0.28008255,0.29487282,0.37117952,0.12435591
