226Ra,IA,232Th,Raeq,Theq,Keq,IG,IB,40K
0.059402186,-0.4473286,-0.07170781,0.019537961,0.00015171431,-0.0072524673,0.013223937,0.01976259,0.7451921
0.2339729,-0.33795777,0.31985337,0.17112248,0.19197309,0.2953127,0.14211397,0.16070755,-0.35604337
0.07468264,-0.59562147,-0.01135626,0.01575853,-0.047338556,0.030403236,0.05568168,7.483084e-05,0.23047936
0.3859382,-0.2052734,0.018009823,0.10355241,0.10658613,0.041636553,0.13127501,0.08913914,0.6292987
0.0142098935,-0.5186867,-0.10180818,-0.14139612,-0.14591908,-0.14696385,-0.1305006,-0.11536033,0.031697623
0.23490635,-0.30380172,0.19673854,0.19593343,0.19835322,0.16896833,0.17178205,0.19031973,0.5210167
0.1743424,-0.37635797,-0.20383213,-0.1917769,-0.16486563,-0.15542917,-0.15701458,-0.15179217,-0.58621454
-0.20842628,-0.6488118,-0.21713744,-0.3217844,-0.31534934,-0.31823054,-0.28215486,-0.30631483,-0.49151394
0.46765262,-0.023100311,0.120825276,0.15699908,0.16513352,0.108856626,0.15131786,0.18634017,0.6393187
-0.20203531,-0.69199234,-0.11440239,-0.07912871,-0.015386166,-0.11864815,-0.043517087,-0.01372682,0.99053943
0.47743085,-0.058179423,0.18762423,0.20400727,0.25647742,0.16236028,0.2227937,0.23370104,0.629454
0.219389,-0.35886234,0.31044644,0.21254185,0.18841444,0.21479961,0.18501742,0.17405723,0.04884673
0.29318225,-0.26949838,0.06767841,0.12738796,0.12834907,0.09683685,0.1537989,0.105369285,0.56112736
0.27742857,-0.32426164,0.32641488,0.3069169,0.28446603,0.2776507,0.27510273,0.24009486,0.55665636
0.19842036,-0.29719833,-0.065164186,-0.19777,-0.14938244,-0.12397464,-0.15689248,-0.14251567,-0.8456955
-0.40124583,-0.80745685,-0.44129837,-0.48195276,-0.47835714,-0.48998508,-0.4032922,-0.48179495,-0.32325944
0.5017601,-0.011842096,0.31426775,0.31861407,0.30735424,0.27970168,0.2509027,0.31602722,0.70089406
0.27110454,-0.26658973,-0.1344122,-0.12070702,-0.13563794,-0.13536726,-0.13917872,-0.1689363,-0.799942
0.6863787,0.26692894,0.14997852,0.2670168,0.25499865,0.22355928,0.28903985,0.2616883,0.6914147
-0.2503557,-0.7136019,0.09751535,-0.03921034,-0.03948109,0.040587038,-0.06507512,-0.015941406,0.12974964
0.11464388,-0.42034492,-0.105210006,-0.064661436,-0.03906935,-0.050376784,0.0066825664,-0.036032833,0.41449463
0.47193533,-0.018018784,0.020204946,0.12719652,0.052364316,0.032072738,0.10913921,0.09488677,0.36798874
0.3267372,-0.20066802,0.010211829,-0.038972568,-0.028404314,-0.030097123,0.007516438,-0.014577007,-0.164991
0.4593471,0.1013154,0.2412607,0.22281553,0.29808658,0.23187424,0.25024977,0.23424049,0.5418518
0.2694464,-0.25327554,-0.020684563,0.03248289,0.042632964,0.06083522,0.07367292,0.10617713,0.54497457
0.7799259,0.54812276,0.49748397,0.502444,0.49283502,0.49585775,0.45458677,0.53291327,0.040483113
0.47497153,-0.0937783,-0.13644074,-0.061998826,-0.09414868,-0.13046142,-0.12446164,-0.089438364,-0.8873947
0.4824415,-0.010762477,-0.12464288,-0.07733852,-0.12971471,-0.093330055,-0.096442506,-0.11681432,-0.9320158
-0.35418397,-0.8000241,0.2913688,0.063798025,0.03327915,0.118379846,0.09785688,0.07469858,-0.3639927
0.5687655,0.19371966,0.22633193,0.26820937,0.27223536,0.2095099,0.21062201,0.23867145,0.5874967
0.3310779,-0.21360299,-0.22361274,-0.12700042,-0.11503255,-0.17434503,-0.12954175,-0.15880528,-0.53474367
0.3975554,-0.15489604,-0.1680154,-0.08742583,-0.1023349,-0.12651026,-0.09996943,-0.101872236,-0.42728114
-0.27021465,-0.73318195,-0.47313502,-0.4955073,-0.5001137,-0.5061219,-0.46391886,-0.45406133,0.028718011
-0.6372711,-0.91542715,-0.15898947,-0.13992906,-0.18022093,-0.11757795,-0.093533576,-0.17209941,0.7565741
-0.04386778,-0.58212423,-0.15869246,-0.17088066,-0.15304786,-0.1747003,-0.18616574,-0.14139602,0.023659213
0.40118515,-0.11931979,0.14172667,0.17322741,0.18068926,0.17863858,0.19431716,0.16900066,0.5689565
0.23649535,-0.34282425,-0.15196916,-0.03659311,-0.013570163,-0.09682067,-0.0057795877,-0.005263512,0.39857855
0.37179175,-0.24387155,-0.15520348,-0.2026072,-0.19852757,-0.12972565,-0.24244973,-0.19950789,-0.95756334
0.43393874,-0.06501931,0.23055515,0.24994811,0.2221075,0.3004469,0.26541662,0.2105387,0.5490606
0.46813124,-0.06549242,-0.16809244,-0.015657337,0.0269736,-0.048711833,0.000759231,-0.022063462,-0.040513124
0.15067275,-0.4149699,-0.2649516,-0.21906447,-0.20607236,-0.23721375,-0.25344443,-0.23814388,-0.7656095
0.52595097,0.09744709,0.19667858,0.2307001,0.27692768,0.21501175,0.23915401,0.21104378,0.71511066
0.025407724,-0.56936747,0.09190867,-0.0071422285,0.020920053,0.053745557,0.06953197,0.041156545,0.1774153
0.45881253,-0.03225196,-0.0039551975,0.04390978,0.10325097,-0.06817443,0.10286372,0.051435687,0.82823896
-0.36103094,-0.7670494,0.14421982,0.016973043,0.005738015,0.06252094,-0.00096668064,-0.0033520064,0.41642675
-0.27739075,-0.76391065,0.07300343,-0.016353229,-0.06274437,-0.0125852525,-0.015344837,-0.066314474,0.18276872
0.6466329,0.27813193,0.06971959,0.17687535,0.16426009,0.14743462,0.19327992,0.1690161,-0.44863003
-0.43259078,-0.82462025,-0.04824617,-0.17986435,-0.25292206,-0.20240895,-0.2076221,-0.2247249,-0.4895075
0.46886116,0.0034651095,-0.07903822,-0.033425048,-0.038294118,-0.0025599226,-0.043871786,-0.08857423,-0.7911124
0.651289,0.26999223,0.042864528,0.19270925,0.19648448,0.10038953,0.2038974,0.19703755,0.31812736
0.1714645,-0.36105418,0.05212268,0.056066032,0.015435236,0.101311244,0.043980803,0.10007821,0.43476546
0.17014721,-0.38810313,0.052695733,-0.06209632,-0.07337532,-0.0014769927,-0.0742822,-0.09591573,-0.5282296
-0.24959345,-0.72780085,-0.0216988,-0.08221678,-0.06272495,-0.019617923,-0.07319576,-0.072314255,-0.034762952
-0.42477155,-0.8483309,-0.11807336,-0.2929372,-0.29087713,-0.31599215,-0.30670828,-0.2715796,-0.43485218
