226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.39982146,-0.90231806,-0.82207435,-0.8065108,-0.80935884,-0.80856586,-0.80401313,-0.3990629,-0.7868205
-0.5351206,-0.9125294,0.15669705,-0.7615821,-0.75668573,-0.80101377,-0.7490952,-0.532056,-0.7254209
-0.8760788,-0.88062906,-0.55971265,-0.8604,-0.85850084,-0.86188954,-0.85584843,-0.87643296,-0.85073376
-0.5487571,-0.9353142,-0.73425806,-0.85400933,-0.8504398,-0.8462168,-0.8448237,-0.5606926,-0.8367411
-0.8892189,-0.83609676,0.43986416,-0.75131243,-0.7580419,-0.77489626,-0.74184257,-0.88249844,-0.7222571
-0.6455236,-0.858668,0.7853365,-0.6989316,-0.69690007,-0.776386,-0.6770159,-0.6390037,-0.6551773
-0.1763968,-0.8211622,0.61269534,-0.58642846,-0.58287346,-0.7107619,-0.5653841,-0.17194606,-0.53112704
-0.03957318,-0.8201516,0.6556068,-0.55130893,-0.5476219,-0.70227367,-0.5292313,-0.03072567,-0.48924237
-0.7073333,-0.7066441,-0.31092232,-0.6724994,-0.6796472,-0.67663753,-0.66195065,-0.70530707,-0.6550321
-0.3831458,-0.8612775,0.73607,-0.65025115,-0.6524195,-0.7625946,-0.6282531,-0.37131372,-0.60266894
-0.43046325,-0.54982716,0.5266475,-0.42771104,-0.42480704,-0.40756735,-0.4054761,-0.4258434,-0.38707408
-0.32593128,-0.91437936,-0.77361506,-0.79335386,-0.78804857,-0.78905386,-0.7960743,-0.34061545,-0.7705494
-0.6018459,-0.6646636,0.037665326,-0.59636384,-0.5973239,-0.584277,-0.5748348,-0.6012418,-0.5690808
-0.45424396,-0.85853285,0.8582757,-0.64662653,-0.6440893,-0.7489194,-0.62724394,-0.4412469,-0.5985471
-0.89729166,-0.87926614,-0.37448668,-0.8533643,-0.8570137,-0.85282236,-0.84377766,-0.8972345,-0.8434917
-0.4227606,-0.7022208,0.5475638,-0.54025775,-0.53161925,-0.5938494,-0.5261838,-0.4172247,-0.4956878
-0.3764169,-0.92891365,-0.77649444,-0.8145881,-0.81190133,-0.8142926,-0.81309146,-0.38223886,-0.7911969
