226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.412302,-0.88964325,-0.7937215,-0.7919389,-0.7925248,-0.7952612,-0.79129535,-0.4112584,-0.7733839
-0.6128463,-0.9195935,0.16709848,-0.77976054,-0.7772833,-0.8119709,-0.7662441,-0.609107,-0.7526663
-0.8617693,-0.8570457,-0.39717647,-0.83418465,-0.8283548,-0.83334035,-0.82391924,-0.8650881,-0.81540287
-0.5848401,-0.936967,-0.6733253,-0.8573792,-0.85190874,-0.84951216,-0.8453978,-0.5942054,-0.83840805
-0.87985015,-0.83557135,0.41666117,-0.7432922,-0.7522038,-0.76264095,-0.7250419,-0.8784227,-0.71153945
-0.7144,-0.87200224,0.74933314,-0.72519475,-0.72605264,-0.794059,-0.70142984,-0.7132714,-0.68488204
-0.24651626,-0.82486904,0.6055637,-0.6008751,-0.59932894,-0.7219883,-0.58308345,-0.24002662,-0.5517115
-0.08989113,-0.8277175,0.6022451,-0.57157844,-0.56905675,-0.7146726,-0.5568569,-0.07965374,-0.5191708
-0.6831281,-0.70520955,-0.21342342,-0.6609904,-0.6686329,-0.66313106,-0.6384852,-0.6862501,-0.63439864
-0.43550825,-0.87161756,0.71939504,-0.66982377,-0.6729052,-0.7864199,-0.6492212,-0.43026745,-0.62882835
-0.47685677,-0.586996,0.4553933,-0.46975484,-0.4737599,-0.45935112,-0.44682315,-0.47481102,-0.42833835
-0.32584506,-0.9220199,-0.78483474,-0.8004002,-0.79178756,-0.7912033,-0.80495095,-0.329883,-0.7755054
-0.52759784,-0.63024515,0.13880342,-0.5511312,-0.55297077,-0.54733384,-0.5290033,-0.5282237,-0.5166377
-0.5426844,-0.8674369,0.832029,-0.6776537,-0.67698205,-0.77325755,-0.6591138,-0.5380738,-0.63663304
-0.86583316,-0.8679491,-0.33909008,-0.83811486,-0.8376075,-0.82777435,-0.8213482,-0.86872625,-0.8182404
-0.43372843,-0.6314274,0.45420754,-0.4983957,-0.4988285,-0.51519424,-0.48150688,-0.43218008,-0.4570301
-0.4149873,-0.9386491,-0.72402203,-0.82239336,-0.817906,-0.81713194,-0.81856,-0.4174089,-0.80258
-0.85934496,-0.82529217,-0.38234472,-0.80280477,-0.8015485,-0.8134755,-0.7794186,-0.86941314,-0.7868754
-0.18025184,-0.83732164,0.67952734,-0.5919828,-0.5922143,-0.7274042,-0.5786543,-0.16635361,-0.5482437
-0.4230721,-0.8843843,0.560059,-0.6853218,-0.67428154,-0.7566314,-0.6708991,-0.4183472,-0.6455969
-0.07517498,-0.6662578,-0.07523719,-0.5180744,-0.50465447,-0.4966894,-0.50946254,-0.085278995,-0.4621518
-0.7972187,-0.78330135,0.36012718,-0.6944878,-0.70086265,-0.70783174,-0.6661997,-0.7972455,-0.6670406
-0.6950895,-0.95902914,-0.06472086,-0.85321337,-0.85030746,-0.8649144,-0.84027594,-0.69573295,-0.83082944
-0.027567105,-0.75049376,0.050540205,-0.5298008,-0.53030473,-0.5491118,-0.5143249,-0.03503365,-0.47713766
-0.16423197,-0.9086123,-0.79842263,-0.74957514,-0.73748875,-0.72526073,-0.75894374,-0.17033923,-0.7247027
-0.77248156,-0.83276534,0.39195174,-0.7175936,-0.70343345,-0.7231882,-0.6965394,-0.7844636,-0.67262125
-0.22866303,-0.8292277,-0.5104733,-0.6820503,-0.6900268,-0.66088766,-0.6780031,-0.22276986,-0.6519538
-0.3750227,-0.8733666,0.43272722,-0.6753229,-0.6675399,-0.7621392,-0.6637462,-0.36838374,-0.6351394
-0.8111714,-0.831502,0.46011293,-0.7247342,-0.7231867,-0.7439107,-0.69652885,-0.81606704,-0.69146174
-0.3962806,-0.8972956,-0.78642666,-0.7921627,-0.79377526,-0.7916038,-0.7927161,-0.3946958,-0.7719181
-0.53015727,-0.9277797,0.19285512,-0.7668153,-0.76081747,-0.7734259,-0.7530243,-0.5270465,-0.73700404
-0.80192524,-0.68493986,-0.13548946,-0.6488146,-0.6624862,-0.6511403,-0.63523996,-0.80591244,-0.62561494
-0.31482098,-0.9189802,-0.76212215,-0.7937542,-0.7894167,-0.7818915,-0.7936863,-0.32023886,-0.76560783
-0.31820434,-0.8523882,0.42974326,-0.65034187,-0.6423281,-0.7385786,-0.6374979,-0.31480336,-0.60259336
-0.43281886,-0.91158175,-0.7717159,-0.80567163,-0.80397075,-0.7981617,-0.80407333,-0.43424076,-0.78554136
-0.77823603,-0.848636,0.675275,-0.717999,-0.72212213,-0.7656819,-0.691198,-0.77671117,-0.68510824
-0.41808605,-0.782247,0.9745699,-0.556571,-0.537026,-0.6880913,-0.5408452,-0.4154664,-0.51095337
-0.49023142,-0.6825197,0.42385513,-0.54244035,-0.5469141,-0.5586103,-0.52504414,-0.4869167,-0.5052575
-0.29950044,-0.65401703,0.5294005,-0.47870642,-0.48089445,-0.52392787,-0.4605615,-0.29228655,-0.43874192
-0.9447587,-0.89378995,0.5060845,-0.81510127,-0.81335336,-0.8200431,-0.79791,-0.9453921,-0.7852076
-0.67357767,-0.9317755,0.13030976,-0.80688095,-0.8068918,-0.8252992,-0.79239106,-0.6698872,-0.78509504
-0.028041437,-0.73990905,0.070792094,-0.5294447,-0.51296693,-0.5427023,-0.52854323,-0.040391978,-0.47000012
-0.7750058,-0.7863213,0.07536546,-0.700111,-0.7040969,-0.72004765,-0.6850318,-0.78573525,-0.6653323
-0.26834682,-0.8306683,0.78917706,-0.593071,-0.5921599,-0.7252149,-0.578547,-0.25888434,-0.5466276
-0.8602154,-0.885385,0.805213,-0.75776553,-0.7567674,-0.7818819,-0.7374009,-0.85890967,-0.7230306
0.76907897,-0.15373276,0.03894829,0.06582375,0.09165515,0.08895649,0.055843882,0.761635,0.13737123
-0.493472,-0.74229264,-0.389809,-0.65537816,-0.66181034,-0.6501388,-0.6476576,-0.49001652,-0.62642145
-0.41183132,-0.9246864,-0.6832837,-0.8065197,-0.80507797,-0.8110064,-0.80460954,-0.41108453,-0.7858941
-0.45450008,-0.8957618,-0.59398216,-0.7792045,-0.7772023,-0.77960473,-0.77683556,-0.45365664,-0.7549385
-0.35514945,-0.91547596,-0.8008114,-0.7951836,-0.7911106,-0.7849256,-0.79684293,-0.35643858,-0.7762013
-0.40087813,-0.8347795,0.8625308,-0.61451083,-0.611779,-0.7318152,-0.60121256,-0.39034614,-0.5680714
-0.8878822,-0.8368906,-0.31276673,-0.80817103,-0.81856817,-0.81168705,-0.787669,-0.889479,-0.7968982
-0.5255543,-0.84985185,-0.01942872,-0.7169704,-0.71688646,-0.7497186,-0.7068108,-0.52254295,-0.6848303
0.95289785,0.4678237,0.01443863,0.5596039,0.5633136,0.576084,0.53927374,0.951278,0.5877174
-0.91368467,-0.86175025,0.46953762,-0.77333295,-0.7774391,-0.7809604,-0.74988955,-0.9140124,-0.7435047
-0.8074183,-0.9057888,0.17851515,-0.81122416,-0.8173728,-0.82314175,-0.79004705,-0.8066736,-0.7909796
-0.48416567,-0.9096596,0.38754928,-0.72819495,-0.72116697,-0.7555479,-0.7134466,-0.48239928,-0.69042265
-0.8094466,-0.9405332,-0.6018069,-0.8935555,-0.888984,-0.89619094,-0.8847045,-0.8157212,-0.876964
-0.544804,-0.79254216,-0.44308734,-0.70793134,-0.71535987,-0.7002266,-0.7031239,-0.53898424,-0.6799095
-0.3683261,-0.91802627,-0.8061723,-0.7997796,-0.79513335,-0.79371595,-0.8028126,-0.36817127,-0.7809898
-0.39006752,-0.92668784,-0.80051863,-0.80982643,-0.8084737,-0.8058684,-0.8115217,-0.38710228,-0.7919093
-0.46207052,-0.8709495,0.81960315,-0.66863316,-0.67039514,-0.7571617,-0.64651304,-0.4568415,-0.62573516
-0.63554394,-0.90708834,0.17878848,-0.7735373,-0.7758257,-0.77902555,-0.7589567,-0.6314807,-0.7446046
-0.15338117,-0.82342553,0.7176423,-0.56727195,-0.5634628,-0.7230683,-0.54860485,-0.1434731,-0.5180349
-0.81419533,-0.8048516,-0.14278023,-0.75493866,-0.76354724,-0.751098,-0.7331132,-0.81399345,-0.7387367
-0.26945493,-0.8992739,-0.7807299,-0.76339966,-0.7450911,-0.7600557,-0.7741941,-0.27489448,-0.7376897
-0.8428714,-0.8397628,0.7388795,-0.7201185,-0.72670907,-0.7567568,-0.6944698,-0.8404597,-0.68814695
0.40516487,-0.63880694,-0.32495633,-0.38545623,-0.3893408,-0.34509528,-0.38940278,0.4062137,-0.3377233
-0.7397488,-0.8172174,-0.30662885,-0.7689801,-0.77034134,-0.7630239,-0.7500535,-0.7438279,-0.74774444
-0.92682624,-0.9258768,-0.8312118,-0.9174508,-0.91598547,-0.9240097,-0.91346484,-0.92991227,-0.90914136
-0.71176016,-0.8844859,-0.33799773,-0.8202798,-0.8130276,-0.81028503,-0.8052723,-0.7194135,-0.7936003
-0.8809072,-0.84782386,-0.08640938,-0.79180926,-0.80098826,-0.80083764,-0.77333534,-0.8827552,-0.7728296
-0.76516646,-0.84115636,-0.13611394,-0.77115816,-0.7740959,-0.7765391,-0.75301373,-0.76563334,-0.7507673
-0.31506893,-0.847448,0.18380497,-0.66491413,-0.6508782,-0.65280044,-0.6470373,-0.32331994,-0.61346483
-0.88546574,-0.8779742,0.05923151,-0.8083968,-0.820265,-0.8122091,-0.78584534,-0.8847356,-0.7906473
-0.4214929,-0.61254424,0.4471913,-0.4858739,-0.48862058,-0.4836115,-0.4632501,-0.41845042,-0.44396117
0.9358204,0.27633214,0.10669438,0.43887627,0.44669554,0.39481893,0.4149496,0.93364406,0.4703016
-0.93400747,-0.9694158,-0.8891803,-0.95324683,-0.95006627,-0.9557481,-0.94833946,-0.93858373,-0.94583106
-0.6648557,-0.92586064,0.20919277,-0.7913889,-0.7914876,-0.8044662,-0.7777992,-0.6599833,-0.76514935
-0.69414896,-0.9633946,0.09160407,-0.8515849,-0.85025215,-0.8492051,-0.83403987,-0.6939927,-0.83186066
-0.5877752,-0.9496845,0.07246291,-0.81559336,-0.8058443,-0.8277547,-0.8004204,-0.59068525,-0.787645
-0.3593727,-0.75076485,0.513035,-0.5681083,-0.56208473,-0.64394754,-0.55193573,-0.35775104,-0.5230315
0.30922124,-0.59787804,0.1589632,-0.35909644,-0.3512826,-0.35416317,-0.34445417,0.2983173,-0.29816574
-0.35944787,-0.91399103,-0.88601905,-0.8132468,-0.8143951,-0.80997896,-0.81545275,-0.35636216,-0.80187106
-0.35776547,-0.9359638,-0.77147716,-0.816246,-0.80884755,-0.7990814,-0.8201414,-0.35814852,-0.79527694
-0.11384219,-0.8147385,0.63343745,-0.5669611,-0.564768,-0.7219097,-0.54570335,-0.10955055,-0.51296973
-0.7849789,-0.7810545,0.41413644,-0.68799937,-0.68581575,-0.7244067,-0.665301,-0.7858549,-0.65429914
-0.116936795,-0.80970836,0.5819148,-0.5603104,-0.55860746,-0.7139658,-0.54183763,-0.10816062,-0.50890094
-0.67371196,-0.9110265,-0.45870632,-0.8370719,-0.82949185,-0.82336855,-0.8230578,-0.68462914,-0.81035095
-0.72524303,-0.84010327,0.5868724,-0.7073925,-0.71486807,-0.7743239,-0.6806981,-0.7222265,-0.67995536
-0.82239884,-0.79294574,-0.24089009,-0.7570921,-0.7563438,-0.76831543,-0.7373312,-0.8315949,-0.735899
-0.43649215,-0.58441263,0.4709986,-0.46603382,-0.47270957,-0.46339703,-0.43971294,-0.43228927,-0.4273106
-0.3558877,-0.9126989,-0.76411647,-0.7901468,-0.78593236,-0.78404146,-0.7901405,-0.35727948,-0.7669909
-0.7066784,-0.95071656,-0.5015455,-0.88782465,-0.87684083,-0.8850987,-0.8794633,-0.71970385,-0.8648043
-0.96280974,-0.9078381,0.6975882,-0.8281071,-0.8278951,-0.83613074,-0.8135651,-0.9625108,-0.794191
-0.7001909,-0.9437025,0.20393993,-0.8120339,-0.8134251,-0.8146282,-0.79633665,-0.69244784,-0.7941858
-0.31320107,-0.8585925,0.41507968,-0.6543461,-0.65075123,-0.7460997,-0.6382118,-0.3075923,-0.6126838
-0.39493904,-0.87981343,0.600845,-0.67020005,-0.66785717,-0.7699711,-0.65175104,-0.3886757,-0.62943286
-0.3446338,-0.83257824,0.5747998,-0.6268828,-0.6256912,-0.7454877,-0.6086744,-0.341446,-0.5809392
-0.6906842,-0.9669582,0.070346095,-0.84833306,-0.8421957,-0.8461822,-0.8353141,-0.6913434,-0.8249792
-0.51294,-0.9203269,0.24018213,-0.755657,-0.7514191,-0.78113145,-0.74297583,-0.50938195,-0.7225708
-0.8389417,-0.8363077,-0.053230457,-0.77440107,-0.7849319,-0.7832527,-0.7542416,-0.8369148,-0.7551131
-0.5017329,-0.6114022,0.039642207,-0.5292413,-0.53590065,-0.5215101,-0.5135493,-0.49902403,-0.4922624
-0.53032583,-0.6508612,-0.2293234,-0.59675205,-0.5963773,-0.6062924,-0.57359284,-0.5451385,-0.56649876
0.4781595,-0.5076419,-0.07095835,-0.24680477,-0.23960996,-0.21324186,-0.2500163,0.47496653,-0.19402714
-0.29237166,-0.91701984,-0.80070853,-0.7826976,-0.77815276,-0.7801585,-0.7878906,-0.29073235,-0.76306254
-0.31871513,-0.9207249,-0.81257963,-0.7936912,-0.79106635,-0.79782164,-0.7970608,-0.31719822,-0.77463394
0.3047112,-0.8441119,-0.6050592,-0.60840935,-0.6065789,-0.5809041,-0.6128584,0.30268046,-0.5650516
-0.6593709,-0.7978331,-0.024512457,-0.7069802,-0.7121116,-0.7320253,-0.68783945,-0.65802604,-0.68503195
