226Ra,IA,232Th,Raeq,Theq,Keq,IG,IB,40K
0.6991606,0.34663698,0.515797,0.51462585,0.5182385,0.57975996,0.4984146,0.49039435,-0.06583893
0.3749976,-0.1649951,-0.21133576,-0.15706883,-0.17139249,-0.16467832,-0.21288438,-0.17235096,-0.87676144
0.34335923,-0.19749768,0.34247243,0.35801947,0.35171682,0.25999102,0.36138803,0.34785315,0.51866037
0.103059486,-0.4582877,-0.008547458,0.0242176,0.012918586,-0.019002503,0.017416405,0.017753841,0.790541
0.13986272,-0.4248495,0.26835346,0.15614216,0.15782887,0.25716415,0.15798546,0.14635018,-0.15855269
0.21156858,-0.3183629,-0.060740795,0.049889434,0.048855204,-0.030121531,0.083404064,0.06395696,0.8799996
-0.11885105,-0.65929806,0.12875196,0.038909983,0.04231859,0.1023766,0.036905482,0.024583861,0.11239977
-0.45552084,-0.84744585,-0.050467715,-0.25429276,-0.26724684,-0.2894109,-0.2888969,-0.28914824,-0.5531939
0.42903316,-0.07463784,-0.046136886,0.11601305,0.1088217,0.1573168,0.11376004,0.1343046,0.77098763
0.24845594,-0.30006245,-0.1572015,-0.028009381,-0.024868261,-0.011792812,-0.02475495,-0.018074578,0.2528533
0.5264918,0.04827477,0.04353345,0.17038698,0.16262616,0.18193744,0.17677948,0.18845224,0.7701603
-0.36224106,-0.8062118,0.14067325,-0.041941322,-0.039120153,-0.032222074,-0.044485107,-0.06904276,-0.24192418
0.43364275,-0.0716983,0.048546646,0.08528391,0.09361338,0.055715084,0.087066546,0.07995606,0.1865555
-0.25791526,-0.77356577,-0.14259528,-0.27855474,-0.28356797,-0.26494747,-0.2784993,-0.28341183,-0.42696768
-0.27920866,-0.7626136,-0.38335374,-0.34962082,-0.34975216,-0.34514403,-0.33784914,-0.33955076,-0.33842346
0.3485076,-0.1939282,0.08300388,0.074834354,0.06929263,0.14289278,0.059863243,0.07035172,-0.22850427
0.12178947,-0.44569662,0.13600805,0.13949668,0.12588395,0.12265626,0.12875877,0.13428725,0.6946459
-0.53396976,-0.8714506,-0.028940396,-0.06152581,-0.07496569,-0.0418979,-0.060966313,-0.07188708,0.619768
0.4076747,-0.123956256,0.036970496,0.1117728,0.10836882,0.06874203,0.11009423,0.11806923,0.5453541
0.040001687,-0.54579186,-0.23914033,-0.15063775,-0.15454102,-0.13506001,-0.13342074,-0.12548636,0.0066027166
0.34619033,-0.17857866,-0.005930752,0.10500035,0.11676909,0.09792457,0.14647909,0.11885371,0.5571796
0.43354398,-0.08216354,-0.1661657,-0.09874975,-0.1153883,-0.09880955,-0.14336884,-0.106289804,-0.8151043
0.14968966,-0.39655957,-0.20555207,-0.1511952,-0.15125826,-0.13970514,-0.1384991,-0.13599244,-0.21611673
0.29302937,-0.26625106,0.026575467,0.015947733,0.014982054,0.034891274,-0.035496492,-0.017130286,-0.48609415
-0.2434055,-0.72495687,0.07381367,0.03862454,0.046627846,0.093841515,0.054822445,0.03450602,0.44519705
0.36677662,-0.16499372,-0.015311113,-0.013153642,-0.021493219,-0.0063693724,-0.05713931,-0.030156583,-0.6498435
0.13026488,-0.44743887,-0.085288525,-0.022553299,-0.02852391,0.024958838,-0.053982385,-0.036752004,0.33054352
-0.3001781,-0.7650928,0.11690147,0.01919515,0.025016148,0.04288056,0.031672772,0.0073539894,0.14159326
0.21604222,-0.34508854,0.24875778,0.15894237,0.16964681,0.22945668,0.17507221,0.15519278,-0.12353327
-0.52171344,-0.8928331,-0.3863297,-0.5360148,-0.53528744,-0.5628387,-0.55446255,-0.54689515,-0.7910361
-0.49864957,-0.875848,0.039706834,-0.09453004,-0.08014901,-0.028373437,-0.05018495,-0.097413555,0.05911595
0.30702555,-0.26004153,-0.14888877,-0.0029516423,-0.0068730395,0.007825894,0.0002515231,0.01486151,0.4125526
0.4095325,-0.105553195,0.13942966,0.21494333,0.20855987,0.098685004,0.1927012,0.2051101,0.5098062
0.15538728,-0.4356234,-0.10182268,-0.03729408,-0.036704637,-0.054859586,-0.033122152,-0.031331643,0.20052066
0.41207093,-0.1339071,-0.006580786,0.0637315,0.08127305,0.019878758,0.080993935,0.067973934,-0.0040823403
0.43649063,-0.06935421,-0.0005674685,0.13377628,0.12758468,0.04538921,0.12952161,0.13939525,0.6415328
0.86564887,0.72655725,0.5014345,0.52571106,0.51699144,0.55565876,0.5133453,0.516985,-0.12910415
-0.4545556,-0.8365802,-0.154088,-0.09388293,-0.113146566,-0.14116697,-0.0873628,-0.103013285,0.87875175
-0.00092850596,-0.5474578,-0.009753182,0.03665442,0.024511857,0.054467816,0.03859153,0.04463635,0.7934625
0.31032565,-0.22739808,-0.15623093,-0.14895797,-0.1566348,-0.13883337,-0.19802907,-0.1598927,-0.7811135
-0.43115532,-0.83654785,-0.3541742,-0.50164306,-0.50278324,-0.53324443,-0.51700234,-0.51067865,-0.75682676
0.3581788,-0.16762649,-0.12637988,-0.07765862,-0.09241624,-0.06938264,-0.11304247,-0.08178929,-0.74522024
0.17812715,-0.4478539,-0.0764093,0.016185468,0.0070782965,-0.017506475,0.018833322,0.019896556,0.80131716
0.37152606,-0.15361506,-0.22912169,-0.17179665,-0.16489471,-0.16251984,-0.20365626,-0.17881544,-0.85652834
0.23875438,-0.35275492,-0.2512819,-0.22851713,-0.23181275,-0.24427567,-0.24939828,-0.22696975,-0.7021241
0.22172287,-0.3589043,-0.13423534,-0.046334073,-0.04271204,-0.058454614,-0.035373874,-0.035221018,0.07744131
0.47957423,-0.0028767954,0.0069473824,0.11466927,0.1057477,0.11052709,0.10026517,0.1210396,0.65343547
-0.14750725,-0.66240025,-0.10748387,-0.010998505,-0.030224742,-0.06599391,0.0038251458,-0.0046536517,0.92731977
0.34602806,-0.17771347,-0.15813363,-0.14157106,-0.15428305,-0.13370132,-0.19018298,-0.1562884,-0.79205287
0.12723202,-0.45553142,0.23698795,0.21656469,0.21396668,0.23708488,0.22134025,0.21139817,0.3288466
0.23999776,-0.33930212,-0.012095312,0.059709687,0.0483663,-0.014915833,0.043150824,0.05635945,0.34988683
0.8981144,0.81244254,0.061771728,0.25728086,0.25919616,0.3985353,0.27260566,0.29312363,-0.6099248
0.58338714,0.18804461,0.18438728,0.23314363,0.22767654,0.23047699,0.22685538,0.23000345,0.23821642
0.25744465,-0.30521727,-0.03729545,0.03996125,0.0384368,-0.009044967,0.028901983,0.036142178,0.34448174
0.8975983,0.8023041,0.5431411,0.5717697,0.56127274,0.56907344,0.551456,0.56448215,-0.11689819
0.26085618,-0.32390445,0.22921436,0.18025969,0.17922714,0.20456593,0.14863937,0.14781554,-0.03759342
-0.1372987,-0.6542828,0.06226087,0.044647463,0.042229414,0.073934786,0.049094763,0.04164269,0.73877954
-0.04681484,-0.6064322,0.13839711,0.07600545,0.06846063,0.1350605,0.060445093,0.061082754,0.38858008
-0.27756652,-0.748955,0.05979405,0.07138735,0.04710123,0.12991993,0.0678129,0.06660091,0.7528364
0.33893958,-0.21892782,-0.16448435,-0.12422773,-0.1278749,-0.11728001,-0.15948173,-0.13134862,-0.608889
-0.07215038,-0.62005156,-0.31181404,-0.15230718,-0.16092052,-0.15126975,-0.13687198,-0.12992398,0.23625655
-0.48051235,-0.8564429,0.10628933,-0.13395172,-0.117730096,-0.08610533,-0.08871661,-0.14109516,-0.35251635
0.27686167,-0.28441414,-0.13449316,-0.09355028,-0.09773569,-0.112163715,-0.11211066,-0.09538639,-0.6640545
-0.08957818,-0.647815,0.2289756,0.1726643,0.17624198,0.18129238,0.18724322,0.16158675,0.29787394
0.25451815,-0.29966488,-0.20580254,-0.11126439,-0.101073764,-0.064743035,-0.10198877,-0.09942117,-0.19756511
0.76562905,0.49301624,0.30244303,0.3749731,0.3815194,0.2857803,0.3855544,0.3746444,0.19090867
0.7248093,0.43185642,0.4436937,0.45044145,0.4390488,0.49507135,0.43506122,0.43906373,-0.07585057
-0.2551041,-0.724164,0.038838208,0.023082213,0.01957713,0.01341099,0.023839716,0.005477576,0.58395076
0.42943716,-0.08960251,0.0027746554,0.120114975,0.11635057,0.05461414,0.13096873,0.13765387,0.6637809
0.3212298,-0.22666095,-0.15160815,-0.1131642,-0.12655367,-0.107405506,-0.14389926,-0.126456,-0.7605758
0.40128714,-0.122354425,-0.08635205,0.025524272,0.028896188,0.08157043,0.031845164,0.043298017,0.07868118
0.24670516,-0.32633242,0.14449957,0.1854767,0.16201295,0.1389936,0.16384561,0.16760473,0.3603693
0.12089248,-0.45205688,0.27076325,0.18402562,0.1802774,0.20257309,0.1678794,0.15910196,-0.24022442
-0.47692826,-0.86184245,-0.5494621,-0.5872755,-0.5915598,-0.6132934,-0.599199,-0.58801824,-0.79170436
0.76474625,0.49480423,0.25536215,0.33165675,0.33705685,0.35324898,0.32770625,0.3296257,-0.1051235
-0.57780915,-0.8889278,-0.12584856,-0.09538533,-0.120586626,-0.060852908,-0.07008495,-0.09031183,0.7306963
0.9877561,0.9851585,0.66936624,0.73256576,0.7308035,0.8100631,0.7408545,0.74972856,-0.21841033
0.3841874,-0.14849356,0.074355714,0.057141367,0.047831137,0.058659263,0.01527125,0.039845347,-0.5420917
0.29801077,-0.26111823,0.053902775,0.09485838,0.09218035,0.14250374,0.08048644,0.089042716,0.20469847
0.20932993,-0.36703086,-0.046556074,0.04410612,0.021661364,0.13751931,0.010193858,0.04621369,0.7130592
-0.008763998,-0.55128515,0.18660475,0.14337716,0.1534081,0.17346281,0.160998,0.13417117,0.29009268
0.006356243,-0.5685092,-0.11208835,-0.08677024,-0.101906165,-0.0888338,-0.09381506,-0.08820613,0.36307305
0.44230103,-0.060361248,0.025737917,0.12514028,0.12929252,0.065841794,0.14408922,0.13341413,0.7209945
-0.17692962,-0.70832646,-0.42659518,-0.29446238,-0.2739796,-0.29200977,-0.22527237,-0.24858588,0.12856096
0.215448,-0.37239212,0.30770305,0.30649123,0.30332518,0.2940855,0.29421365,0.28960782,0.43269274
-0.1859245,-0.6863651,0.031801697,-0.114234254,-0.106680095,-0.023199886,-0.09303345,-0.11185711,-0.15159662
-0.5154394,-0.87863463,0.009152106,-0.30580813,-0.2937521,-0.29852933,-0.2812773,-0.322763,-0.5821347
0.4800583,-0.020636683,0.015056669,0.13296026,0.12880704,0.076768406,0.13714206,0.14859928,0.56946075
-0.4391434,-0.8372076,-0.25553778,-0.39148498,-0.3924257,-0.4506592,-0.40583742,-0.4102606,-0.60631275
-0.64238095,-0.92800546,0.070692375,-0.22964673,-0.19839874,-0.1632417,-0.15478967,-0.23555598,-0.45485887
-0.18407454,-0.6806257,-0.081016,0.0040477826,-0.010675061,-0.0010639854,0.0056800744,0.0067077274,0.9098924
0.45050725,-0.06832844,-0.042818557,0.09165826,0.07881711,0.009649932,0.0853809,0.10135475,0.49348867
0.22548187,-0.34828246,0.29256636,0.2744279,0.27968654,0.2831748,0.26632455,0.25790173,0.20859317
0.2172225,-0.34988067,0.339851,0.31479788,0.3065136,0.3450879,0.30701068,0.30751354,0.26007205
0.30224752,-0.24547502,-0.24369124,-0.20395029,-0.20649458,-0.1924546,-0.2258336,-0.20311981,-0.8690187
0.13356344,-0.44488955,-0.026265832,0.07212512,0.059953265,0.062177017,0.070123926,0.07704605,0.90808886
-0.4186728,-0.8328171,0.050259538,-0.20932834,-0.18971941,-0.22768594,-0.17438321,-0.2148948,-0.3481014
0.34323454,-0.22056535,-0.01183986,0.099971615,0.10526902,0.06653175,0.12389554,0.115729325,0.81298846
0.1057434,-0.45767856,-0.19917855,-0.122230455,-0.117622234,-0.1095889,-0.10106282,-0.102235384,-0.064006165
0.32448974,-0.22190079,-0.22116335,-0.15354553,-0.15340173,-0.15346512,-0.18157025,-0.15929648,-0.86641675
0.652821,0.28195205,0.15779677,0.25771904,0.2558733,0.17916329,0.2394536,0.2556306,0.23472004
-0.016069965,-0.5833501,0.25603935,0.12189731,0.1559566,0.1989615,0.15523787,0.11308406,0.010566009
0.3692563,-0.17174327,-0.21232861,-0.17742816,-0.18744263,-0.1924511,-0.22678383,-0.19051746,-0.8550223
0.05079315,-0.51433754,0.06299552,0.07106498,0.07057643,0.038771067,0.07046645,0.06345866,0.62387717
0.303691,-0.27081236,-0.2597644,-0.22367576,-0.2227311,-0.23733275,-0.2613737,-0.23195906,-0.8089773
-0.1905234,-0.6923237,-0.07028372,-0.21039501,-0.19970891,-0.22364812,-0.2133608,-0.22942647,-0.5321451
0.32898495,-0.20524289,-0.14194101,-0.11552286,-0.11649556,-0.06599304,-0.13484885,-0.11609347,-0.626793
0.15021104,-0.4003855,0.03935701,0.0989241,0.09042338,0.04213901,0.10841191,0.10528834,0.8162904
-0.45717978,-0.85427916,-0.317998,-0.46641028,-0.46115625,-0.4811626,-0.47478965,-0.47469223,-0.70838714
