226Ra,IA,232Th,Raeq,Theq,Keq,IG,IB,40K
0.81274,0.60998964,0.52495575,0.5532762,0.5514431,0.60057443,0.5366971,0.5429777,-0.25065565
0.2996376,-0.21832198,-0.18043542,-0.172882,-0.19211872,-0.19378948,-0.21907252,-0.18411416,-0.8362827
0.21402542,-0.3484542,0.34857,0.33227235,0.31667542,0.28522396,0.32005486,0.32466403,0.50552136
0.17124966,-0.38312748,-0.037695184,0.019543497,0.02220771,-0.08022791,0.029817663,0.034434535,0.82656544
0.087260656,-0.4701916,0.2568656,0.11535814,0.10534817,0.2205626,0.10926209,0.109104924,-0.30899996
0.2808319,-0.2474138,-0.03250966,0.074796796,0.088450655,-0.04041399,0.10505508,0.101999186,0.8439822
-0.22572531,-0.7216505,0.12806946,0.011471935,0.0042031286,0.071282975,-0.003949821,-0.0046266667,0.13725398
-0.437088,-0.8294766,-0.10518964,-0.29495806,-0.31777006,-0.3368053,-0.3429105,-0.33157936,-0.6010382
0.4365108,-0.047808517,-0.011825349,0.1288271,0.13063133,0.12708361,0.12912345,0.1504438,0.7666931
0.34967396,-0.17056124,-0.042210594,0.054961916,0.050307438,0.04569256,0.051598974,0.062318467,0.23575228
0.5338758,0.07079138,0.05884934,0.15987366,0.16145335,0.17999665,0.16542803,0.1815566,0.7553813
-0.40026084,-0.8134179,0.05562217,-0.1074749,-0.112665005,-0.10125081,-0.115163445,-0.13199985,-0.2601819
0.49245936,0.025150612,0.08424968,0.14881699,0.15040316,0.09806961,0.13207778,0.14140435,0.2610901
-0.33400118,-0.79664314,-0.28405663,-0.37250912,-0.38259482,-0.39399627,-0.38183275,-0.3761107,-0.5045704
-0.28216338,-0.7558383,-0.36948836,-0.3497846,-0.36106917,-0.36513358,-0.3487688,-0.3455053,-0.40920553
0.3454879,-0.18695094,0.09029507,0.050900824,0.044815227,0.13388132,0.040219728,0.053742737,-0.32531163
0.057293337,-0.49681738,0.119452216,0.11029658,0.09994497,0.09455912,0.10952145,0.11749407,0.74928784
-0.6128043,-0.90152615,-0.13781425,-0.16253218,-0.17985845,-0.16988395,-0.17697626,-0.17128104,0.5215866
0.35598776,-0.16274494,0.010997295,0.09060943,0.093449965,0.053360976,0.091757834,0.10060287,0.50579613
