226Ra,IA,232Th,Raeq,Theq,Keq,IG,IB,40K
0.74475,0.44394913,0.5175868,0.51477736,0.51211894,0.5746411,0.48240244,0.4996197,-0.22098193
0.33422568,-0.20097531,-0.17814644,-0.14886618,-0.16545263,-0.1348672,-0.18881752,-0.17471822,-0.8645571
0.2727004,-0.28590742,0.3447884,0.33872095,0.32818422,0.2628173,0.32392952,0.32265338,0.50945354
0.09763895,-0.45220098,0.0036198203,0.02616848,0.02140053,-0.044850133,0.028672032,0.03450988,0.8357744
0.18527296,-0.36675495,0.2862531,0.15016957,0.15360984,0.25639677,0.15672427,0.14495829,-0.23325878
0.2347266,-0.28684908,-0.0063220523,0.07092309,0.08199212,-0.045181047,0.104961514,0.092728205,0.8761718
-0.08974814,-0.62851137,0.16458225,0.06380127,0.063065626,0.11106621,0.054904446,0.052981213,0.21160781
-0.48221734,-0.85125506,-0.05556256,-0.27665806,-0.29966494,-0.304001,-0.31504306,-0.3008514,-0.54815376
0.40327987,-0.09826436,-0.004135334,0.1360847,0.12652801,0.14600524,0.13964131,0.15169758,0.7990976
0.3012835,-0.24288195,-0.12895733,-0.011590654,-0.01612873,-0.008050597,-0.0104634855,-0.0043051364,0.2773771
0.4926301,0.014006027,0.037798584,0.14889215,0.13597918,0.15135714,0.15011635,0.16522658,0.7471818
-0.41681224,-0.8190634,0.10763328,-0.06753639,-0.060802024,-0.06183807,-0.06800167,-0.08392571,-0.2201816
0.44676378,-0.053580124,0.09627467,0.14044553,0.14222023,0.0861904,0.13155162,0.12683894,0.2983797
-0.34513348,-0.8055419,-0.23265891,-0.33874777,-0.35643715,-0.34086868,-0.3527432,-0.33952385,-0.46732628
-0.21002567,-0.7204032,-0.3486698,-0.3204754,-0.33343795,-0.32349,-0.313635,-0.30787796,-0.30149934
0.31179088,-0.22535226,0.12692696,0.08415273,0.08077689,0.16661672,0.08668809,0.08357261,-0.08870365
0.018295676,-0.52935743,0.120203525,0.09563048,0.086763,0.06820952,0.08813566,0.09653555,0.71918106
-0.56662405,-0.8789166,-0.07774624,-0.09942547,-0.109896384,-0.09676145,-0.101961695,-0.098830484,0.6446295
0.32951528,-0.20856875,0.020146636,0.08847287,0.08563724,0.044316594,0.086896315,0.082965255,0.5093097
0.07260219,-0.50791,-0.20785813,-0.13593218,-0.14403625,-0.08840259,-0.11199111,-0.109800406,0.11989906
0.39860356,-0.101116896,0.06316806,0.15088703,0.15539268,0.17362565,0.17167518,0.15343393,0.5144931
0.41046846,-0.091943525,-0.11855209,-0.067598335,-0.08450316,-0.045263715,-0.09651315,-0.075095505,-0.8012414
0.13335855,-0.41586488,-0.16489536,-0.1306619,-0.13285883,-0.13373601,-0.10340466,-0.11418109,-0.062322315
0.27394485,-0.28229937,0.011271947,-0.02171228,-0.026362834,0.013078366,-0.07485668,-0.060131554,-0.56182295
-0.28481904,-0.7353122,0.09082882,0.011893167,0.023733549,0.041153286,0.025029851,0.013292727,0.37767977
0.3433912,-0.17043918,-0.013423298,-0.016543355,-0.021722268,0.019501934,-0.042978767,-0.0277638,-0.6393343
0.25647557,-0.3048871,-0.059629828,0.020306783,0.0035561863,0.05022832,-0.018849535,0.01149877,0.3988596
-0.32863867,-0.7719407,0.12908094,0.010403963,0.020165974,0.02357189,0.02371099,0.0049231644,0.12380814
0.094574235,-0.46097046,0.25511548,0.14374942,0.15491189,0.22881304,0.15779349,0.13926032,-0.06680102
-0.5638685,-0.8997776,-0.4529001,-0.5864005,-0.59524274,-0.6073231,-0.60688865,-0.59066755,-0.79165936
-0.49907798,-0.8630613,0.03340684,-0.10934905,-0.09310659,-0.061846457,-0.07014073,-0.096043594,0.1016022
0.25123382,-0.31671527,-0.15264341,-0.012939951,-0.02293136,0.0046113757,-0.018482096,-0.0036223535,0.3775946
0.33294976,-0.2207091,0.2136009,0.2514276,0.24869075,0.15132728,0.23318124,0.23304859,0.5754597
0.12190973,-0.45205548,-0.09894179,-0.049860947,-0.051457677,-0.0526135,-0.041213933,-0.04898018,0.18371424
0.3735114,-0.17509806,-0.014037553,0.050583813,0.06241354,0.01095213,0.05198377,0.038168736,-0.1613564
0.41455045,-0.091615185,0.051881805,0.1593954,0.1544947,0.06571258,0.15384811,0.16043238,0.6240598
0.8813569,0.7581577,0.52248615,0.53590673,0.5234804,0.5520854,0.5147168,0.5279927,-0.08665358
-0.36538008,-0.78174776,-0.121828996,-0.09722821,-0.10047523,-0.18812345,-0.08753407,-0.0894065,0.8721094
-0.027713189,-0.5533741,0.018797457,0.023349756,0.019066006,-0.012126636,0.03429193,0.038018335,0.778703
0.3366715,-0.17618373,-0.0845962,-0.07175292,-0.081352755,-0.036280297,-0.10153443,-0.07693975,-0.7175422
-0.49429762,-0.8572256,-0.33273515,-0.4991239,-0.5045721,-0.5215292,-0.51902795,-0.5116997,-0.723294
0.38444093,-0.11852799,-0.081989385,-0.034602657,-0.061876215,-0.018142212,-0.063479654,-0.042295683,-0.7505153
0.23108202,-0.36573187,-0.05282369,0.037198592,0.023967281,-0.04899249,0.04418686,0.05564052,0.82545346
0.35409504,-0.15527889,-0.24529096,-0.191878,-0.18740518,-0.14994308,-0.21203206,-0.207793,-0.85788333
0.2508958,-0.32881337,-0.28322348,-0.2598422,-0.27198696,-0.25122795,-0.27911857,-0.2669492,-0.7052907
0.1294338,-0.43590698,-0.13591535,-0.06655126,-0.0648344,-0.07572257,-0.050892893,-0.06210083,0.1401282
0.47460556,-0.009949579,0.06373331,0.15028901,0.14232509,0.11042667,0.14237212,0.15347423,0.7007184
-0.12177888,-0.6218194,-0.075493895,-0.02327139,-0.031180603,-0.11444423,-0.006218271,-0.006304279,0.8948913
0.33823374,-0.18252829,-0.15441014,-0.1298161,-0.1433746,-0.11657398,-0.16446759,-0.14356002,-0.7472036
0.08055168,-0.47430262,0.29840654,0.21682288,0.22439672,0.22113143,0.2239531,0.21455349,0.30677307
0.22480534,-0.34499723,-0.030005157,0.046401124,0.030328024,-0.005864458,0.031208588,0.041122463,0.35177293
0.8865794,0.78811204,0.091065355,0.25246918,0.25128737,0.39994547,0.2619492,0.27111655,-0.58911586
0.58357227,0.1724425,0.14843085,0.2005861,0.19729649,0.19706917,0.18834758,0.19298396,0.16548435
0.2247733,-0.33477214,-0.04672558,0.032325782,0.024214525,-0.012595641,0.014311071,0.025741538,0.40426642
0.8960309,0.7987362,0.5858047,0.59462214,0.5846938,0.6013317,0.5753759,0.58756006,0.049607426
0.2574778,-0.32520816,0.29347286,0.23354056,0.2393991,0.26913399,0.20616978,0.19652689,0.02747815
-0.14703034,-0.64973146,0.047658045,0.037572015,0.0338065,0.03693304,0.0452918,0.045059446,0.75256133
-0.064857654,-0.6051074,0.13338348,0.060827848,0.054082308,0.1030075,0.05070834,0.056069992,0.47011572
-0.2465427,-0.72284406,0.15205105,0.08894083,0.0816959,0.11241805,0.08748872,0.08578196,0.5722099
0.34658337,-0.20066886,-0.14805374,-0.13235286,-0.13813852,-0.114705876,-0.16533203,-0.15034668,-0.67687905
-0.08756602,-0.6251952,-0.2959935,-0.16015199,-0.17369229,-0.15631421,-0.13565722,-0.14149164,0.29493237
-0.4814333,-0.84455836,0.09448703,-0.12016138,-0.111253165,-0.0692513,-0.09390238,-0.115079835,-0.23877531
0.3001255,-0.25919962,-0.1677633,-0.12550208,-0.14219564,-0.13774967,-0.15878867,-0.13633206,-0.73729086
-0.18326966,-0.69266593,0.20536345,0.11293785,0.12238572,0.13732795,0.11791718,0.10274463,0.11688673
0.21183912,-0.34138584,-0.19950144,-0.10757244,-0.10283361,-0.0851388,-0.09471732,-0.10514115,-0.16616449
0.7750895,0.5142487,0.33138648,0.38900018,0.39563823,0.31392115,0.38539204,0.37183547,0.14363465
0.73856395,0.45715544,0.4433818,0.44371122,0.4233944,0.49318203,0.42231777,0.43806928,-0.012962171
-0.14200564,-0.64597046,0.06170462,0.030935029,0.030282013,0.002059049,0.013156221,0.019393763,0.544627
0.43681636,-0.06768234,0.05430861,0.14891703,0.14601347,0.09381247,0.15750416,0.16331224,0.6684811
0.29968154,-0.2534107,-0.1458892,-0.12226115,-0.13679582,-0.110000424,-0.15093873,-0.13941984,-0.795589
0.3291847,-0.20725238,-0.089098155,-0.0009465876,-0.009532355,0.071588136,-0.0002437341,0.0069432543,0.19504213
0.20111462,-0.37488633,0.19201832,0.17576617,0.1628101,0.12813768,0.16492471,0.15132633,0.12732348
0.1605237,-0.4025249,0.26389822,0.17154516,0.17415537,0.22289413,0.16206264,0.15161526,-0.34134254
-0.41143936,-0.8289453,-0.49809155,-0.54913056,-0.56413615,-0.5727486,-0.5699755,-0.55459917,-0.7886448
0.782737,0.5313119,0.2533642,0.3221128,0.32097608,0.3506228,0.30522773,0.31139612,-0.11948804
-0.6049198,-0.8925986,-0.07384062,-0.10942122,-0.113066345,-0.09772791,-0.07368343,-0.08399823,0.7304769
0.9898349,0.98788226,0.7419685,0.7738974,0.77410644,0.8452003,0.7817961,0.7835521,-0.17620619
0.36060825,-0.14289807,0.108621426,0.065753005,0.06533888,0.13190971,0.056537442,0.055362422,-0.5076724
0.25734156,-0.30340457,0.07099814,0.07027065,0.06872687,0.11627181,0.06068951,0.055672355,-0.012879573
0.1850081,-0.37526074,-0.019043138,0.04606293,0.019564109,0.11386878,0.01013352,0.045897547,0.71699893
0.01729517,-0.527436,0.21409498,0.13957146,0.14859396,0.1815573,0.1410944,0.12738094,0.2739942
0.054416403,-0.5168144,-0.13638571,-0.104687616,-0.13951185,-0.114752255,-0.13456284,-0.09725978,0.3470558
0.45518318,-0.042667933,0.06329782,0.14826164,0.15321028,0.045951102,0.17357935,0.15815878,0.7175566
-0.1695945,-0.6980264,-0.47540826,-0.32307145,-0.31700054,-0.30381253,-0.25686383,-0.28283095,0.15218496
0.16750754,-0.40807328,0.32372066,0.29798985,0.30783892,0.2888602,0.29506615,0.28537604,0.41941002
-0.30536062,-0.7500662,-0.016580844,-0.18406615,-0.1830082,-0.118292905,-0.1641605,-0.18097496,-0.23073101
-0.49091536,-0.86043525,0.013865598,-0.2725758,-0.2586066,-0.24953133,-0.24037178,-0.27213657,-0.46094063
0.4596659,-0.040491886,0.0133467605,0.12275778,0.11623293,0.060784053,0.12430779,0.13444002,0.60330915
-0.4355469,-0.8297869,-0.2722495,-0.40464717,-0.41397336,-0.4535462,-0.4247343,-0.42008102,-0.6239209
-0.6722446,-0.9241015,0.0060475864,-0.22997662,-0.19972359,-0.19468245,-0.16126432,-0.20644519,-0.16799676
-0.13252093,-0.62611663,-0.060186625,-0.008254154,-0.016130716,-0.057643093,-0.0075663035,0.0023253318,0.89683586
0.33603898,-0.21149555,-0.055393968,0.048042983,0.030931879,-0.01888384,0.029310297,0.040389467,0.38085377
0.13605566,-0.43437758,0.261256,0.23314199,0.23646004,0.22656116,0.22130929,0.2155278,0.060867622
0.1913914,-0.37780043,0.3468091,0.30347598,0.30070987,0.34642553,0.30394843,0.29570478,0.30787888
0.3021476,-0.23642746,-0.18235768,-0.16409254,-0.17054802,-0.122543626,-0.16091678,-0.16798618,-0.8336464
0.24849635,-0.31207955,0.019068696,0.09911653,0.097895294,0.027136387,0.10904199,0.115928486,0.90035164
-0.44044837,-0.82778597,0.070173495,-0.20340326,-0.18251918,-0.22586598,-0.1628449,-0.19590802,-0.32523444
0.3772907,-0.17721407,0.003707967,0.1097034,0.11248767,0.05189635,0.13062495,0.12550618,0.78144646
-0.04133577,-0.5863424,-0.23591276,-0.16111444,-0.16677369,-0.15697366,-0.13404848,-0.15069479,0.14639567
0.31626475,-0.20721875,-0.2150236,-0.1551401,-0.15477778,-0.10381843,-0.15651862,-0.16674256,-0.864336
0.755704,0.48256928,0.25901526,0.34739542,0.3429416,0.2626463,0.32401037,0.33861703,0.20592813
-0.096894,-0.6278063,0.2392173,0.09017187,0.12954369,0.18794641,0.14601359,0.09415645,0.003475543
0.337545,-0.19595222,-0.17524412,-0.16818108,-0.18060611,-0.15578678,-0.20170349,-0.18946883,-0.8476485
0.07115795,-0.49784523,0.04541335,0.06198423,0.0630937,0.0051440573,0.051884238,0.059683856,0.6876974
0.3540212,-0.18887,-0.23927084,-0.2057122,-0.2129344,-0.18687737,-0.23913352,-0.22169809,-0.816907
-0.12961093,-0.639194,0.07718912,-0.07435361,-0.05869872,-0.051902656,-0.057984218,-0.09044028,-0.3359724
0.31087372,-0.22505365,-0.14914116,-0.12032462,-0.12582321,-0.087629884,-0.1362595,-0.13657266,-0.6562738
0.17202057,-0.37144804,0.04857833,0.08452567,0.084734306,-0.011223495,0.09316521,0.09438883,0.8033447
-0.5160134,-0.8720956,-0.33949456,-0.49295092,-0.49133784,-0.49799472,-0.49683204,-0.49832195,-0.7431119
