226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.52770174,-0.8038235,-0.40326682,-0.7109121,-0.70657575,-0.6957718,-0.7022203,-0.5278529,-0.68775654
-0.5608369,-0.9484655,0.08038609,-0.80228084,-0.80774367,-0.80997926,-0.7939811,-0.5575329,-0.7762705
-0.14220728,-0.7392885,-0.51516604,-0.6230304,-0.6143762,-0.612185,-0.6070161,-0.1661686,-0.5661037
-0.6204093,-0.9062617,0.9679442,-0.71951675,-0.7176877,-0.78090215,-0.67960864,-0.6253668,-0.6628681
-0.37394163,-0.92687154,-0.83710456,-0.8195517,-0.8183855,-0.8196824,-0.8225105,-0.37758142,-0.80327076
-0.37416527,-0.5286487,0.46605167,-0.41241992,-0.40668732,-0.40656736,-0.3865494,-0.3816535,-0.36151674
-0.34371686,-0.90923333,-0.8319238,-0.7908753,-0.792129,-0.78921485,-0.7978972,-0.34063607,-0.777403
-0.24361567,-0.85069007,0.53640234,-0.6185161,-0.60904706,-0.71981704,-0.592384,-0.24052979,-0.57047635
-0.75083697,-0.80372953,-0.28991714,-0.7472872,-0.7595213,-0.74063694,-0.7493638,-0.7479961,-0.73564917
-0.20057519,-0.8140021,0.54986817,-0.5853973,-0.5909751,-0.7271753,-0.5728545,-0.19714132,-0.5413791
-0.84938294,-0.87422204,0.7779616,-0.7500565,-0.75314176,-0.7804463,-0.7140343,-0.8543223,-0.70580685
-0.15250984,-0.8292464,0.20041476,-0.6117389,-0.620646,-0.6209916,-0.5963843,-0.15390782,-0.55807614
-0.047080576,-0.7430077,0.10500998,-0.5385068,-0.5418364,-0.5368848,-0.5149994,-0.0687983,-0.4497034
-0.73886925,-0.89178705,0.28864798,-0.78393185,-0.7896272,-0.8075434,-0.7596038,-0.7495372,-0.7411318
-0.32997483,-0.81984454,0.7609675,-0.6007767,-0.60197496,-0.7141631,-0.5759034,-0.3339538,-0.5464323
-0.5587096,-0.9459551,-0.33400944,-0.8235911,-0.829419,-0.82845455,-0.820315,-0.558265,-0.8013985
-0.83427703,-0.9298485,0.50629056,-0.8309508,-0.8315352,-0.82591605,-0.8063437,-0.8427945,-0.7857995
-0.3559349,-0.9181081,-0.83922744,-0.8130995,-0.8099903,-0.81511706,-0.81261754,-0.36119494,-0.79280597
-0.10881181,-0.8269352,0.5806615,-0.5730951,-0.57803816,-0.73737514,-0.55771965,-0.1079235,-0.5216972
-0.31667385,-0.7610011,0.5337771,-0.5497527,-0.5594249,-0.68345094,-0.5433868,-0.30654043,-0.51776105
-0.30571175,-0.9286967,-0.85426867,-0.8232974,-0.8172903,-0.8248686,-0.82181334,-0.32255894,-0.79888654
-0.8488792,-0.91329974,-0.4553708,-0.8673185,-0.8597209,-0.860683,-0.85548973,-0.84965426,-0.856232
-0.38821867,-0.822688,0.57882214,-0.63448155,-0.6313957,-0.7396196,-0.6048839,-0.39207226,-0.58603257
-0.481199,-0.9379785,-0.6820625,-0.8373941,-0.8384878,-0.8393095,-0.84194684,-0.4795102,-0.8257038
-0.7042995,-0.8446633,0.37655517,-0.7279594,-0.7312025,-0.7811357,-0.6999963,-0.71236706,-0.6840997
-0.7544928,-0.96935785,0.17078131,-0.8736596,-0.8742902,-0.86547613,-0.8606385,-0.75497186,-0.8506202
-0.67574227,-0.8929078,0.8259243,-0.7285335,-0.7171593,-0.7806679,-0.69073904,-0.6747601,-0.6879723
