226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.53652287,-0.8038291,-0.3203402,-0.7059383,-0.70011556,-0.68574536,-0.69457,-0.5367053,-0.68195856
-0.59715503,-0.94922704,0.050455026,-0.8083878,-0.814861,-0.8079364,-0.7980691,-0.5946269,-0.7799214
-0.3701934,-0.7663337,-0.49929556,-0.66784143,-0.6669276,-0.66967463,-0.6538788,-0.3848878,-0.62018204
-0.6337044,-0.90476143,0.95834553,-0.7262614,-0.7223378,-0.7873179,-0.6966605,-0.6342361,-0.67960155
-0.36922464,-0.9257986,-0.84019315,-0.81244946,-0.8125644,-0.8141107,-0.8084034,-0.37995157,-0.78877497
-0.4719205,-0.57652414,0.49048257,-0.45795545,-0.45717022,-0.45050165,-0.43563908,-0.4753724,-0.41100112
-0.37212804,-0.9166351,-0.85554135,-0.80559367,-0.80598736,-0.8059332,-0.8068166,-0.37668645,-0.7873854
-0.31717306,-0.85987175,0.5321352,-0.6487406,-0.64142835,-0.7380151,-0.624372,-0.31431362,-0.60029936
-0.7741773,-0.8522915,-0.2334533,-0.78796005,-0.7869754,-0.787944,-0.77910656,-0.779287,-0.7695358
-0.18229438,-0.8174563,0.5413548,-0.5889987,-0.5940082,-0.72704154,-0.5793133,-0.17479025,-0.5421157
-0.8193126,-0.88655585,0.82479,-0.75374305,-0.75676644,-0.79081064,-0.726754,-0.8254776,-0.708956
-0.056742992,-0.7515329,0.13325417,-0.5321688,-0.542356,-0.5368343,-0.50362873,-0.06460938,-0.47324744
0.6075492,-0.1703765,-0.006686452,-0.029383678,-0.012266899,-0.009097705,-0.016509539,0.5963731,0.036972284
-0.74568224,-0.8865494,0.31244415,-0.78319174,-0.7859288,-0.81223696,-0.76215786,-0.7557997,-0.7453754
-0.33099288,-0.8420218,0.7908913,-0.62795514,-0.62798786,-0.7335626,-0.60738873,-0.33210957,-0.57150066
-0.66214323,-0.9606945,-0.13059789,-0.8522162,-0.85754347,-0.8590086,-0.8436528,-0.6639104,-0.8303177
-0.8137188,-0.9139514,0.4397173,-0.81602305,-0.80384266,-0.82329357,-0.78684044,-0.82430446,-0.7808076
-0.34926087,-0.9224322,-0.84099406,-0.8076258,-0.80909,-0.8117858,-0.8068911,-0.35532978,-0.7841073
-0.13670585,-0.8205999,0.5657251,-0.5789128,-0.5828505,-0.7284708,-0.5652084,-0.13365653,-0.52571183
-0.33584404,-0.77914804,0.5388727,-0.5735891,-0.58022416,-0.7072661,-0.56684536,-0.32190496,-0.53700167
-0.3142834,-0.9213145,-0.8635764,-0.8136405,-0.808373,-0.8167075,-0.8014872,-0.34047097,-0.78582716
-0.8248522,-0.9191661,-0.47023055,-0.86414295,-0.8573085,-0.8581958,-0.8528466,-0.82769823,-0.85061276
