226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.785612,-0.9049413,-0.8636719,-0.9046533,-0.8777475,-0.83724654,-0.8798395,-0.8525294,-0.8984641
-0.5041141,-0.8415086,-0.20440768,-0.6442798,-0.6676526,-0.6226382,-0.6217096,-0.56662047,-0.58679545
0.049162723,-0.8742136,-0.61345816,-0.61550725,-0.7066932,-0.6994484,-0.6418477,0.041475162,-0.4844618
-0.08900579,-0.72352403,0.37780508,-0.50582874,-0.5047548,-0.5709527,-0.39296046,-0.33341092,-0.393219
-0.20965435,-0.68326604,0.7128899,-0.5535,-0.47950888,-0.50799006,-0.5834067,-0.21823122,-0.42631614
-0.6692301,-0.8172921,0.19808175,-0.6474518,-0.6390879,-0.7220733,-0.75992286,-0.56490785,-0.64343953
-0.49099937,-0.8443971,0.57885313,-0.69756246,-0.66719764,-0.75950766,-0.7220851,-0.5121756,-0.6810136
-0.6302279,-0.7956822,0.5027894,-0.69697535,-0.721174,-0.6245457,-0.6627228,-0.60443705,-0.68482363
-0.6726011,-0.841507,0.16580018,-0.76916313,-0.7021612,-0.744751,-0.7576909,-0.6957506,-0.7104129
-0.5403826,-0.94619787,-0.49558303,-0.8385343,-0.8553761,-0.8718922,-0.8469464,-0.5675268,-0.77533853
-0.5498608,-0.80301255,-0.28914195,-0.7394619,-0.7203245,-0.69041973,-0.64926785,-0.6979838,-0.7251212
-0.58875245,-0.93131727,-0.6157736,-0.84379977,-0.7680052,-0.77769905,-0.77655566,-0.5804824,-0.82028645
-0.2253692,-0.75118876,0.46361557,-0.4240522,-0.43864882,-0.5750098,-0.5286321,-0.29264477,-0.36713552
-0.34595132,-0.8478389,-0.5426646,-0.6670137,-0.66099584,-0.5840628,-0.69718146,-0.4910074,-0.75413597
-0.92706347,-0.9870149,-0.9701798,-0.9740477,-0.9801441,-0.97676647,-0.9814429,-0.9237547,-0.977441
-0.3499946,-0.7918387,0.74336576,-0.48424572,-0.574422,-0.6452362,-0.50448126,-0.3954261,-0.56347126
-0.0605722,-0.85653806,0.37249535,-0.59235686,-0.6090764,-0.6762998,-0.7035812,-0.09485744,-0.58404475
-0.9358768,-0.8243425,0.05453641,-0.7735713,-0.7829709,-0.75407666,-0.8019056,-0.9230758,-0.7406939
0.19799489,-0.7541993,-0.24656619,-0.5634869,-0.5006125,-0.434035,-0.5027223,0.17300414,-0.43823895
-0.6054609,-0.9755788,-0.95927346,-0.9195336,-0.9034382,-0.8756868,-0.9217053,-0.51547015,-0.90777355
-0.83153856,-0.7686141,0.37995225,-0.6826434,-0.66760206,-0.67426854,-0.64622134,-0.7919164,-0.6858237
-0.21769641,-0.58301497,0.6960108,-0.24475838,-0.4656045,-0.50739574,-0.42633173,-0.16985838,-0.2900113
-0.8897506,-0.83335686,-0.52320164,-0.8521553,-0.8416211,-0.75203955,-0.810431,-0.90211153,-0.83466893
-0.6996535,-0.8510419,-0.37525845,-0.77005786,-0.73841166,-0.7335893,-0.8656159,-0.6275556,-0.73251903
-0.5494327,-0.7083012,0.20501809,-0.62835073,-0.613618,-0.629683,-0.59353197,-0.55880135,-0.6022723
-0.403554,-0.8162485,0.8264557,-0.5463407,-0.56691337,-0.6986369,-0.67392284,-0.23163606,-0.4878839
-0.829671,-0.9398158,-0.12732334,-0.85883075,-0.8413511,-0.8954903,-0.8446106,-0.8489805,-0.784805
-0.91864705,-0.94179296,-0.67861974,-0.88944554,-0.90866184,-0.91908103,-0.9138792,-0.91046596,-0.89224243
-0.58343625,-0.93254524,-0.84102273,-0.8359521,-0.83530134,-0.80465704,-0.86714673,-0.55984586,-0.8286569
-0.36078575,-0.7804104,0.35417932,-0.6040105,-0.603665,-0.60077345,-0.57113886,-0.38600418,-0.55857354
-0.42686146,-0.8806711,0.7368754,-0.5725981,-0.4983849,-0.6609112,-0.56016356,-0.49677137,-0.56011546
-0.6097046,-0.8261506,0.47531635,-0.6774465,-0.75094354,-0.70881534,-0.6589066,-0.5645346,-0.70314586
-0.5087003,-0.80652356,0.7965285,-0.6741618,-0.6324432,-0.6849197,-0.63813424,-0.3617035,-0.36372924
-0.2645518,-0.89481175,-0.90696746,-0.74500024,-0.78537047,-0.7286179,-0.73716533,-0.15693437,-0.72722894
-0.14740193,-0.7620737,0.85997975,-0.44343024,-0.40688166,-0.52159554,-0.48856434,-0.10688284,-0.37758765
-0.3965868,-0.89798456,0.18484405,-0.75062823,-0.70151305,-0.7851236,-0.610752,-0.39516217,-0.7018551
0.31110534,-0.5926416,0.35551304,-0.204295,-0.27837303,-0.33406332,-0.36984885,0.45258895,-0.17975083
-0.9635191,-0.9445743,-0.49004543,-0.9086699,-0.9138882,-0.90696394,-0.89830345,-0.9748838,-0.9053227
-0.7625443,-0.8633493,-0.1273857,-0.7679207,-0.8177501,-0.7012659,-0.783581,-0.7708223,-0.80543625
-0.53723526,-0.6372353,0.47539553,-0.5774323,-0.50689244,-0.589231,-0.516787,-0.60379875,-0.5626694
-0.43284568,-0.86387837,0.7724863,-0.5440109,-0.48248148,-0.6689494,-0.5499147,-0.3256318,-0.5087295
-0.6042172,-0.678947,0.6629145,-0.6580951,-0.60131943,-0.5810969,-0.6156448,-0.5121175,-0.63565093
-0.52582276,-0.8728243,-0.020811928,-0.79201037,-0.68189466,-0.7178365,-0.6758096,-0.47492778,-0.6863824
-0.33367956,-0.813096,0.86805165,-0.6932674,-0.5924432,-0.81251264,-0.57826084,-0.1968373,-0.53236645
-0.5524522,-0.8615919,0.27022108,-0.65695965,-0.6948034,-0.7351395,-0.73475426,-0.57290286,-0.69016325
-0.3732599,-0.8080573,0.4824813,-0.5785968,-0.6103418,-0.56269693,-0.550511,-0.38297042,-0.57441664
-0.22196752,-0.68817353,0.35988668,-0.5143952,-0.46908894,-0.5443934,-0.43123424,-0.27388817,-0.44970104
-0.4268631,-0.8654078,0.2971514,-0.5906739,-0.7046668,-0.7405412,-0.5292961,-0.43674067,-0.6274537
-0.9458068,-0.9175492,-0.5569654,-0.9040114,-0.9382167,-0.8982102,-0.8913221,-0.9578454,-0.9052446
-0.3610351,-0.84289116,0.78452164,-0.6724509,-0.65074295,-0.72505486,-0.56384397,-0.3763851,-0.59863645
-0.63114655,-0.91916394,-0.61861557,-0.80547285,-0.83033067,-0.8317857,-0.8388599,-0.5370904,-0.768905
-0.5161573,-0.8810117,-0.5705718,-0.72451925,-0.70665884,-0.6131015,-0.6280386,-0.6003109,-0.7114656
-0.16675587,-0.7756321,-0.90093464,-0.6776576,-0.64458,-0.61975,-0.6827557,-0.10181456,-0.7287287
-0.6688545,-0.8455141,0.6106278,-0.77142465,-0.73463774,-0.84149975,-0.7208743,-0.60777503,-0.6949353
-0.64791125,-0.859046,0.3433458,-0.69985235,-0.77081305,-0.7560508,-0.73136735,-0.6002618,-0.7182911
-0.47069708,-0.8594649,-0.8421062,-0.6825963,-0.7426888,-0.7570729,-0.6712637,-0.2936582,-0.7559309
-0.5403179,-0.9214717,-0.45481285,-0.80341214,-0.8140582,-0.7838894,-0.81606436,-0.4418842,-0.75484836
-0.35159877,-0.8111981,0.8303063,-0.69003224,-0.64609265,-0.7252837,-0.60640514,-0.2469251,-0.69934726
-0.40363577,-0.92064536,0.83552116,-0.794264,-0.71433675,-0.8303429,-0.67081,-0.40226185,-0.67893744
-0.8713055,-0.9445468,-0.58516145,-0.9016103,-0.89273983,-0.8977028,-0.8540115,-0.8978974,-0.8666884
0.5552333,-0.2809845,-0.30551836,0.01553828,-0.004092797,-0.059946697,-0.080555364,0.593057,0.08207908
-0.3862168,-0.82546794,-0.0730378,-0.7170535,-0.67297226,-0.7517864,-0.6948225,-0.40521112,-0.65549135
0.030292874,-0.69929194,-0.14657512,-0.41567972,-0.4905308,-0.49374458,-0.39920628,-0.016307315,-0.365998
-0.37414315,-0.89528185,0.7654258,-0.62378013,-0.62736267,-0.7863786,-0.669044,-0.3977639,-0.62742865
-0.5988565,-0.7954158,0.56313837,-0.53273416,-0.69709694,-0.68269503,-0.626014,-0.6089395,-0.5732445
-0.26224044,-0.92833805,-0.64141893,-0.75005305,-0.80838037,-0.7312716,-0.8238451,-0.17981866,-0.7552613
-0.90858316,-0.93705434,-0.09317531,-0.8548404,-0.85390574,-0.8784575,-0.85765594,-0.9155124,-0.8583659
-0.70702374,-0.8379994,0.6792969,-0.56132257,-0.5529598,-0.63657415,-0.60360086,-0.62096566,-0.5162853
0.34428915,-0.59692013,-0.052691057,-0.41813013,-0.43612608,-0.45212588,-0.36525145,0.2741867,-0.38037616
-0.24303128,-0.9028804,0.6771179,-0.5381325,-0.5813851,-0.6485268,-0.57401615,-0.091428965,-0.58023417
-0.90408516,-0.75846696,0.27705225,-0.74337554,-0.7088746,-0.5991626,-0.69204354,-0.91227055,-0.69388807
-0.82953435,-0.8827603,-0.075162835,-0.8567444,-0.7740632,-0.77884597,-0.7413225,-0.8419047,-0.7686384
-0.403558,-0.768648,0.49778286,-0.5532943,-0.6407218,-0.66995096,-0.5841403,-0.3682986,-0.58732843
-0.41959125,-0.59510875,-0.27510327,-0.6260607,-0.6438832,-0.6090096,-0.5544206,-0.47094035,-0.62758845
-0.9284545,-0.8875731,-0.16865353,-0.8564539,-0.8443572,-0.84123254,-0.8514715,-0.92244166,-0.85718584
-0.44998574,-0.7921176,-0.1203248,-0.64534265,-0.6096731,-0.5855287,-0.6512965,-0.38206276,-0.6117381
-0.57024014,-0.8645717,0.81747144,-0.57218766,-0.5814862,-0.66637063,-0.5307269,-0.5500647,-0.6143911
-0.48589367,-0.97977227,-0.9748043,-0.9023155,-0.9071195,-0.89361155,-0.91122025,-0.5354515,-0.9026052
-0.6365518,-0.76623887,0.61751986,-0.5708666,-0.66879356,-0.7293316,-0.57773286,-0.69859993,-0.47809237
-0.48417166,-0.91695654,-0.7885262,-0.8253944,-0.8031764,-0.8036353,-0.81222224,-0.59481436,-0.74524355
-0.92190015,-0.91576946,-0.30679175,-0.89612174,-0.8377916,-0.851941,-0.85938126,-0.91350484,-0.8586062
-0.693974,-0.91199154,-0.74211144,-0.8626736,-0.7512568,-0.80007124,-0.7938149,-0.7250393,-0.82210964
-0.75217843,-0.8537365,0.3849294,-0.74022746,-0.69298,-0.7485585,-0.6703812,-0.69444144,-0.73342574
-0.8350096,-0.88383275,0.20929581,-0.85187984,-0.83908516,-0.85064614,-0.8190302,-0.842795,-0.7680392
-0.3033449,-0.7820972,0.67510355,-0.5525999,-0.51823497,-0.684102,-0.5726256,-0.12455599,-0.60559905
-0.65096414,-0.7401686,0.21855922,-0.7320534,-0.7171182,-0.68779707,-0.7486465,-0.6292484,-0.6120312
-0.8025555,-0.8604213,0.008213282,-0.7148565,-0.7437415,-0.790636,-0.6657858,-0.7593237,-0.70563215
-0.29487398,-0.82558125,-0.27897725,-0.66180015,-0.7109696,-0.7027538,-0.57859886,-0.19089979,-0.6084063
-0.105328955,-0.9517576,-0.8280318,-0.7847175,-0.80662584,-0.77835864,-0.84933543,-0.047063902,-0.61387324
-0.6200116,-0.96196604,-0.8649914,-0.897612,-0.8804393,-0.887953,-0.88517326,-0.4881705,-0.90147674
-0.6109984,-0.85706353,0.51024294,-0.7115102,-0.6504338,-0.7278688,-0.7407372,-0.6541451,-0.6488061
-0.2921532,-0.94467634,0.7459821,-0.7365688,-0.79393184,-0.8376365,-0.7394049,-0.25158527,-0.79735047
