226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.47998288,-0.774674,0.3400917,-0.63025206,-0.6307398,-0.6774476,-0.61257595,-0.4812581,-0.5918236
-0.85020775,-0.93608606,-0.5579549,-0.8920751,-0.88833845,-0.88877374,-0.88431215,-0.8507726,-0.88229454
-0.5800823,-0.65395665,0.030210756,-0.5966089,-0.57890785,-0.5692399,-0.56210285,-0.5935791,-0.5461973
-0.47587353,-0.86330646,0.84273815,-0.6662626,-0.6528684,-0.7508899,-0.63182056,-0.47088966,-0.6204096
-0.97677207,-0.9922463,-0.8771237,-0.9837005,-0.98194355,-0.98449725,-0.98175484,-0.9778378,-0.9821708
-0.91020674,-0.8804301,0.76222277,-0.7833836,-0.77971673,-0.78995043,-0.7482681,-0.91088724,-0.743688
-0.5649138,-0.9510819,-0.4547116,-0.8329133,-0.8337206,-0.8239558,-0.8290526,-0.5672935,-0.81556284
-0.38293722,-0.6431996,0.46069393,-0.47844952,-0.48226008,-0.5344964,-0.4680449,-0.37124014,-0.4486927
-0.52880925,-0.8853884,0.11305154,-0.7651082,-0.759997,-0.7619342,-0.7356955,-0.5487822,-0.70236695
-0.95783776,-0.95614505,-0.830253,-0.9424134,-0.94485545,-0.949231,-0.94308513,-0.95546365,-0.9410388
-0.33668685,-0.8088013,0.629308,-0.6084657,-0.6027391,-0.7143694,-0.5822293,-0.3365579,-0.5592694
-0.86466,-0.8956133,-0.44067788,-0.8541497,-0.85049057,-0.8515215,-0.84636015,-0.86167806,-0.8455374
-0.34978688,-0.8524609,0.7395246,-0.6421842,-0.6385081,-0.70641005,-0.6044843,-0.35959306,-0.57234114
-0.24655588,-0.82997525,0.6731572,-0.61266196,-0.63016975,-0.71568084,-0.5925622,-0.2560214,-0.5417591
-0.34282517,-0.90279394,-0.8366686,-0.78674537,-0.78485864,-0.780054,-0.79216534,-0.34946418,-0.7714756
-0.3486101,-0.9135301,-0.8138916,-0.7987431,-0.79149467,-0.7943895,-0.7981893,-0.3660734,-0.7764064
-0.56556743,-0.86429024,-0.4755936,-0.774116,-0.7700385,-0.7644133,-0.767853,-0.56551945,-0.7554845
-0.614843,-0.93317294,-0.03349467,-0.8090477,-0.8139887,-0.8084575,-0.79871416,-0.6206533,-0.7814504
-0.48541388,-0.7252202,-0.18719567,-0.63354075,-0.61419153,-0.64783144,-0.6202668,-0.47741488,-0.61387265
-0.045184862,-0.6108037,-0.15077987,-0.4745448,-0.45517612,-0.46182004,-0.44929662,-0.06602322,-0.40789375
-0.7153705,-0.95759577,0.021700963,-0.8532778,-0.8570303,-0.84571,-0.84129786,-0.7199235,-0.8274072
-0.48336685,-0.9030351,0.42188993,-0.7291528,-0.7308146,-0.7651213,-0.70686054,-0.4896036,-0.68068975
-0.7792977,-0.80620265,0.36760002,-0.7227906,-0.71430564,-0.7467072,-0.69215465,-0.779925,-0.6872707
-0.62261045,-0.95025826,-0.11405051,-0.83367383,-0.83526504,-0.8287723,-0.8234681,-0.6280214,-0.8096906
-0.37456152,-0.9264055,-0.8184577,-0.8139534,-0.8103123,-0.80875385,-0.8150515,-0.38774368,-0.7939244
-0.5209815,-0.82508826,-0.54471105,-0.7343806,-0.7326218,-0.73011374,-0.727903,-0.52549773,-0.70918417
-0.6204532,-0.952066,-0.36344054,-0.8391836,-0.83994544,-0.82986104,-0.83479464,-0.6226592,-0.82291263
-0.66499287,-0.92354244,-0.57382965,-0.84335834,-0.8386209,-0.8341944,-0.8378345,-0.6633829,-0.83053476
-0.38185754,-0.88126796,0.37401754,-0.690189,-0.6951208,-0.76851404,-0.67103326,-0.38731143,-0.6465843
-0.579176,-0.8189442,0.21365477,-0.7046471,-0.6987244,-0.75328934,-0.6740109,-0.59277004,-0.6514297
-0.31954762,-0.82841474,0.57155275,-0.6241478,-0.63017094,-0.74628484,-0.6058405,-0.31606448,-0.5791228
-0.40448242,-0.93760085,-0.80538017,-0.8285569,-0.823701,-0.8179779,-0.8305566,-0.4191103,-0.8126781
-0.7287035,-0.9231773,0.01734148,-0.8305229,-0.8337325,-0.8410634,-0.8101636,-0.7410331,-0.7893798
-0.7934757,-0.8929724,0.92671597,-0.7398709,-0.7396656,-0.78545415,-0.70666647,-0.7911667,-0.7003187
-0.3767057,-0.9286146,-0.8062874,-0.80989844,-0.8121411,-0.81032765,-0.8183328,-0.3776887,-0.79812974
-0.7253773,-0.73765355,0.13778587,-0.67021394,-0.6567186,-0.6652167,-0.6409426,-0.7260169,-0.6371335
-0.12409268,-0.82305956,0.6019453,-0.5769043,-0.5778452,-0.71551096,-0.5552578,-0.121491075,-0.52082795
-0.44100788,-0.58334696,0.4651964,-0.46400502,-0.4611809,-0.4530434,-0.4391453,-0.4450059,-0.4153891
-0.36831987,-0.6501335,0.50162655,-0.4945266,-0.49124148,-0.5339203,-0.47338897,-0.36585334,-0.4532948
-0.6272339,-0.9290514,0.10426522,-0.79489493,-0.80101055,-0.77527666,-0.784715,-0.62399244,-0.7676758
-0.5580493,-0.8563579,0.3774441,-0.71175885,-0.7008563,-0.73762417,-0.6803291,-0.5642805,-0.6611738
-0.35936493,-0.5999545,0.4342949,-0.44236907,-0.44971865,-0.45684087,-0.43529636,-0.34501627,-0.41701588
-0.51075214,-0.76415956,0.36471772,-0.62643623,-0.61997974,-0.6667371,-0.60136527,-0.5138781,-0.583686
0.9391314,0.51045334,-0.029304938,0.5312801,0.5334301,0.5650117,0.5172159,0.93981844,0.5763359
-0.8263368,-0.87268436,0.4134807,-0.7775887,-0.7678737,-0.7858116,-0.74727654,-0.82637864,-0.74416894
-0.906927,-0.88798,0.4979423,-0.806217,-0.8043561,-0.81589514,-0.7819002,-0.9058763,-0.77866435
-0.46700752,-0.890514,0.45806918,-0.70992893,-0.6994971,-0.7271279,-0.683275,-0.46445802,-0.67163247
-0.8787432,-0.85442835,0.1574463,-0.7852812,-0.78883535,-0.7862737,-0.770303,-0.8763007,-0.7611597
-0.5584462,-0.8729332,0.8630992,-0.6906578,-0.6893467,-0.7710458,-0.6626191,-0.5565479,-0.6450436
-0.9666561,-0.8973609,0.57746696,-0.8382758,-0.8496326,-0.83458275,-0.8238669,-0.9657307,-0.8140018
-0.6572667,-0.83586824,0.63735837,-0.6929606,-0.6797766,-0.7612411,-0.6581732,-0.6550131,-0.65374947
