226Ra,232Th,40K,Raeq,Theq,Keq,IA,IB,IG
0.28104565,-0.24156469,0.13715203,-0.07207527,-0.066980004,-0.050928857,-0.43567884,-0.7948776,-0.8081236
-0.21478008,0.08895811,0.5655244,0.03586479,0.04493637,0.047673386,-0.7941574,-0.7357065,-0.73964787
0.16271555,0.35831842,0.8522624,0.36914665,0.37733272,0.35740703,-0.5478028,-0.4504809,-0.4613357
0.119387336,-0.09206021,0.8575482,0.0984217,0.089643605,0.015845459,-0.5942911,-0.68536246,-0.7086588
0.16581482,0.18224263,0.5262547,0.16356632,0.16485585,0.16418618,-0.5397748,-0.6457912,-0.6566241
0.48090118,0.15870877,0.91995656,0.31206152,0.31718808,0.1783698,-0.195052,-0.493788,-0.52036315
0.03729516,0.25635853,0.4977513,0.19953628,0.19828582,0.18938388,-0.6500633,-0.63191116,-0.6419294
0.15271707,-0.25049224,0.44061375,-0.08768626,-0.08871787,-0.07634567,-0.56835157,-0.8016949,-0.8154932
0.10422175,-0.32383996,0.74517393,-0.039210845,-0.048205893,-0.012762334,-0.60579824,-0.76686096,-0.78517365
-0.33738056,0.0639001,0.81619334,0.075956404,0.06270643,0.057634603,-0.8526075,-0.7036677,-0.72313094
0.5930947,0.09773844,0.8874213,0.31422687,0.31713247,0.13279882,-0.0071847844,-0.4859734,-0.521948
-0.49671715,-0.13193822,0.3558372,-0.19844922,-0.21386823,-0.23363578,-0.9185258,-0.8579535,-0.8752508
0.31508175,0.17037496,0.72969973,0.25376797,0.24142076,0.20256239,-0.4212787,-0.5661168,-0.60610276
-0.42663482,-0.00030259788,0.87866414,0.056454055,0.04462278,0.038947597,-0.87277734,-0.71829706,-0.7372018
0.31805956,-0.2503695,0.02311055,-0.079516806,-0.07918152,-0.06902205,-0.40800673,-0.8004698,-0.8175173
-0.4642995,-0.335798,0.2861004,-0.31488734,-0.35013416,-0.32843965,-0.90359193,-0.8832991,-0.90227884
0.9944442,0.90963113,0.75065136,0.92655975,0.9274353,0.9266503,0.992464,0.8353063,0.80511326
0.11082053,0.2741693,0.54371643,0.23306862,0.22658254,0.23029003,-0.5976204,-0.6007533,-0.61669403
-0.14556348,0.0042603356,0.95186275,0.11440548,0.12593551,0.062231183,-0.7612302,-0.6743363,-0.680494
0.23217276,0.350067,0.8369598,0.34753728,0.35206226,0.34966248,-0.48710948,-0.46805984,-0.48221314
0.4021258,-0.14276484,0.06429757,0.010788693,0.02182246,0.034502212,-0.30289912,-0.75574815,-0.7715133
0.3272637,0.27829355,0.90764004,0.34482,0.3430297,0.3018767,-0.38578653,-0.4648859,-0.48840266
0.54708433,0.108387604,0.88195086,0.30587456,0.3031377,0.13750537,-0.094023496,-0.50045276,-0.5368549
0.34541732,-0.23850684,-0.091738485,-0.06880539,-0.06710758,-0.044335403,-0.38256952,-0.7952757,-0.8151869
-0.53150296,-0.08708822,0.962786,0.035664767,0.03346927,0.031587873,-0.9032335,-0.7182921,-0.7293824
-0.72718644,-0.8366804,-0.7697966,-0.8000232,-0.7937992,-0.8042872,-0.9633344,-0.9830508,-0.9821469
-0.00927304,-0.28781053,0.75132775,-0.052621294,-0.06129635,-0.026195586,-0.68516046,-0.77666396,-0.7938611
0.27706885,-0.08044205,0.8530683,0.12788579,0.12182823,0.01719515,-0.45606625,-0.6629233,-0.6885761
0.47731405,0.22550294,0.87387335,0.34509966,0.34971026,0.24219538,-0.18295068,-0.45842877,-0.48645797
-0.6386106,-0.7456182,-0.40590417,-0.6893736,-0.67781794,-0.69379973,-0.9435644,-0.968984,-0.9665407
-0.43636,-0.13392247,0.2408882,-0.22199753,-0.2282035,-0.2325557,-0.8973313,-0.8581028,-0.8674686
0.5134551,-0.14695029,0.07598857,0.051031463,0.07336533,0.07948168,-0.14655796,-0.7335453,-0.7410033
0.3828267,0.13433497,0.86980146,0.26623657,0.2737227,0.13647172,-0.30627927,-0.5405351,-0.56196046
0.06892097,0.020713152,0.94387347,0.16375105,0.17319453,0.06231244,-0.62515604,-0.6342727,-0.64937747
