226Ra,232Th,40K,Raeq,Theq,Keq,IA,IB,IG
0.19225527,0.28989002,0.30106002,0.44082958,0.4252602,0.57695425,-0.6870769,-0.4178323,-0.39495787
0.48859835,-0.0856849,-0.401771,0.33140218,0.29173622,0.5140145,-0.32029507,-0.5838947,-0.59169763
0.6589569,0.039142516,-0.84318745,0.39788377,0.3591994,0.5443895,-0.03108827,-0.49066883,-0.5277899
0.10289755,0.19254826,-0.42680663,0.34366545,0.32749942,0.5698973,-0.76336515,-0.5730465,-0.5394871
0.6834136,0.026523042,-0.8099637,0.4036872,0.35225013,0.54048204,0.03103124,-0.5053897,-0.5284248
0.034782656,0.16633803,-0.0867112,0.33699912,0.30526984,0.488779,-0.80114293,-0.60445726,-0.574271
0.94637007,0.73971266,0.0009309814,0.83515686,0.81935024,0.8853608,0.9074154,0.55812705,0.534753
0.24301738,0.014296303,0.05867867,0.31675127,0.29359746,0.48740402,-0.65864754,-0.60010135,-0.59420836
0.46953848,-0.2104915,-0.8023772,0.18609767,0.13084804,0.3881537,-0.37421086,-0.73720646,-0.73623747
0.08368606,0.16777025,-0.07435179,0.3537647,0.30576262,0.5132937,-0.76449776,-0.5896981,-0.5601282
0.16945921,-0.24014911,-0.13028136,0.18397404,0.15120919,0.38813972,-0.7006741,-0.6990105,-0.6858573
0.5756744,0.27036545,0.70827615,0.5276353,0.5065659,0.5835637,-0.15863685,-0.21788771,-0.20419641
0.5680438,-0.073264666,-0.76594955,0.3040089,0.26753944,0.4771575,-0.22647612,-0.6254703,-0.63750166
0.6560091,0.26099744,0.7187904,0.5576812,0.5198631,0.58389246,-0.021251459,-0.18734409,-0.21191128
0.5333724,0.3858987,0.6675226,0.56620055,0.53606373,0.62641335,-0.28182116,-0.18006612,-0.1702082
0.19520137,0.20840348,-0.3043848,0.3778781,0.3443478,0.53846824,-0.690029,-0.53785336,-0.5182598
0.0019374316,-0.2592296,0.37905976,0.19149156,0.1602512,0.38477647,-0.8122469,-0.72142756,-0.69812
0.5414175,0.1200506,0.38721696,0.44571084,0.4173846,0.5488355,-0.26886496,-0.40275893,-0.39686295
0.07558456,0.063006826,-0.6050615,0.23998816,0.18852662,0.41278204,-0.7633394,-0.68463457,-0.67975533
0.56633633,0.22058098,0.52318233,0.5064193,0.48555478,0.5826307,-0.2489522,-0.33020985,-0.31267357
0.44656196,0.38051632,0.1480482,0.52824503,0.5153444,0.6544978,-0.37689233,-0.2901917,-0.27017453
0.5899577,0.0045924797,-0.80293494,0.35320553,0.3132068,0.51780206,-0.21457191,-0.5713419,-0.59379876
0.45619076,0.38831806,0.39887634,0.5481911,0.514711,0.6323301,-0.36983156,-0.23429042,-0.20520158
0.20649509,0.26456407,0.35932395,0.4629804,0.4290408,0.60023326,-0.66050875,-0.41556847,-0.39688933
0.7975781,0.40534577,0.35871878,0.6444409,0.62317514,0.68278146,0.38913515,-0.02202247,-0.050507076
0.5179357,0.28098208,0.41651434,0.51453036,0.49321407,0.58521235,-0.28599086,-0.29181448,-0.28332916
0.46161428,0.1909309,0.74145824,0.48571125,0.4615161,0.55151576,-0.37651125,-0.32400882,-0.32840195
0.24925873,-0.11173954,0.047158908,0.28362718,0.25936615,0.47570273,-0.6383654,-0.62783134,-0.6173438
0.1437475,0.08246369,0.83005327,0.42417327,0.37692818,0.52304846,-0.7516371,-0.47058585,-0.45712245
0.51122975,0.044791892,-0.3917219,0.3779633,0.34842107,0.5417681,-0.30657086,-0.48001552,-0.504835
0.378509,-0.1506952,-0.3233173,0.28667137,0.25760254,0.4854574,-0.56226176,-0.6479957,-0.65470076
0.2067732,0.055783197,-0.66026235,0.25405827,0.21972862,0.45393094,-0.66689533,-0.68384105,-0.68056357
0.35180944,0.3275552,0.68000233,0.5504229,0.5051619,0.6468477,-0.5474311,-0.31643778,-0.29230618
0.019391058,0.14387679,-0.36002743,0.2997625,0.2620447,0.458668,-0.82827336,-0.6338214,-0.60972434
0.6406291,0.28761968,0.8040021,0.5758654,0.54447603,0.5978646,-0.081385344,-0.16005911,-0.1543275
0.7054885,0.31685743,0.7285422,0.586846,0.5683429,0.622157,0.07534238,-0.14062391,-0.12013553
0.5429617,0.26705244,0.69956493,0.5332802,0.50802386,0.5744958,-0.23667417,-0.22002868,-0.21267895
0.47489476,0.33692807,0.5684486,0.53769374,0.5137034,0.61370206,-0.3326903,-0.21446122,-0.21461561
0.46550566,0.47848645,0.5300283,0.61058295,0.5852952,0.71396434,-0.32365677,-0.059134107,-0.030039836
0.653081,0.35913658,0.7539183,0.59507024,0.5737407,0.6375663,-0.053637546,-0.11663365,-0.121901035
0.0704402,0.36737862,-0.097314686,0.4253991,0.40102297,0.56465805,-0.72960246,-0.42875966,-0.3986941
0.23071872,0.17125313,-0.23947826,0.37684146,0.3399692,0.53998506,-0.6317814,-0.53515977,-0.5231807
0.27656886,0.50577015,-0.048655193,0.53373057,0.5169075,0.6586907,-0.5825069,-0.25994065,-0.23681924
0.5460969,0.42666107,0.08865346,0.57127345,0.5432143,0.6689849,-0.2383765,-0.1976001,-0.18923898
0.5607693,-0.0109511,-0.6563309,0.34018695,0.31060097,0.51804894,-0.2407181,-0.5671089,-0.57602406
0.21286769,-0.0564398,0.42754495,0.31318182,0.29936787,0.46536756,-0.6856775,-0.5689976,-0.57338274
0.6116619,0.36424586,0.46886697,0.56680524,0.54674804,0.6343239,-0.10546218,-0.1878247,-0.17215632
0.6143538,0.12963189,0.70830786,0.5067668,0.48430586,0.58617735,-0.1671146,-0.2885338,-0.29999763
0.7242388,0.3070544,0.43977323,0.5872477,0.5675576,0.64276963,0.1711622,-0.14899188,-0.1927034
