226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
0.010217946,-0.82539237,0.69124156,-0.55094194,-0.55416876,-0.72223026,-0.5229532,0.0029248754,-0.49268287
-0.385705,-0.7203172,0.39094785,-0.56555265,-0.56865674,-0.6321397,-0.54601145,-0.38298008,-0.52722025
-0.49663267,-0.7313389,0.29106835,-0.602691,-0.60579544,-0.648787,-0.58288807,-0.49268568,-0.56909585
-0.23326798,-0.82282174,0.7699493,-0.5863076,-0.58708495,-0.72478956,-0.5611294,-0.23601007,-0.5318358
-0.8918165,-0.96155566,-0.6024671,-0.92690885,-0.9269169,-0.93581414,-0.9190517,-0.8938897,-0.92000866
-0.49204272,-0.8897886,-0.39613178,-0.7807209,-0.7735317,-0.80231655,-0.7755919,-0.4948408,-0.7527747
-0.8870791,-0.8556652,0.5988232,-0.7615477,-0.7564358,-0.78367484,-0.7410231,-0.8872994,-0.7269449
-0.3216934,-0.8184743,0.9133308,-0.58676,-0.58200127,-0.6935184,-0.5572594,-0.32910427,-0.5272067
-0.41107306,-0.9118433,-0.83766633,-0.81250495,-0.8144229,-0.8173489,-0.8105996,-0.4118804,-0.7944394
-0.7822574,-0.94179404,0.25685507,-0.8435845,-0.84792095,-0.8588878,-0.82494867,-0.7793844,-0.8225279
-0.9291214,-0.8935021,0.5375544,-0.8261217,-0.82076603,-0.82982737,-0.8053662,-0.9299472,-0.8062232
-0.5659511,-0.94876945,-0.41995436,-0.833855,-0.83570397,-0.8400208,-0.82182014,-0.5636175,-0.8139282
-0.12397439,-0.8999969,-0.7275181,-0.7143127,-0.7226607,-0.71444947,-0.72400945,-0.1071814,-0.7004366
-0.6391395,-0.9142543,0.24057628,-0.7744853,-0.77613026,-0.7827458,-0.7570386,-0.63613826,-0.74752843
-0.7629564,-0.843946,-0.14189552,-0.7787332,-0.7696326,-0.7704785,-0.76965415,-0.7681719,-0.75567
-0.84821606,-0.8000107,-0.34982166,-0.7760925,-0.77529275,-0.77096176,-0.7661893,-0.84875566,-0.76081634
-0.7944501,-0.8404474,-0.19929335,-0.7877463,-0.7811125,-0.7835976,-0.77930045,-0.7976115,-0.7680681
-0.27570263,-0.8404219,0.5699824,-0.6262024,-0.6287426,-0.75361377,-0.60132086,-0.28035334,-0.5770174
0.97746134,0.63332,0.1207077,0.67788744,0.7017544,0.6476118,0.6424996,0.97677857,0.7086023
-0.44585702,-0.8754332,0.4206043,-0.6936608,-0.6888232,-0.77700317,-0.6767179,-0.44683498,-0.6524833
-0.47104442,-0.90809023,-0.46752018,-0.78778654,-0.7911859,-0.7982214,-0.77632535,-0.4690138,-0.7669917
-0.8976323,-0.9656555,-0.5299434,-0.92946386,-0.9299887,-0.94125956,-0.9221769,-0.89925474,-0.92427397
-0.46474534,-0.8727164,0.9730589,-0.6455387,-0.6395185,-0.76432204,-0.60948426,-0.4713024,-0.5891645
-0.37404227,-0.9082754,-0.79498273,-0.79411817,-0.7997434,-0.7928378,-0.7927511,-0.36866546,-0.7766302
-0.36332738,-0.8725268,0.7760459,-0.65742636,-0.6577749,-0.74104476,-0.6288469,-0.36790517,-0.608377
-0.30647242,-0.90808153,-0.78149676,-0.7821007,-0.7869964,-0.78421396,-0.78277105,-0.2982406,-0.75889087
-0.61276734,-0.76607925,-0.29944298,-0.69346607,-0.68844223,-0.67231274,-0.6791773,-0.6229524,-0.6786427
-0.9316073,-0.8765682,-0.31620297,-0.86888605,-0.86761284,-0.8608452,-0.8561465,-0.9333847,-0.8610316
-0.07695385,-0.8521111,-0.5117031,-0.68446195,-0.693135,-0.67634356,-0.68525463,-0.06729436,-0.65195787
-0.35492963,-0.8904423,-0.822918,-0.77214676,-0.7805457,-0.7981258,-0.7772184,-0.34141117,-0.76238513
-0.24666618,-0.8710152,0.50517976,-0.6459491,-0.6446284,-0.7223239,-0.6230516,-0.2514372,-0.59753275
-0.3841951,-0.7378557,-0.3126508,-0.6342204,-0.63983625,-0.63417184,-0.63735944,-0.3763611,-0.60107356
-0.041846503,-0.8314038,0.7889285,-0.5582458,-0.5611168,-0.7158984,-0.53061455,-0.05013105,-0.49984616
-0.806594,-0.8762131,0.5769908,-0.7594763,-0.76298386,-0.7993792,-0.7328574,-0.8047838,-0.732814
-0.53955615,-0.94407797,-0.541625,-0.83217186,-0.83294624,-0.8323982,-0.82195574,-0.538095,-0.81166863
-0.68122745,-0.94130194,0.13893364,-0.80374455,-0.8134,-0.79604214,-0.7808894,-0.6737088,-0.7834001
-0.44604278,-0.84974533,0.3647298,-0.6831743,-0.68643993,-0.7726377,-0.6623382,-0.4433971,-0.6459349
-0.6129321,-0.9198528,-0.61378497,-0.83592355,-0.83793783,-0.843288,-0.8275697,-0.6153923,-0.8253732
0.9941228,0.8936384,0.15966748,0.88054115,0.88615185,0.87362957,0.858758,0.99410987,0.88945687
-0.71485996,-0.8670466,-0.5297606,-0.80898815,-0.8092702,-0.8073202,-0.80198693,-0.71526366,-0.79208845
-0.7582107,-0.8382232,0.5937553,-0.71617967,-0.717485,-0.7745226,-0.69007796,-0.75785273,-0.6817199
-0.5421531,-0.9348239,-0.039490588,-0.7973055,-0.8014897,-0.82666314,-0.77708125,-0.5403166,-0.7736959
-0.55467105,-0.6881012,-0.23638655,-0.61713797,-0.61921203,-0.6167168,-0.6108809,-0.5519425,-0.5903397
