226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.027506579,-0.8195526,0.72978556,-0.544901,-0.55037075,-0.7043735,-0.5202078,-0.025961775,-0.48844633
-0.4260899,-0.74051344,0.3618209,-0.5895382,-0.5904712,-0.65210074,-0.57302624,-0.4255796,-0.55224395
-0.5451323,-0.69969165,0.21876451,-0.59370416,-0.5941806,-0.6161223,-0.5771605,-0.54486823,-0.5621639
-0.33360147,-0.8447289,0.8030519,-0.62093174,-0.62681144,-0.7440618,-0.59929746,-0.32854506,-0.5684061
-0.81002265,-0.9522546,-0.56089425,-0.90086013,-0.8984533,-0.90977836,-0.8929257,-0.8153759,-0.88925505
-0.57356095,-0.9288912,-0.43113938,-0.82922304,-0.825476,-0.8478597,-0.8219538,-0.58087504,-0.80580515
-0.9185028,-0.882991,0.6654009,-0.7963759,-0.79166377,-0.8185679,-0.7709439,-0.919526,-0.7631969
-0.37678733,-0.8095348,0.90657526,-0.5931691,-0.5823075,-0.6928103,-0.56698436,-0.38266644,-0.53599536
-0.37444818,-0.9221119,-0.86842334,-0.8165042,-0.81659836,-0.8181371,-0.81662846,-0.38348216,-0.80346614
-0.7485972,-0.9299122,0.24302635,-0.8202625,-0.82656467,-0.8343688,-0.80342525,-0.7455868,-0.79654884
-0.9352242,-0.9033924,0.5712785,-0.8357573,-0.83643234,-0.8369019,-0.810851,-0.93548286,-0.8119812
-0.5664256,-0.95427674,-0.44021073,-0.8388639,-0.839248,-0.8455522,-0.830221,-0.5698934,-0.8208558
-0.08869187,-0.9085666,-0.7002567,-0.7124657,-0.6991092,-0.71624154,-0.72802556,-0.10211875,-0.70048046
-0.6849524,-0.9281757,0.25561482,-0.7975401,-0.8005674,-0.8106868,-0.78202474,-0.68322515,-0.7715153
-0.80828625,-0.8899256,-0.11998693,-0.8215539,-0.8214217,-0.8209236,-0.80969936,-0.8100471,-0.79582524
-0.8864763,-0.84894234,-0.3856658,-0.8234787,-0.8246115,-0.8177056,-0.81046253,-0.8870532,-0.8101691
-0.7405114,-0.85433775,-0.24451189,-0.7825747,-0.78782564,-0.78075224,-0.7742316,-0.7409182,-0.75718683
-0.2348955,-0.8072832,0.5676205,-0.5889676,-0.5906274,-0.7169076,-0.57160455,-0.23370856,-0.5420995
0.9244103,0.2908908,0.09564283,0.43768492,0.4359796,0.41571066,0.40481293,0.9238691,0.48817655
-0.46884373,-0.8862217,0.49025157,-0.7019648,-0.7031159,-0.78735876,-0.6859232,-0.4659102,-0.6583526
-0.4707082,-0.901439,-0.4788105,-0.7798865,-0.780268,-0.7943879,-0.77350384,-0.475054,-0.7597108
-0.90732276,-0.9742191,-0.5875816,-0.9406052,-0.9393213,-0.94642144,-0.93398684,-0.91078293,-0.93428534
-0.42863253,-0.86550707,0.9807576,-0.62699825,-0.6276212,-0.74426335,-0.58863336,-0.42870256,-0.567411
-0.3436683,-0.91670394,-0.8167492,-0.7976142,-0.79563934,-0.79811865,-0.8010624,-0.35183904,-0.7859306
-0.38424537,-0.8739299,0.7506384,-0.66112477,-0.6662148,-0.74579626,-0.6355396,-0.38299748,-0.6129207
-0.2768064,-0.90649647,-0.77740836,-0.7720538,-0.77151704,-0.7678516,-0.7784025,-0.28044719,-0.75259084
-0.23082003,-0.737063,-0.23046592,-0.6010807,-0.5964997,-0.6009213,-0.57833743,-0.2571186,-0.57135284
-0.8867138,-0.8863287,-0.27561373,-0.8504356,-0.8470885,-0.8400169,-0.83769566,-0.89012766,-0.8335384
0.22047833,-0.798918,-0.44883454,-0.5727672,-0.5773362,-0.56948626,-0.58021927,0.21819077,-0.53735274
-0.24928087,-0.88318247,-0.7770733,-0.7354944,-0.73469543,-0.7587119,-0.7491503,-0.25447825,-0.72270525
-0.19495,-0.85406524,0.5268,-0.61994296,-0.6208411,-0.71796095,-0.60275835,-0.1951806,-0.56876373
-0.38936526,-0.7495419,-0.25044876,-0.63989466,-0.6396895,-0.65490055,-0.6409341,-0.3893875,-0.60474795
-0.053242356,-0.8150674,0.80751723,-0.5399342,-0.54304826,-0.6952139,-0.516328,-0.0515598,-0.48126125
-0.74869674,-0.8560968,0.54382473,-0.73052645,-0.74073863,-0.77762586,-0.7038031,-0.744221,-0.7023565
-0.43752947,-0.93195117,-0.66845214,-0.807326,-0.80662453,-0.81294566,-0.8054225,-0.44172317,-0.78520846
-0.7163482,-0.95033234,0.08343949,-0.8238955,-0.83497006,-0.81702507,-0.8073381,-0.7095526,-0.80716723
-0.45485392,-0.842592,0.27382523,-0.6857631,-0.6839614,-0.76465684,-0.6721025,-0.45551556,-0.650025
-0.5741762,-0.9284044,-0.70973015,-0.8471654,-0.84552187,-0.8582515,-0.83915967,-0.58545893,-0.836798
0.9927823,0.8968079,0.084413275,0.8830262,0.87534827,0.88150376,0.86002785,0.99312836,0.8915526
-0.70859885,-0.8993329,-0.5207903,-0.83258015,-0.8307204,-0.83148986,-0.82397413,-0.7119948,-0.8156711
-0.725732,-0.80276006,0.4718384,-0.6967997,-0.6978887,-0.7505225,-0.67123204,-0.7267385,-0.66312414
-0.45627812,-0.92396736,-0.15019016,-0.7803195,-0.7785421,-0.8115984,-0.7683765,-0.462013,-0.75564253
-0.51862264,-0.65731716,-0.3568236,-0.6032886,-0.6018974,-0.60301036,-0.59562784,-0.52018225,-0.58018225
-0.1818246,-0.74730164,0.6306091,-0.5271698,-0.52380157,-0.6475273,-0.5071542,-0.185037,-0.4743239
-0.92552596,-0.9442835,-0.565049,-0.9176254,-0.91703373,-0.9197902,-0.91048884,-0.927483,-0.9094572
-0.6034848,-0.91409475,-0.41156614,-0.8146146,-0.81300735,-0.82698035,-0.81217736,-0.6058188,-0.7896281
-0.38348883,-0.8482837,0.45017466,-0.6652902,-0.6634303,-0.7645059,-0.6475308,-0.38575432,-0.6242074
-0.39626607,-0.90086037,-0.7874213,-0.7938334,-0.7924241,-0.79070467,-0.79373723,-0.4021633,-0.7771538
-0.4522861,-0.91047716,0.62868243,-0.7170002,-0.7210351,-0.7536264,-0.69443053,-0.45067462,-0.67225647
-0.3887929,-0.61035484,0.44957843,-0.47785643,-0.47056547,-0.48552877,-0.46243444,-0.39313275,-0.4307709
-0.36557102,-0.91807956,-0.86305594,-0.80552727,-0.80682284,-0.80677456,-0.80870676,-0.37179357,-0.79623747
-0.4163636,-0.5717146,0.6288692,-0.44999418,-0.43598235,-0.45059597,-0.422134,-0.42921475,-0.40753192
-0.66640604,-0.9543153,0.07271817,-0.8312917,-0.8337492,-0.8364893,-0.81641406,-0.6661097,-0.8096263
-0.74348015,-0.9264702,0.21818072,-0.8137013,-0.82120156,-0.82557327,-0.7976045,-0.73992795,-0.7895768
-0.22311498,-0.81220233,0.25505564,-0.6234191,-0.62924194,-0.6463443,-0.60509413,-0.2251211,-0.5758651
-0.24997592,-0.8915537,-0.84055924,-0.73810655,-0.737745,-0.75860137,-0.7511173,-0.253205,-0.735062
-0.33698645,-0.90550154,-0.8352119,-0.7941994,-0.7931688,-0.8000275,-0.79675406,-0.34237513,-0.77767044
-0.5309712,-0.8041047,0.21316893,-0.6732502,-0.6783127,-0.6947072,-0.65511864,-0.53139985,-0.6309037
-0.37103787,-0.91417515,-0.7807874,-0.7968038,-0.7948667,-0.81392807,-0.8017133,-0.37553534,-0.7800065
-0.6656138,-0.8827882,0.7284306,-0.7190627,-0.72178745,-0.75137025,-0.6993008,-0.66379106,-0.6712369
-0.66440016,-0.85755676,0.7588891,-0.69910604,-0.69895136,-0.7683047,-0.6703143,-0.6648161,-0.65677565
-0.40463886,-0.91845834,-0.8689368,-0.82053703,-0.82256484,-0.82368994,-0.82105964,-0.40925986,-0.809577
