226Ra,232Th,40K,Raeq,Theq,Keq,IA,IB,IG
0.28485194,-0.2548211,0.09434816,-0.07837378,-0.0801299,-0.061286036,-0.4382008,-0.799165,-0.816473
-0.25579637,0.06665059,0.52845615,0.008722993,0.011610821,0.014481978,-0.8133193,-0.7545967,-0.7588184
0.07744422,0.3811815,0.8600185,0.36199176,0.36197716,0.33991662,-0.63190484,-0.47069016,-0.4811171
0.21465582,-0.057127696,0.8385793,0.11966007,0.112555586,0.043001775,-0.5067689,-0.6676094,-0.6895626
0.18640287,0.19447412,0.5325101,0.176089,0.1643581,0.16299513,-0.5404159,-0.6389023,-0.6654234
0.4275714,0.13222764,0.9033877,0.27644283,0.27707365,0.14143106,-0.27705145,-0.5317107,-0.558694
0.070763655,0.29587904,0.4864823,0.22804981,0.21722718,0.21002625,-0.63818437,-0.6127369,-0.63026166
0.11932688,-0.2715148,0.5392114,-0.08165672,-0.0893015,-0.06935832,-0.5945941,-0.7984504,-0.81480986
0.064731754,-0.29497468,0.78166866,-0.031948835,-0.042192936,0.0024335484,-0.6345968,-0.76566154,-0.78331196
-0.28373024,0.083032295,0.83081514,0.09183769,0.08426373,0.07624539,-0.831279,-0.6903825,-0.70379233
0.58576673,0.07900285,0.8897278,0.300711,0.30085775,0.1278791,-0.027483335,-0.50445426,-0.5409099
-0.3698931,-0.064772494,0.2728382,-0.18233128,-0.17164658,-0.18830036,-0.871201,-0.8369454,-0.8451916
0.33376035,0.16086863,0.74426126,0.24513996,0.24254784,0.20327616,-0.38656142,-0.5699097,-0.59697175
-0.5333546,-0.065878175,0.8824979,-0.020766223,-0.012526199,-0.020057,-0.9017518,-0.7555119,-0.756387
0.31701154,-0.25458556,0.05731335,-0.077665575,-0.07970054,-0.06900379,-0.41197473,-0.79976153,-0.81822383
-0.33225453,-0.10492472,0.44947925,-0.13414375,-0.16459489,-0.12996472,-0.85567605,-0.8099491,-0.8342819
0.99439985,0.9254889,0.71636,0.9297196,0.9306761,0.931695,0.9928175,0.84553945,0.8211283
0.11950391,0.29115805,0.5464559,0.24222268,0.22804017,0.23444144,-0.60302866,-0.5985913,-0.62231994
-0.101008624,-0.0046573766,0.94311076,0.098483734,0.1130839,0.04133123,-0.7400837,-0.68403244,-0.6866208
0.25553903,0.36155114,0.8056075,0.35146323,0.34988633,0.35238728,-0.46931604,-0.46757725,-0.4847361
0.45370513,-0.11597376,0.038815692,0.048765216,0.045719944,0.05641254,-0.23567493,-0.7257664,-0.75636065
0.312409,0.30737513,0.88486385,0.34617722,0.3415424,0.31687635,-0.4140105,-0.46750435,-0.49288693
0.59153414,0.10099186,0.8815875,0.30854642,0.30530554,0.14608245,-0.020509928,-0.49840623,-0.5383208
0.3519033,-0.24267444,-0.08013694,-0.06324171,-0.06892236,-0.046779364,-0.37880453,-0.7924247,-0.81756717
-0.5993518,-0.1426302,0.95714265,-0.043474406,-0.024101343,-0.030839361,-0.9193711,-0.7568179,-0.75141335
-0.6592699,-0.820837,-0.79015285,-0.78319645,-0.7738342,-0.7850856,-0.9473763,-0.9792028,-0.9783072
-0.0017442835,-0.3028427,0.7520742,-0.060514033,-0.071461536,-0.0293168,-0.6817206,-0.78300035,-0.8006153
0.2933299,-0.07019175,0.8719073,0.14126219,0.13430692,0.035104714,-0.43913373,-0.6508894,-0.6771697
0.44135207,0.19000329,0.8772254,0.31696033,0.31993234,0.2122968,-0.24097592,-0.49205673,-0.51771474
-0.61309135,-0.738186,-0.43053982,-0.6853268,-0.6714103,-0.68856627,-0.9360767,-0.96634865,-0.96408486
-0.39375255,-0.13870713,0.20864989,-0.24106967,-0.23590003,-0.24575113,-0.8795207,-0.8589425,-0.8631177
0.55237496,-0.1450909,0.07158487,0.07478011,0.08610978,0.09022448,-0.08846086,-0.71056366,-0.73322093
0.40459555,0.13153431,0.8727062,0.2659979,0.270626,0.13066386,-0.28438738,-0.5427728,-0.56523055
-0.029703654,-0.064404055,0.93722236,0.08339592,0.09471078,-0.015534954,-0.69546473,-0.6925019,-0.7024915
0.38724473,-0.17822294,0.033951826,-0.020998282,-0.02294939,0.0019094474,-0.3319383,-0.77195364,-0.7944029
0.4124406,-0.09662809,0.044558514,0.025324516,0.031163285,0.05967066,-0.29602495,-0.747852,-0.76371026
0.2503989,-0.2108335,0.33692622,-0.05121693,-0.057105795,-0.034897827,-0.4789487,-0.7861877,-0.80476785
-0.02966682,0.108325996,0.9255368,0.16920725,0.1694134,0.10444489,-0.6995268,-0.62799084,-0.6406476
-0.08826507,-0.38607767,0.80521715,-0.098471515,-0.11224897,-0.06250084,-0.73811656,-0.7968133,-0.81406116
0.35609552,-0.19834687,0.07016284,-0.03149073,-0.036086977,-0.02377296,-0.36700112,-0.77730477,-0.8001013
-0.24661246,0.07287954,0.64366436,0.036209393,0.042326823,0.03596841,-0.81559956,-0.73740405,-0.7394092
-0.34674183,0.0059002773,0.48354653,-0.07159492,-0.060833436,-0.07745858,-0.85876507,-0.7975343,-0.7957238
0.23178339,0.24329399,0.8844942,0.2968974,0.29079103,0.2390549,-0.48562822,-0.51525515,-0.53931487
0.095224336,-0.045725275,0.86444855,0.09468226,0.09811629,-0.03784666,-0.6091896,-0.68608296,-0.70143586
0.17812619,0.2114357,0.6186731,0.2069824,0.21338134,0.21676263,-0.55425954,-0.6206839,-0.6334326
0.19120191,-0.1494171,0.9715447,0.11646276,0.11791295,0.004764387,-0.53359276,-0.658744,-0.68481076
0.5352776,-0.10877862,0.030128544,0.08630985,0.0898799,0.09656656,-0.103882596,-0.6992296,-0.7295171
0.25494093,0.026375098,0.32593676,0.07707067,0.061760653,0.06648783,-0.472912,-0.7056185,-0.7383845
0.775002,0.46036342,0.66725695,0.5183478,0.53312194,0.5368643,0.37741408,-0.21757968,-0.2421677
0.27916825,-0.17378452,0.29722768,-0.027527975,-0.03089093,-0.019186035,-0.4538901,-0.7721283,-0.7922515
0.22896264,-0.1029746,0.95184237,0.1474207,0.14673065,0.042272262,-0.49616954,-0.6394428,-0.662856
0.13150764,-0.23665676,0.7231336,-0.0120041715,-0.023135705,-0.003087317,-0.5785216,-0.75580114,-0.778265
0.47235495,0.1555773,0.9266287,0.31119096,0.30923936,0.16405024,-0.21329989,-0.49931732,-0.53443044
0.5527566,-0.098803595,0.029475769,0.10797499,0.10909591,0.115662694,-0.07931395,-0.68256456,-0.7201342
0.47094637,-0.114669874,0.022255002,0.05521979,0.049837187,0.06587027,-0.217131,-0.7212718,-0.7588782
0.15211232,0.17647266,0.5267827,0.14982058,0.16152664,0.15381551,-0.5823277,-0.66076386,-0.666005
0.9263583,0.5244886,0.6062051,0.65166056,0.6530125,0.6614596,0.83089113,0.07041814,-0.0020132037
0.305263,-0.21472426,0.23690997,-0.06403448,-0.0532294,-0.034650948,-0.42127472,-0.7933172,-0.8016854
-0.49698192,-0.08477673,0.9190201,0.01477885,0.014911798,-0.0058489223,-0.89580804,-0.7238984,-0.7333624
0.45376468,0.10619403,0.8971775,0.27236536,0.26962963,0.11753462,-0.2346616,-0.5391847,-0.57156396
0.19027075,0.019755766,0.35655016,0.052697122,0.044995513,0.05867503,-0.53253806,-0.72538006,-0.74758244
0.27087417,-0.043368172,0.9493528,0.1748524,0.17770916,0.05762954,-0.4558814,-0.618911,-0.6416545
0.20364372,0.3418835,0.7658544,0.32700637,0.3251613,0.32854143,-0.52129084,-0.49970728,-0.51638466
0.10282729,-0.32872733,0.7444339,-0.04961749,-0.051995076,-0.0045763976,-0.6125318,-0.77654433,-0.78788936
-0.31140754,0.05139268,0.6327504,0.012133391,0.025027502,0.002898819,-0.8355772,-0.74891376,-0.7467361
0.29687825,0.24260482,0.90735006,0.31815997,0.31602177,0.2530816,-0.4356759,-0.4975425,-0.5220908
-0.28077367,-0.45920557,0.43230525,-0.30434087,-0.3104789,-0.2964771,-0.83834136,-0.8805707,-0.8902067
-0.2127795,0.038540687,0.5223535,-0.013627624,-4.0113926e-05,-0.018041963,-0.79695225,-0.7681484,-0.7669703
0.344364,-0.2976687,-0.0840336,-0.09085646,-0.09421309,-0.08071488,-0.3838591,-0.80666804,-0.8257664
-0.48464227,-0.0448637,0.53754866,-0.111001424,-0.082250096,-0.10790586,-0.8946681,-0.80886364,-0.79631
-0.68972087,-0.24316865,0.8325276,-0.12276969,-0.13948475,-0.11695917,-0.94375783,-0.7959357,-0.8166748
0.26103127,-0.105945215,0.8546328,0.119321875,0.11747933,0.059089396,-0.4623608,-0.66532165,-0.68758845
