226Ra,232Th,40K,Raeq,Theq,Keq,IG,IA,IB
-0.7723199,-0.841797,0.80538195,-0.6996325,-0.6913179,-0.7496217,-0.6625695,-0.7731765,-0.6593187
-0.9445044,-0.96739644,-0.41356945,-0.9383676,-0.9366233,-0.9425223,-0.93289465,-0.9434421,-0.93025637
-0.29809788,-0.91802055,-0.82242805,-0.7747725,-0.7799783,-0.7783692,-0.78782517,-0.2982971,-0.7516122
-0.65765154,-0.95516574,0.21691711,-0.8236859,-0.8234204,-0.8133339,-0.8113853,-0.65749836,-0.7996478
-0.57086194,-0.7050741,-0.20815964,-0.6252313,-0.6323544,-0.63780725,-0.62851226,-0.5573194,-0.60902905
-0.48315954,-0.8501071,0.7412946,-0.6587306,-0.652704,-0.7339113,-0.62694955,-0.4900955,-0.6115562
-0.7007315,-0.88607794,-0.41499352,-0.80698836,-0.80034864,-0.7834322,-0.7955076,-0.69804937,-0.78800666
-0.38798594,-0.6638752,0.5725786,-0.4834178,-0.50660443,-0.56899583,-0.4835087,-0.3794603,-0.46048632
-0.40514207,-0.6332493,0.2526262,-0.524876,-0.5330043,-0.55738467,-0.50766504,-0.416273,-0.4716681
-0.37636673,-0.6608125,0.120099284,-0.53345025,-0.5437243,-0.55009866,-0.5276498,-0.37931728,-0.4878299
-0.8443397,-0.75722015,-0.007301627,-0.71004957,-0.70565844,-0.68582636,-0.69621503,-0.83694464,-0.6962673
-0.34120753,-0.922576,-0.86006,-0.80178237,-0.79898447,-0.79458463,-0.8076949,-0.34830934,-0.77507824
-0.61718214,-0.8964651,0.29950592,-0.75554144,-0.7481913,-0.7765457,-0.73236674,-0.6175468,-0.7244003
-0.114444956,-0.8301638,0.46641305,-0.5923842,-0.5930959,-0.7329092,-0.57494104,-0.11722592,-0.5476011
-0.69975704,-0.8411298,0.7401835,-0.69320095,-0.67910683,-0.76937914,-0.65659,-0.69885516,-0.66162777
-0.2262343,-0.82887775,0.5876266,-0.60950875,-0.6012504,-0.7385508,-0.5782676,-0.235849,-0.5547969
-0.3928876,-0.5423839,0.61864215,-0.40344158,-0.41424492,-0.42938164,-0.39415905,-0.385922,-0.3704154
0.47964245,-0.59648585,0.019523634,-0.30602056,-0.29604298,-0.33581582,-0.2987919,0.47961825,-0.25951582
-0.6708875,-0.95340526,0.0016489964,-0.8472205,-0.8423617,-0.84970146,-0.8321887,-0.6779291,-0.8194944
-0.9105952,-0.8166965,0.49694675,-0.7492633,-0.73509395,-0.7057949,-0.7107607,-0.9105833,-0.7098602
-0.3561727,-0.92498106,-0.7816868,-0.79229176,-0.7986393,-0.80348843,-0.8043738,-0.34761202,-0.78078043
-0.87238604,-0.7756387,-0.11364701,-0.74794835,-0.74676657,-0.7396718,-0.7360474,-0.8667824,-0.7345102
-0.40647662,-0.8954062,-0.15913549,-0.7457391,-0.74498665,-0.78939426,-0.73761475,-0.4081223,-0.7136405
0.2086862,-0.5808598,0.07944608,-0.37051758,-0.34168974,-0.42351207,-0.34778255,0.21283554,-0.33457035
-0.03763328,-0.8630691,0.5855069,-0.6037255,-0.6044053,-0.77315533,-0.58130777,-0.0468799,-0.5505081
-0.57057023,-0.9272955,-0.5201938,-0.8238693,-0.82053685,-0.8298431,-0.8196969,-0.5653883,-0.8071437
-0.3325322,-0.8476399,0.8606776,-0.6102352,-0.6359799,-0.7635351,-0.60027564,-0.33897954,-0.5653082
-0.34821373,-0.6649859,0.667101,-0.48335603,-0.49961463,-0.546541,-0.4751963,-0.3462987,-0.44868818
-0.64390993,-0.8879574,-0.14606693,-0.7985936,-0.7823553,-0.7725116,-0.77172804,-0.65060246,-0.76366997
-0.7823849,-0.8181604,-0.25171897,-0.7617133,-0.76622105,-0.7611826,-0.75832313,-0.77730733,-0.7504111
-0.47551912,-0.9265706,0.26796806,-0.74959016,-0.74995583,-0.77327394,-0.7366401,-0.47472137,-0.72101283
-0.8242401,-0.76831007,-0.25311902,-0.7288185,-0.7362994,-0.7349073,-0.7277298,-0.8178737,-0.7215556
-0.5726334,-0.93211496,0.4294322,-0.7737342,-0.7653966,-0.76902366,-0.7520194,-0.57313955,-0.7408571
-0.4382038,-0.66147137,0.49514797,-0.5109333,-0.52159834,-0.58401275,-0.49813622,-0.43619993,-0.4743175
-0.6256877,-0.8478872,0.6155964,-0.70860577,-0.6904467,-0.77171016,-0.6669929,-0.63491035,-0.6636257
-0.39984545,-0.90403575,-0.7134479,-0.77901196,-0.7837546,-0.78941095,-0.789065,-0.4014842,-0.7530389
-0.45891944,-0.89810675,0.029595349,-0.73769736,-0.7328036,-0.7277396,-0.722414,-0.45533976,-0.7070157
0.8725165,0.055706847,0.053805128,0.25749168,0.2743229,0.25191906,0.25082433,0.87688553,0.30134827
