226Ra,232Th,40K,Raeq,Theq,Keq,IA,IB,IG
-0.5484545,-0.038722645,0.6764476,-0.07268404,-0.061344627,-0.033740018,-0.90843636,-0.8056137,-0.7757921
0.38374195,0.035743095,0.016057057,0.104628004,0.10697444,0.18590684,-0.36446574,-0.725279,-0.73051214
0.41713232,0.19581927,0.7196907,0.24989796,0.23749846,0.22227652,-0.24073926,-0.53639317,-0.5213703
0.46660924,-0.31532714,0.005196711,-0.051992916,-0.058381606,-0.035439372,-0.2152859,-0.78845227,-0.7947064
-0.11349544,0.08695789,0.8033924,0.07297532,0.075217016,0.05127768,-0.74985754,-0.6907838,-0.69406474
0.1473027,-0.029777858,0.6576584,0.09208235,0.088845395,0.052374683,-0.58025056,-0.67313945,-0.70189786
-0.57369214,-0.19905491,0.8717409,-0.08825586,-0.07548827,-0.037867244,-0.90116256,-0.750252,-0.75374484
-0.6026106,0.008283139,0.53526646,-0.10804212,-0.10113862,-0.04504565,-0.92102915,-0.76725125,-0.77393067
0.015864635,-0.3277709,0.11107655,-0.21037099,-0.19627613,-0.19831657,-0.64614236,-0.84257835,-0.8623564
-0.13962981,-0.5602362,-0.2536505,-0.42492545,-0.43375495,-0.42497972,-0.7481056,-0.920317,-0.9233695
-0.06298585,-0.09969973,0.67278844,-0.00397223,0.0026171445,0.045086488,-0.7212235,-0.7569718,-0.76486486
0.08014806,-0.36059248,0.23198552,-0.17688467,-0.1706635,-0.1552263,-0.61821675,-0.8454504,-0.86538273
-0.44755322,-0.19745642,0.7144851,-0.14145525,-0.104072616,-0.12732998,-0.875914,-0.8074068,-0.7917652
0.19757076,-0.18087411,0.5678685,0.013634105,0.0011461745,0.05632353,-0.517637,-0.79511935,-0.8067738
0.09723525,0.08137616,0.23990072,0.08653514,0.08735372,0.09928043,-0.63067436,-0.71698844,-0.74161404
0.67531145,0.22298364,0.95450926,0.3889012,0.39743885,0.22243842,0.17617847,-0.35434958,-0.40572295
0.361079,-0.035071187,0.66784036,0.14116949,0.1332847,0.10624242,-0.37029788,-0.6369467,-0.66884696
0.4204006,0.24181807,0.98125875,0.35416147,0.35251105,0.23661833,-0.35892743,-0.46509746,-0.4772653
0.8386033,-0.02843198,-0.063741624,0.32452565,0.29176876,0.40786234,0.52759415,-0.39984927,-0.52992296
0.36094877,-0.22234929,-0.15970884,-0.05397324,-0.040058438,-0.012102073,-0.45047885,-0.8271231,-0.8323411
0.49421263,0.12267395,0.91128886,0.28253734,0.29787722,0.15937795,-0.08134186,-0.48436064,-0.518812
0.6537441,0.14412805,0.8876693,0.38956547,0.34623078,0.31271243,0.17615737,-0.33017972,-0.42583558
0.35133445,-0.1712794,0.60330963,0.058968678,0.06301404,0.0472536,-0.40856704,-0.7334349,-0.739766
-0.14714654,-0.29103786,0.34669945,-0.20159888,-0.19279626,-0.14062248,-0.75851595,-0.84713817,-0.8294093
-0.1628122,0.021805983,0.86951846,0.096832216,0.080061026,0.066728346,-0.7905708,-0.6869718,-0.6835995
0.20496994,-0.16604932,0.49596804,-0.020972947,-0.009050093,-0.01921409,-0.5354807,-0.7284244,-0.7588378
0.097065456,-0.06739176,0.915862,0.11566334,0.11837675,0.040648654,-0.65698636,-0.68278325,-0.6896655
-0.079811856,0.31001535,0.82045186,0.23865445,0.24879648,0.22635005,-0.7212621,-0.6044407,-0.59722567
-0.2935227,0.07243061,0.39756897,-0.034032058,-0.04087958,-0.039000344,-0.8237833,-0.7540785,-0.74336207
0.12583184,-0.2780559,0.6055064,-0.064543195,-0.05623972,-0.026657322,-0.5690297,-0.78322184,-0.7936095
0.35368514,-0.091044955,0.88339025,0.13370161,0.13416213,0.00060769165,-0.34877488,-0.62868774,-0.65817606
0.14960273,-0.056910887,0.9480946,0.14413941,0.13845545,0.022144392,-0.5540329,-0.617651,-0.638487
-0.08921963,0.35485923,0.802236,0.24254386,0.24268726,0.26335293,-0.7393243,-0.4907607,-0.53634673
-0.19331102,-0.09044028,0.406282,-0.07743833,-0.07254911,-0.08291679,-0.7800644,-0.7685123,-0.78299797
0.4407407,0.032165155,0.9684532,0.25130928,0.25502264,0.106902435,-0.26885882,-0.52420664,-0.5445043
0.13488184,-0.39505112,-0.20284852,-0.28639874,-0.27555162,-0.25396138,-0.5611326,-0.8734678,-0.87952137
0.6009688,0.14076129,0.7110542,0.3152285,0.3037649,0.27197587,-0.00011327863,-0.45333567,-0.53940725
0.22406746,-0.23104742,0.9960285,0.12196559,0.12785071,-0.033849154,-0.58785105,-0.68222344,-0.7147077
0.32776445,-0.20354457,-0.0034358292,-0.048073795,-0.071434885,0.030881664,-0.4294002,-0.8403762,-0.8201439
0.6727792,0.12186528,0.90659904,0.30669987,0.32558352,0.17676958,0.1408477,-0.47674775,-0.5177892
0.23657985,0.12576908,0.95497423,0.24541868,0.25880817,0.16329354,-0.5349996,-0.5558549,-0.5776578
0.3611849,0.15368776,0.9230753,0.27715024,0.28114235,0.17707041,-0.34077862,-0.5319026,-0.56189597
0.21227397,0.03175954,0.4330463,0.07941999,0.08454922,0.10199187,-0.5105121,-0.7088437,-0.72107387
0.068109415,-0.2180487,0.8837979,-0.02997128,-0.004619662,-0.08099789,-0.597377,-0.7592608,-0.7299106
0.1362025,-0.2835456,0.062430806,-0.15572304,-0.15483637,-0.12192001,-0.5923685,-0.83341,-0.8331505
0.21079509,0.06456554,0.47765523,0.10000346,0.10428841,0.12846772,-0.5159386,-0.70425117,-0.7081918
0.7732394,0.3100401,0.9237734,0.4787242,0.4599632,0.346912,0.44817996,-0.21193767,-0.30389154
0.3820727,0.13376004,0.8328058,0.2748727,0.26693845,0.19961251,-0.30695584,-0.54869175,-0.5527069
0.09141124,-0.14814712,0.9007757,0.06767506,0.05083683,-0.0055526146,-0.5997704,-0.7025018,-0.6996449
0.18106812,-0.23245412,0.874928,0.049348556,0.005343595,-0.04082095,-0.55294687,-0.7370416,-0.7513284
0.25022992,0.15344241,0.67456293,0.20822209,0.17168447,0.20505045,-0.46844745,-0.5890267,-0.6327927
0.37685394,0.11373022,0.519068,0.19292061,0.19924916,0.21479155,-0.3788294,-0.6532662,-0.656868
0.3396511,0.22003333,0.3793633,0.22980587,0.22910221,0.2673198,-0.40816253,-0.6052804,-0.6500368
0.31949434,0.17936213,0.7820674,0.25421315,0.24362391,0.13205537,-0.40328887,-0.53980076,-0.57673305
-0.14899692,0.20744896,0.8317895,0.1994142,0.22262621,0.19482872,-0.7498455,-0.603155,-0.5822705
0.3816474,0.069202855,0.7377106,0.21532348,0.1903315,0.110154934,-0.35016483,-0.6232,-0.6689248
-0.22249399,0.06201055,0.7509731,0.043354645,0.03661252,0.022518665,-0.8044241,-0.7128467,-0.718747
0.1476523,0.38893053,0.8670496,0.33745027,0.34653562,0.30973756,-0.57543844,-0.43681678,-0.5270024
-0.5427058,-0.3126264,0.88865256,-0.15576877,-0.14683601,-0.09862788,-0.90468174,-0.7932365,-0.8198425
0.011680542,-0.06968997,0.6768108,0.009082817,0.022697093,0.002602102,-0.702723,-0.70042217,-0.73066676
0.8132594,0.55897856,0.68749774,0.6120964,0.5753475,0.62506914,0.530308,-0.026646504,-0.0066830115
-0.12576799,-0.2023484,0.603218,-0.10200733,-0.100584924,-0.09945979,-0.75904834,-0.82235956,-0.79611444
-0.062236607,0.0030862554,0.71007705,0.0753413,0.0765394,0.039553538,-0.7124771,-0.7142441,-0.7157098
-0.12782276,-0.5174371,-0.019753665,-0.35849458,-0.38529804,-0.35436723,-0.754286,-0.8919473,-0.89464617
-0.6409266,-0.015932318,0.7071928,-0.029093003,-0.029809037,0.0048684166,-0.9425311,-0.73882294,-0.7734513
-0.38822255,-0.39066753,0.15811753,-0.36845568,-0.38565892,-0.32806358,-0.86933327,-0.89647853,-0.9257302
0.31297615,-0.32728803,0.59573585,0.0074436706,-0.019948883,-0.026719728,-0.41421014,-0.73070544,-0.7652385
0.32673588,0.24170224,0.9196747,0.3212742,0.32372677,0.19750807,-0.41005722,-0.4860844,-0.4934137
0.69222915,0.101884745,0.52154607,0.2829776,0.26660654,0.25098345,0.19147472,-0.49410152,-0.54670036
